,datetime,symbol,open,high,low,close,volume
0,2023-12-27 02:53:00,OANDA:AUDJPY,97.33,97.338,97.299,97.338,60.0
1,2023-12-27 02:52:00,OANDA:AUDJPY,97.352,97.356,97.3275,97.33,82.0
2,2023-12-27 02:51:00,OANDA:AUDJPY,97.318,97.358,97.3155,97.352,73.0
3,2023-12-27 02:50:00,OANDA:AUDJPY,97.314,97.3285,97.308,97.318,62.0
4,2023-12-27 02:49:00,OANDA:AUDJPY,97.311,97.3165,97.307,97.314,34.0
5,2023-12-27 02:48:00,OANDA:AUDJPY,97.34,97.34,97.311,97.311,38.0
6,2023-12-27 02:47:00,OANDA:AUDJPY,97.344,97.348,97.34,97.34,15.0
7,2023-12-27 02:46:00,OANDA:AUDJPY,97.328,97.348,97.325,97.344,94.0
8,2023-12-27 02:45:00,OANDA:AUDJPY,97.332,97.3425,97.326,97.328,61.0
9,2023-12-27 02:44:00,OANDA:AUDJPY,97.362,97.362,97.332,97.332,55.0
10,2023-12-27 02:43:00,OANDA:AUDJPY,97.374,97.377,97.362,97.362,24.0
11,2023-12-27 02:42:00,OANDA:AUDJPY,97.392,97.392,97.374,97.374,32.0
12,2023-12-27 02:41:00,OANDA:AUDJPY,97.385,97.4,97.385,97.392,28.0
13,2023-12-27 02:40:00,OANDA:AUDJPY,97.405,97.405,97.384,97.385,27.0
14,2023-12-27 02:39:00,OANDA:AUDJPY,97.402,97.4145,97.394,97.405,53.0
15,2023-12-27 02:38:00,OANDA:AUDJPY,97.401,97.419,97.398,97.402,62.0
16,2023-12-27 02:37:00,OANDA:AUDJPY,97.417,97.422,97.3995,97.401,38.0
17,2023-12-27 02:36:00,OANDA:AUDJPY,97.418,97.428,97.41,97.417,23.0
18,2023-12-27 02:35:00,OANDA:AUDJPY,97.424,97.424,97.41,97.418,32.0
19,2023-12-27 02:34:00,OANDA:AUDJPY,97.42,97.426,97.41,97.424,57.0
20,2023-12-27 02:33:00,OANDA:AUDJPY,97.394,97.421,97.394,97.42,30.0
21,2023-12-27 02:32:00,OANDA:AUDJPY,97.393,97.3965,97.388,97.394,25.0
22,2023-12-27 02:31:00,OANDA:AUDJPY,97.376,97.399,97.376,97.393,47.0
23,2023-12-27 02:30:00,OANDA:AUDJPY,97.408,97.409,97.374,97.376,62.0
24,2023-12-27 02:29:00,OANDA:AUDJPY,97.394,97.421,97.394,97.408,55.0
25,2023-12-27 02:28:00,OANDA:AUDJPY,97.414,97.416,97.3935,97.394,64.0
26,2023-12-27 02:27:00,OANDA:AUDJPY,97.404,97.419,97.401,97.414,47.0
27,2023-12-27 02:26:00,OANDA:AUDJPY,97.42,97.422,97.4015,97.404,85.0
28,2023-12-27 02:25:00,OANDA:AUDJPY,97.426,97.435,97.412,97.42,74.0
29,2023-12-27 02:24:00,OANDA:AUDJPY,97.404,97.4265,97.402,97.426,81.0
30,2023-12-27 02:23:00,OANDA:AUDJPY,97.401,97.427,97.395,97.404,76.0
31,2023-12-27 02:22:00,OANDA:AUDJPY,97.36,97.404,97.36,97.401,130.0
32,2023-12-27 02:21:00,OANDA:AUDJPY,97.369,97.3705,97.338,97.36,71.0
33,2023-12-27 02:20:00,OANDA:AUDJPY,97.346,97.372,97.34,97.369,55.0
34,2023-12-27 02:19:00,OANDA:AUDJPY,97.34,97.355,97.34,97.346,58.0
35,2023-12-27 02:18:00,OANDA:AUDJPY,97.344,97.344,97.329,97.34,62.0
36,2023-12-27 02:17:00,OANDA:AUDJPY,97.34,97.344,97.322,97.344,67.0
37,2023-12-27 02:16:00,OANDA:AUDJPY,97.33,97.348,97.323,97.34,53.0
38,2023-12-27 02:15:00,OANDA:AUDJPY,97.352,97.3605,97.33,97.33,76.0
39,2023-12-27 02:14:00,OANDA:AUDJPY,97.346,97.353,97.339,97.352,41.0
40,2023-12-27 02:13:00,OANDA:AUDJPY,97.35,97.358,97.346,97.346,43.0
41,2023-12-27 02:12:00,OANDA:AUDJPY,97.342,97.359,97.34,97.35,64.0
42,2023-12-27 02:11:00,OANDA:AUDJPY,97.311,97.342,97.311,97.342,53.0
43,2023-12-27 02:10:00,OANDA:AUDJPY,97.312,97.3165,97.308,97.311,52.0
44,2023-12-27 02:09:00,OANDA:AUDJPY,97.334,97.335,97.3115,97.312,61.0
45,2023-12-27 02:08:00,OANDA:AUDJPY,97.331,97.35,97.331,97.334,88.0
46,2023-12-27 02:07:00,OANDA:AUDJPY,97.312,97.332,97.311,97.331,85.0
47,2023-12-27 02:06:00,OANDA:AUDJPY,97.301,97.314,97.3,97.312,83.0
48,2023-12-27 02:05:00,OANDA:AUDJPY,97.294,97.318,97.294,97.301,150.0
49,2023-12-27 02:04:00,OANDA:AUDJPY,97.264,97.3025,97.264,97.294,105.0
50,2023-12-27 02:03:00,OANDA:AUDJPY,97.244,97.265,97.241,97.264,86.0
51,2023-12-27 02:02:00,OANDA:AUDJPY,97.25,97.253,97.238,97.244,51.0
52,2023-12-27 02:01:00,OANDA:AUDJPY,97.236,97.2505,97.236,97.25,48.0
53,2023-12-27 02:00:00,OANDA:AUDJPY,97.237,97.253,97.225,97.236,50.0
54,2023-12-27 01:59:00,OANDA:AUDJPY,97.234,97.244,97.231,97.237,11.0
55,2023-12-27 01:58:00,OANDA:AUDJPY,97.215,97.234,97.209,97.234,39.0
56,2023-12-27 01:57:00,OANDA:AUDJPY,97.206,97.218,97.204,97.215,20.0
57,2023-12-27 01:56:00,OANDA:AUDJPY,97.206,97.208,97.206,97.206,5.0
58,2023-12-27 01:55:00,OANDA:AUDJPY,97.222,97.222,97.196,97.206,36.0
59,2023-12-27 01:54:00,OANDA:AUDJPY,97.228,97.2305,97.219,97.222,22.0
60,2023-12-27 01:53:00,OANDA:AUDJPY,97.229,97.238,97.227,97.228,24.0
61,2023-12-27 01:52:00,OANDA:AUDJPY,97.202,97.233,97.2,97.229,26.0
62,2023-12-27 01:51:00,OANDA:AUDJPY,97.16,97.2045,97.1595,97.202,53.0
63,2023-12-27 01:50:00,OANDA:AUDJPY,97.156,97.164,97.1535,97.16,25.0
64,2023-12-27 01:49:00,OANDA:AUDJPY,97.15,97.157,97.15,97.156,27.0
65,2023-12-27 01:48:00,OANDA:AUDJPY,97.166,97.166,97.15,97.15,10.0
66,2023-12-27 01:47:00,OANDA:AUDJPY,97.178,97.1785,97.166,97.166,17.0
67,2023-12-27 01:46:00,OANDA:AUDJPY,97.186,97.186,97.178,97.178,15.0
68,2023-12-27 01:45:00,OANDA:AUDJPY,97.185,97.1865,97.184,97.186,8.0
69,2023-12-27 01:44:00,OANDA:AUDJPY,97.19,97.191,97.183,97.185,22.0
70,2023-12-27 01:43:00,OANDA:AUDJPY,97.188,97.191,97.186,97.19,8.0
71,2023-12-27 01:42:00,OANDA:AUDJPY,97.186,97.188,97.184,97.188,26.0
72,2023-12-27 01:41:00,OANDA:AUDJPY,97.18,97.188,97.18,97.186,32.0
73,2023-12-27 01:40:00,OANDA:AUDJPY,97.179,97.182,97.174,97.18,11.0
74,2023-12-27 01:39:00,OANDA:AUDJPY,97.162,97.1825,97.158,97.179,35.0
75,2023-12-27 01:38:00,OANDA:AUDJPY,97.167,97.17,97.152,97.162,23.0
76,2023-12-27 01:37:00,OANDA:AUDJPY,97.166,97.171,97.157,97.167,13.0
77,2023-12-27 01:36:00,OANDA:AUDJPY,97.168,97.1685,97.165,97.166,12.0
78,2023-12-27 01:35:00,OANDA:AUDJPY,97.168,97.174,97.168,97.168,10.0
79,2023-12-27 01:34:00,OANDA:AUDJPY,97.189,97.189,97.168,97.168,17.0
80,2023-12-27 01:33:00,OANDA:AUDJPY,97.184,97.189,97.182,97.189,17.0
81,2023-12-27 01:32:00,OANDA:AUDJPY,97.196,97.196,97.18,97.184,43.0
82,2023-12-27 01:31:00,OANDA:AUDJPY,97.196,97.198,97.193,97.196,11.0
83,2023-12-27 01:30:00,OANDA:AUDJPY,97.189,97.197,97.189,97.196,16.0
84,2023-12-27 01:29:00,OANDA:AUDJPY,97.182,97.194,97.1735,97.189,26.0
85,2023-12-27 01:28:00,OANDA:AUDJPY,97.176,97.1825,97.176,97.182,9.0
86,2023-12-27 01:27:00,OANDA:AUDJPY,97.182,97.1825,97.175,97.176,9.0
87,2023-12-27 01:26:00,OANDA:AUDJPY,97.18,97.1825,97.18,97.182,12.0
88,2023-12-27 01:25:00,OANDA:AUDJPY,97.189,97.189,97.18,97.18,10.0
89,2023-12-27 01:24:00,OANDA:AUDJPY,97.188,97.189,97.188,97.189,1.0
90,2023-12-27 01:23:00,OANDA:AUDJPY,97.191,97.191,97.188,97.188,3.0
91,2023-12-27 01:22:00,OANDA:AUDJPY,97.194,97.197,97.19,97.191,14.0
92,2023-12-27 01:21:00,OANDA:AUDJPY,97.196,97.2025,97.194,97.194,13.0
93,2023-12-27 01:20:00,OANDA:AUDJPY,97.201,97.203,97.1915,97.196,32.0
94,2023-12-27 01:19:00,OANDA:AUDJPY,97.208,97.208,97.2,97.201,24.0
95,2023-12-27 01:18:00,OANDA:AUDJPY,97.204,97.2085,97.204,97.208,22.0
96,2023-12-27 01:17:00,OANDA:AUDJPY,97.204,97.205,97.2035,97.204,5.0
97,2023-12-27 01:16:00,OANDA:AUDJPY,97.202,97.206,97.195,97.204,21.0
98,2023-12-27 01:15:00,OANDA:AUDJPY,97.204,97.2105,97.197,97.202,22.0
99,2023-12-27 01:14:00,OANDA:AUDJPY,97.21,97.21,97.195,97.204,25.0
100,2023-12-27 01:13:00,OANDA:AUDJPY,97.196,97.214,97.188,97.21,43.0
101,2023-12-27 01:12:00,OANDA:AUDJPY,97.2,97.2,97.195,97.196,11.0
102,2023-12-27 01:11:00,OANDA:AUDJPY,97.192,97.204,97.188,97.2,38.0
103,2023-12-27 01:10:00,OANDA:AUDJPY,97.194,97.195,97.182,97.192,31.0
104,2023-12-27 01:09:00,OANDA:AUDJPY,97.194,97.194,97.19,97.194,10.0
105,2023-12-27 01:08:00,OANDA:AUDJPY,97.192,97.198,97.1895,97.194,21.0
106,2023-12-27 01:07:00,OANDA:AUDJPY,97.201,97.201,97.192,97.192,12.0
107,2023-12-27 01:06:00,OANDA:AUDJPY,97.194,97.202,97.194,97.201,6.0
108,2023-12-27 01:05:00,OANDA:AUDJPY,97.202,97.202,97.194,97.194,13.0
109,2023-12-27 01:04:00,OANDA:AUDJPY,97.205,97.205,97.2015,97.202,3.0
110,2023-12-27 01:03:00,OANDA:AUDJPY,97.202,97.206,97.2,97.205,14.0
111,2023-12-27 01:02:00,OANDA:AUDJPY,97.204,97.206,97.2,97.202,24.0
112,2023-12-27 01:01:00,OANDA:AUDJPY,97.191,97.2065,97.191,97.204,50.0
113,2023-12-27 01:00:00,OANDA:AUDJPY,97.18,97.197,97.166,97.191,128.0
114,2023-12-27 00:59:00,OANDA:AUDJPY,97.181,97.189,97.169,97.18,55.0
115,2023-12-27 00:58:00,OANDA:AUDJPY,97.171,97.184,97.171,97.181,53.0
116,2023-12-27 00:57:00,OANDA:AUDJPY,97.155,97.184,97.155,97.171,43.0
117,2023-12-27 00:56:00,OANDA:AUDJPY,97.154,97.16,97.152,97.155,25.0
118,2023-12-27 00:55:00,OANDA:AUDJPY,97.15,97.157,97.15,97.154,25.0
119,2023-12-27 00:54:00,OANDA:AUDJPY,97.142,97.15,97.142,97.15,4.0
120,2023-12-27 00:53:00,OANDA:AUDJPY,97.15,97.16,97.142,97.142,15.0
121,2023-12-27 00:52:00,OANDA:AUDJPY,97.119,97.1505,97.119,97.15,19.0
122,2023-12-27 00:51:00,OANDA:AUDJPY,97.112,97.119,97.112,97.119,12.0
123,2023-12-27 00:50:00,OANDA:AUDJPY,97.132,97.132,97.109,97.112,43.0
124,2023-12-27 00:49:00,OANDA:AUDJPY,97.131,97.134,97.1295,97.132,11.0
125,2023-12-27 00:48:00,OANDA:AUDJPY,97.114,97.131,97.111,97.131,21.0
126,2023-12-27 00:47:00,OANDA:AUDJPY,97.116,97.116,97.111,97.114,40.0
127,2023-12-27 00:46:00,OANDA:AUDJPY,97.117,97.117,97.114,97.116,22.0
128,2023-12-27 00:45:00,OANDA:AUDJPY,97.118,97.1245,97.106,97.117,26.0
129,2023-12-27 00:44:00,OANDA:AUDJPY,97.118,97.1285,97.118,97.118,105.0
130,2023-12-27 00:43:00,OANDA:AUDJPY,97.132,97.133,97.118,97.118,41.0
131,2023-12-27 00:42:00,OANDA:AUDJPY,97.136,97.136,97.1315,97.132,18.0
132,2023-12-27 00:41:00,OANDA:AUDJPY,97.138,97.138,97.133,97.136,17.0
133,2023-12-27 00:40:00,OANDA:AUDJPY,97.146,97.1465,97.137,97.138,7.0
134,2023-12-27 00:39:00,OANDA:AUDJPY,97.152,97.164,97.1455,97.146,29.0
135,2023-12-27 00:38:00,OANDA:AUDJPY,97.151,97.1525,97.151,97.152,16.0
136,2023-12-27 00:37:00,OANDA:AUDJPY,97.174,97.176,97.151,97.151,22.0
137,2023-12-27 00:36:00,OANDA:AUDJPY,97.168,97.175,97.165,97.174,21.0
138,2023-12-27 00:35:00,OANDA:AUDJPY,97.154,97.1685,97.15,97.168,22.0
139,2023-12-27 00:34:00,OANDA:AUDJPY,97.154,97.154,97.152,97.154,4.0
140,2023-12-27 00:33:00,OANDA:AUDJPY,97.155,97.159,97.15,97.154,14.0
141,2023-12-27 00:32:00,OANDA:AUDJPY,97.154,97.158,97.151,97.155,16.0
142,2023-12-27 00:31:00,OANDA:AUDJPY,97.158,97.1585,97.153,97.154,4.0
143,2023-12-27 00:30:00,OANDA:AUDJPY,97.162,97.179,97.1575,97.158,10.0
144,2023-12-27 00:29:00,OANDA:AUDJPY,97.162,97.162,97.1615,97.162,3.0
145,2023-12-27 00:28:00,OANDA:AUDJPY,97.163,97.176,97.161,97.162,12.0
146,2023-12-27 00:27:00,OANDA:AUDJPY,97.168,97.168,97.1575,97.163,11.0
147,2023-12-27 00:26:00,OANDA:AUDJPY,97.168,97.169,97.168,97.168,2.0
148,2023-12-27 00:25:00,OANDA:AUDJPY,97.169,97.17,97.168,97.168,8.0
149,2023-12-27 00:24:00,OANDA:AUDJPY,97.169,97.181,97.168,97.169,10.0
150,2023-12-27 00:23:00,OANDA:AUDJPY,97.167,97.169,97.166,97.169,2.0
151,2023-12-27 00:22:00,OANDA:AUDJPY,97.168,97.168,97.167,97.167,1.0
152,2023-12-27 00:21:00,OANDA:AUDJPY,97.172,97.172,97.1675,97.168,8.0
153,2023-12-27 00:20:00,OANDA:AUDJPY,97.115,97.178,97.115,97.172,15.0
154,2023-12-27 00:19:00,OANDA:AUDJPY,97.118,97.118,97.113,97.115,6.0
155,2023-12-27 00:18:00,OANDA:AUDJPY,97.108,97.1225,97.082,97.118,13.0
156,2023-12-27 00:17:00,OANDA:AUDJPY,97.096,97.108,97.091,97.108,13.0
157,2023-12-27 00:16:00,OANDA:AUDJPY,97.134,97.138,97.0955,97.096,25.0
158,2023-12-27 00:15:00,OANDA:AUDJPY,97.15,97.15,97.13,97.134,13.0
159,2023-12-27 00:14:00,OANDA:AUDJPY,97.149,97.1505,97.146,97.15,5.0
160,2023-12-27 00:13:00,OANDA:AUDJPY,97.138,97.1505,97.1375,97.149,11.0
161,2023-12-27 00:12:00,OANDA:AUDJPY,97.134,97.138,97.1335,97.138,7.0
162,2023-12-27 00:11:00,OANDA:AUDJPY,97.134,97.137,97.132,97.134,9.0
163,2023-12-27 00:10:00,OANDA:AUDJPY,97.166,97.181,97.132,97.134,13.0
164,2023-12-27 00:08:00,OANDA:AUDJPY,97.166,97.166,97.1655,97.166,1.0
165,2023-12-27 00:07:00,OANDA:AUDJPY,97.16,97.166,97.16,97.166,2.0
