,datetime,symbol,open,high,low,close,volume
0,2023-11-29 18:03:00,OANDA:AUDCAD,0.89951,0.89988,0.89951,0.89976,169.0
1,2023-11-29 18:00:00,OANDA:AUDCAD,0.89975,0.89986,0.89942,0.89951,204.0
2,2023-11-29 17:57:00,OANDA:AUDCAD,0.90004,0.90004,0.89969,0.89975,191.0
3,2023-11-29 17:54:00,OANDA:AUDCAD,0.90008,0.9002,0.89995,0.90004,173.0
4,2023-11-29 17:51:00,OANDA:AUDCAD,0.8999,0.90008,0.8998,0.90008,181.0
5,2023-11-29 17:48:00,OANDA:AUDCAD,0.89922,0.899925,0.89922,0.8999,192.0
6,2023-11-29 17:45:00,OANDA:AUDCAD,0.89954,0.89974,0.89918,0.89922,159.0
7,2023-11-29 17:42:00,OANDA:AUDCAD,0.89943,0.89958,0.89932,0.89954,164.0
8,2023-11-29 17:39:00,OANDA:AUDCAD,0.89922,0.89947,0.89921,0.89943,153.0
9,2023-11-29 17:36:00,OANDA:AUDCAD,0.89916,0.89951,0.89913,0.89922,246.0
10,2023-11-29 17:33:00,OANDA:AUDCAD,0.8992,0.8994,0.89886,0.89916,239.0
11,2023-11-29 17:30:00,OANDA:AUDCAD,0.89955,0.89962,0.89913,0.8992,255.0
12,2023-11-29 17:27:00,OANDA:AUDCAD,0.89984,0.89992,0.89944,0.89955,178.0
13,2023-11-29 17:24:00,OANDA:AUDCAD,0.89943,0.899845,0.89904,0.89984,316.0
14,2023-11-29 17:21:00,OANDA:AUDCAD,0.8993,0.899665,0.89905,0.89943,214.0
15,2023-11-29 17:18:00,OANDA:AUDCAD,0.89966,0.89972,0.89906,0.8993,269.0
16,2023-11-29 17:15:00,OANDA:AUDCAD,0.89974,0.89984,0.899395,0.89966,254.0
17,2023-11-29 17:12:00,OANDA:AUDCAD,0.89984,0.89997,0.89956,0.89974,282.0
18,2023-11-29 17:09:00,OANDA:AUDCAD,0.9004,0.90045,0.89958,0.89984,400.0
19,2023-11-29 17:06:00,OANDA:AUDCAD,0.90032,0.90074,0.9003,0.9004,238.0
20,2023-11-29 17:03:00,OANDA:AUDCAD,0.90025,0.90046,0.90015,0.90032,363.0
21,2023-11-29 17:00:00,OANDA:AUDCAD,0.89972,0.90048,0.89968,0.90025,291.0
22,2023-11-29 16:57:00,OANDA:AUDCAD,0.90004,0.90006,0.899715,0.89972,154.0
23,2023-11-29 16:54:00,OANDA:AUDCAD,0.8999,0.90024,0.89965,0.90004,208.0
24,2023-11-29 16:51:00,OANDA:AUDCAD,0.89992,0.9001,0.899635,0.8999,219.0
25,2023-11-29 16:48:00,OANDA:AUDCAD,0.89992,0.90006,0.899775,0.89992,241.0
26,2023-11-29 16:45:00,OANDA:AUDCAD,0.89935,0.89992,0.89935,0.89992,222.0
27,2023-11-29 16:42:00,OANDA:AUDCAD,0.89966,0.89992,0.89934,0.89935,216.0
28,2023-11-29 16:39:00,OANDA:AUDCAD,0.89986,0.89995,0.89953,0.89966,155.0
29,2023-11-29 16:36:00,OANDA:AUDCAD,0.89964,0.90006,0.89964,0.89986,288.0
30,2023-11-29 16:33:00,OANDA:AUDCAD,0.89942,0.89967,0.8992,0.89964,215.0
31,2023-11-29 16:30:00,OANDA:AUDCAD,0.89958,0.89985,0.89942,0.89942,224.0
32,2023-11-29 16:27:00,OANDA:AUDCAD,0.89966,0.89975,0.89955,0.89958,144.0
33,2023-11-29 16:24:00,OANDA:AUDCAD,0.89934,0.899665,0.899255,0.89966,182.0
34,2023-11-29 16:21:00,OANDA:AUDCAD,0.89908,0.89934,0.89906,0.89934,169.0
35,2023-11-29 16:18:00,OANDA:AUDCAD,0.89916,0.89927,0.899,0.89908,186.0
36,2023-11-29 16:15:00,OANDA:AUDCAD,0.89922,0.89947,0.89898,0.89916,204.0
37,2023-11-29 16:12:00,OANDA:AUDCAD,0.89895,0.89923,0.8989,0.89922,214.0
38,2023-11-29 16:09:00,OANDA:AUDCAD,0.89935,0.899385,0.89893,0.89895,164.0
39,2023-11-29 16:06:00,OANDA:AUDCAD,0.89951,0.89961,0.89929,0.89935,202.0
40,2023-11-29 16:03:00,OANDA:AUDCAD,0.89888,0.89962,0.89888,0.89951,271.0
41,2023-11-29 16:00:00,OANDA:AUDCAD,0.89929,0.89942,0.8988,0.89888,299.0
42,2023-11-29 15:57:00,OANDA:AUDCAD,0.89928,0.89936,0.89912,0.89929,242.0
43,2023-11-29 15:54:00,OANDA:AUDCAD,0.89908,0.89938,0.89905,0.89928,252.0
44,2023-11-29 15:51:00,OANDA:AUDCAD,0.89909,0.89932,0.89903,0.89908,179.0
45,2023-11-29 15:48:00,OANDA:AUDCAD,0.89866,0.89918,0.89862,0.89909,243.0
46,2023-11-29 15:45:00,OANDA:AUDCAD,0.89884,0.89902,0.89864,0.89866,274.0
47,2023-11-29 15:42:00,OANDA:AUDCAD,0.89876,0.89907,0.89834,0.89884,328.0
48,2023-11-29 15:39:00,OANDA:AUDCAD,0.89845,0.89888,0.89841,0.89876,263.0
49,2023-11-29 15:36:00,OANDA:AUDCAD,0.89887,0.89906,0.89845,0.89845,263.0
50,2023-11-29 15:33:00,OANDA:AUDCAD,0.90004,0.90006,0.89876,0.89887,387.0
51,2023-11-29 15:30:00,OANDA:AUDCAD,0.89912,0.90024,0.8984,0.90004,580.0
52,2023-11-29 15:27:00,OANDA:AUDCAD,0.89927,0.89936,0.89907,0.89912,91.0
53,2023-11-29 15:24:00,OANDA:AUDCAD,0.89929,0.89931,0.89912,0.89927,101.0
54,2023-11-29 15:21:00,OANDA:AUDCAD,0.89968,0.8998,0.89919,0.89929,191.0
55,2023-11-29 15:18:00,OANDA:AUDCAD,0.89962,0.899725,0.89935,0.89968,188.0
56,2023-11-29 15:15:00,OANDA:AUDCAD,0.89972,0.89993,0.89954,0.89962,197.0
57,2023-11-29 15:12:00,OANDA:AUDCAD,0.89972,0.89989,0.89967,0.89972,206.0
58,2023-11-29 15:09:00,OANDA:AUDCAD,0.89962,0.8998,0.89947,0.89972,103.0
59,2023-11-29 15:06:00,OANDA:AUDCAD,0.8996,0.89968,0.89944,0.89962,143.0
60,2023-11-29 15:03:00,OANDA:AUDCAD,0.89949,0.89972,0.89942,0.8996,124.0
61,2023-11-29 15:00:00,OANDA:AUDCAD,0.89954,0.89967,0.899455,0.89949,118.0
62,2023-11-29 14:57:00,OANDA:AUDCAD,0.89958,0.8997,0.89948,0.89954,82.0
63,2023-11-29 14:54:00,OANDA:AUDCAD,0.89964,0.89972,0.899455,0.89958,116.0
64,2023-11-29 14:51:00,OANDA:AUDCAD,0.89949,0.899645,0.89939,0.89964,74.0
65,2023-11-29 14:48:00,OANDA:AUDCAD,0.89922,0.899505,0.89918,0.89949,86.0
