,datetime,close_price,ScalpPro,NW,UMA,Volume
0,2023-10-12 00:45:00,158.319,long,long,long,neutral
1,2023-10-12 00:15:00,158.294,long,long,long,short
2,2023-10-12 00:00:00,158.324,long,long,long,short
3,2023-10-11 23:45:00,158.397,long,long,long,short
4,2023-10-11 23:30:00,158.421,long,long,long,neutral
5,2023-10-11 23:15:00,158.44,long,long,long,long
6,2023-10-11 23:00:00,158.372,long,long,short,long
7,2023-10-11 22:45:00,158.344,long,long,short,neutral
8,2023-10-11 22:30:00,158.328,long,short,short,short
9,2023-10-11 22:15:00,158.337,long,short,long,neutral
10,2023-10-11 22:00:00,158.356,long,short,long,long
11,2023-10-11 21:45:00,158.322,long,short,long,long
12,2023-10-11 21:30:00,158.254,long,short,long,long
13,2023-10-11 21:15:00,158.2,long,short,long,long
14,2023-10-11 21:00:00,158.155,long,short,long,neutral
15,2023-10-11 20:45:00,158.052,long,short,long,short
16,2023-10-11 20:30:00,158.086,long,short,long,short
17,2023-10-11 20:15:00,158.17,long,short,long,neutral
18,2023-10-11 20:00:00,158.263,long,short,long,long
19,2023-10-11 19:45:00,158.208,long,short,long,long
20,2023-10-11 19:30:00,158.146,long,short,long,neutral
21,2023-10-11 19:15:00,158.081,long,short,long,short
22,2023-10-11 19:00:00,158.121,long,short,long,neutral
23,2023-10-11 18:45:00,158.136,long,short,long,neutral
24,2023-10-11 18:30:00,158.136,long,short,long,short
25,2023-10-11 18:15:00,158.28,long,short,long,short
26,2023-10-11 18:00:00,158.358,long,short,long,neutral
27,2023-10-11 17:45:00,158.445,long,short,long,long
28,2023-10-11 17:30:00,158.386,long,short,long,long
29,2023-10-11 17:15:00,158.336,long,short,long,neutral
30,2023-10-11 17:00:00,158.312,long,short,long,neutral
31,2023-10-11 16:45:00,158.334,long,short,long,long
32,2023-10-11 16:30:00,158.138,long,short,long,long
33,2023-10-11 16:15:00,158.13,long,short,long,neutral
34,2023-10-11 16:00:00,157.937,long,short,long,neutral
35,2023-10-11 15:45:00,158.026,long,short,long,long
36,2023-10-11 15:30:00,157.908,long,long,short,neutral
37,2023-10-11 15:15:00,157.861,long,long,short,neutral
38,2023-10-11 15:00:00,157.883,long,long,short,long
39,2023-10-11 14:45:00,157.827,long,long,short,long
40,2023-10-11 14:30:00,157.721,long,long,short,long
41,2023-10-11 14:15:00,157.694,long,long,short,long
