,Unnamed: 0,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,sob_delta_include-breaking,sob_delta
0,0,2023-10-27 12:06:00,OANDA:AUDJPY,95.325,95.328,95.314,95.314,51.0,Interval.in_3_minute,57413160.0,long,long
1,1,2023-10-27 12:03:00,OANDA:AUDJPY,95.299,95.326,95.295,95.325,238.0,Interval.in_3_minute,57412980.0,neutral,neutral
2,2,2023-10-27 12:00:00,OANDA:AUDJPY,95.306,95.324,95.29,95.299,274.0,Interval.in_3_minute,57412800.0,neutral,neutral
3,3,2023-10-27 11:57:00,OANDA:AUDJPY,95.31,95.323,95.296,95.306,224.0,Interval.in_3_minute,57412620.0,neutral,neutral
4,4,2023-10-27 11:54:00,OANDA:AUDJPY,95.32,95.324,95.306,95.31,220.0,Interval.in_3_minute,57412440.0,neutral,neutral
5,5,2023-10-27 11:51:00,OANDA:AUDJPY,95.308,95.328,95.3075,95.32,257.0,Interval.in_3_minute,57412260.0,short,short
6,6,2023-10-27 11:48:00,OANDA:AUDJPY,95.322,95.324,95.296,95.308,292.0,Interval.in_3_minute,57412080.0,neutral,neutral
7,7,2023-10-27 11:45:00,OANDA:AUDJPY,95.329,95.332,95.298,95.322,309.0,Interval.in_3_minute,57411900.0,long,neutral
8,8,2023-10-27 11:42:00,OANDA:AUDJPY,95.328,95.342,95.326,95.329,323.0,Interval.in_3_minute,57411720.0,neutral,neutral
9,9,2023-10-27 11:39:00,OANDA:AUDJPY,95.294,95.328,95.294,95.328,318.0,Interval.in_3_minute,57411540.0,short,short
10,10,2023-10-27 11:36:00,OANDA:AUDJPY,95.306,95.31,95.292,95.294,315.0,Interval.in_3_minute,57411360.0,neutral,neutral
11,11,2023-10-27 11:33:00,OANDA:AUDJPY,95.298,95.333,95.298,95.306,301.0,Interval.in_3_minute,57411180.0,neutral,neutral
12,12,2023-10-27 11:30:00,OANDA:AUDJPY,95.296,95.329,95.292,95.298,298.0,Interval.in_3_minute,57411000.0,neutral,neutral
13,13,2023-10-27 11:27:00,OANDA:AUDJPY,95.308,95.316,95.29,95.296,303.0,Interval.in_3_minute,57410820.0,neutral,neutral
14,14,2023-10-27 11:24:00,OANDA:AUDJPY,95.319,95.324,95.284,95.308,335.0,Interval.in_3_minute,57410640.0,long,long
15,15,2023-10-27 11:21:00,OANDA:AUDJPY,95.304,95.338,95.302,95.319,389.0,Interval.in_3_minute,57410460.0,neutral,neutral
16,16,2023-10-27 11:18:00,OANDA:AUDJPY,95.287,95.32,95.287,95.304,349.0,Interval.in_3_minute,57410280.0,neutral,neutral
17,17,2023-10-27 11:15:00,OANDA:AUDJPY,95.265,95.298,95.261,95.287,314.0,Interval.in_3_minute,57410100.0,neutral,neutral
18,18,2023-10-27 11:12:00,OANDA:AUDJPY,95.255,95.268,95.228,95.265,254.0,Interval.in_3_minute,57409920.0,short,short
19,19,2023-10-27 11:09:00,OANDA:AUDJPY,95.284,95.286,95.2455,95.255,242.0,Interval.in_3_minute,57409740.0,long,neutral
20,20,2023-10-27 11:06:00,OANDA:AUDJPY,95.266,95.2965,95.262,95.284,301.0,Interval.in_3_minute,57409560.0,neutral,neutral
21,21,2023-10-27 11:03:00,OANDA:AUDJPY,95.264,95.292,95.259,95.266,308.0,Interval.in_3_minute,57409380.0,neutral,neutral
22,22,2023-10-27 11:00:00,OANDA:AUDJPY,95.242,95.266,95.233,95.264,309.0,Interval.in_3_minute,57409200.0,neutral,neutral
23,23,2023-10-27 10:57:00,OANDA:AUDJPY,95.246,95.256,95.236,95.242,253.0,Interval.in_3_minute,57409020.0,neutral,neutral
24,24,2023-10-27 10:54:00,OANDA:AUDJPY,95.236,95.247,95.226,95.246,170.0,Interval.in_3_minute,57408840.0,neutral,neutral
25,25,2023-10-27 10:51:00,OANDA:AUDJPY,95.239,95.25,95.226,95.236,165.0,Interval.in_3_minute,57408660.0,neutral,neutral
26,26,2023-10-27 10:48:00,OANDA:AUDJPY,95.179,95.239,95.178,95.239,296.0,Interval.in_3_minute,57408480.0,neutral,neutral
27,27,2023-10-27 10:45:00,OANDA:AUDJPY,95.21,95.21,95.177,95.179,254.0,Interval.in_3_minute,57408300.0,neutral,neutral
28,28,2023-10-27 10:42:00,OANDA:AUDJPY,95.187,95.214,95.158,95.21,203.0,Interval.in_3_minute,57408120.0,short,short
29,29,2023-10-27 10:39:00,OANDA:AUDJPY,95.137,95.187,95.134,95.187,276.0,Interval.in_3_minute,57407940.0,neutral,neutral
30,30,2023-10-27 10:36:00,OANDA:AUDJPY,95.12,95.1385,95.113,95.137,233.0,Interval.in_3_minute,57407760.0,neutral,neutral
31,31,2023-10-27 10:33:00,OANDA:AUDJPY,95.133,95.137,95.108,95.12,285.0,Interval.in_3_minute,57407580.0,neutral,neutral
32,32,2023-10-27 10:30:00,OANDA:AUDJPY,95.154,95.156,95.126,95.133,328.0,Interval.in_3_minute,57407400.0,neutral,neutral
33,33,2023-10-27 10:27:00,OANDA:AUDJPY,95.141,95.1605,95.1295,95.154,332.0,Interval.in_3_minute,57407220.0,neutral,neutral
34,34,2023-10-27 10:24:00,OANDA:AUDJPY,95.145,95.1645,95.134,95.141,395.0,Interval.in_3_minute,57407040.0,long,long
35,35,2023-10-27 10:21:00,OANDA:AUDJPY,95.129,95.162,95.126,95.145,377.0,Interval.in_3_minute,57406860.0,neutral,neutral
36,36,2023-10-27 10:18:00,OANDA:AUDJPY,95.139,95.142,95.113,95.129,357.0,Interval.in_3_minute,57406680.0,neutral,neutral
37,37,2023-10-27 10:15:00,OANDA:AUDJPY,95.128,95.1505,95.112,95.139,384.0,Interval.in_3_minute,57406500.0,neutral,neutral
38,38,2023-10-27 10:12:00,OANDA:AUDJPY,95.126,95.144,95.12,95.128,348.0,Interval.in_3_minute,57406320.0,neutral,neutral
39,39,2023-10-27 10:09:00,OANDA:AUDJPY,95.15,95.159,95.1255,95.126,312.0,Interval.in_3_minute,57406140.0,short,short
40,40,2023-10-27 10:06:00,OANDA:AUDJPY,95.098,95.157,95.092,95.15,309.0,Interval.in_3_minute,57405960.0,short,neutral
41,41,2023-10-27 10:03:00,OANDA:AUDJPY,95.15,95.152,95.094,95.098,460.0,Interval.in_3_minute,57405780.0,neutral,neutral
42,42,2023-10-27 10:00:00,OANDA:AUDJPY,95.156,95.157,95.1215,95.15,452.0,Interval.in_3_minute,57405600.0,neutral,neutral
43,43,2023-10-27 09:57:00,OANDA:AUDJPY,95.193,95.194,95.156,95.156,370.0,Interval.in_3_minute,57405420.0,neutral,neutral
44,44,2023-10-27 09:54:00,OANDA:AUDJPY,95.22,95.226,95.193,95.193,233.0,Interval.in_3_minute,57405240.0,neutral,neutral
45,45,2023-10-27 09:51:00,OANDA:AUDJPY,95.218,95.248,95.212,95.22,312.0,Interval.in_3_minute,57405060.0,short,neutral
46,46,2023-10-27 09:48:00,OANDA:AUDJPY,95.232,95.2325,95.189,95.218,386.0,Interval.in_3_minute,57404880.0,neutral,neutral
47,47,2023-10-27 09:45:00,OANDA:AUDJPY,95.239,95.242,95.204,95.232,290.0,Interval.in_3_minute,57404700.0,neutral,neutral
48,48,2023-10-27 09:42:00,OANDA:AUDJPY,95.259,95.2805,95.237,95.239,265.0,Interval.in_3_minute,57404520.0,neutral,neutral
49,49,2023-10-27 09:39:00,OANDA:AUDJPY,95.262,95.264,95.222,95.259,210.0,Interval.in_3_minute,57404340.0,neutral,neutral
50,50,2023-10-27 09:36:00,OANDA:AUDJPY,95.264,95.293,95.252,95.262,164.0,Interval.in_3_minute,57404160.0,neutral,neutral
51,51,2023-10-27 09:33:00,OANDA:AUDJPY,95.26,95.271,95.2515,95.264,226.0,Interval.in_3_minute,57403980.0,neutral,neutral
52,52,2023-10-27 09:30:00,OANDA:AUDJPY,95.274,95.279,95.2535,95.26,211.0,Interval.in_3_minute,57403800.0,neutral,neutral
53,53,2023-10-27 09:27:00,OANDA:AUDJPY,95.256,95.278,95.246,95.274,238.0,Interval.in_3_minute,57403620.0,neutral,neutral
54,54,2023-10-27 09:24:00,OANDA:AUDJPY,95.271,95.283,95.255,95.256,239.0,Interval.in_3_minute,57403440.0,neutral,neutral
55,55,2023-10-27 09:21:00,OANDA:AUDJPY,95.254,95.278,95.25,95.271,275.0,Interval.in_3_minute,57403260.0,neutral,neutral
56,56,2023-10-27 09:18:00,OANDA:AUDJPY,95.258,95.29,95.244,95.254,248.0,Interval.in_3_minute,57403080.0,short,neutral
57,57,2023-10-27 09:15:00,OANDA:AUDJPY,95.268,95.272,95.25,95.258,270.0,Interval.in_3_minute,57402900.0,neutral,neutral
58,58,2023-10-27 09:12:00,OANDA:AUDJPY,95.274,95.286,95.259,95.268,309.0,Interval.in_3_minute,57402720.0,short,short
59,59,2023-10-27 09:09:00,OANDA:AUDJPY,95.301,95.316,95.273,95.274,230.0,Interval.in_3_minute,57402540.0,long,neutral
60,60,2023-10-27 09:06:00,OANDA:AUDJPY,95.278,95.324,95.277,95.301,222.0,Interval.in_3_minute,57402360.0,neutral,neutral
61,61,2023-10-27 09:03:00,OANDA:AUDJPY,95.274,95.286,95.246,95.278,262.0,Interval.in_3_minute,57402180.0,long,long
62,62,2023-10-27 09:00:00,OANDA:AUDJPY,95.236,95.276,95.234,95.274,346.0,Interval.in_3_minute,57402000.0,neutral,neutral
63,63,2023-10-27 08:57:00,OANDA:AUDJPY,95.242,95.252,95.2235,95.236,188.0,Interval.in_3_minute,57401820.0,long,long
64,64,2023-10-27 08:54:00,OANDA:AUDJPY,95.246,95.2545,95.239,95.242,182.0,Interval.in_3_minute,57401640.0,neutral,neutral
65,65,2023-10-27 08:51:00,OANDA:AUDJPY,95.212,95.246,95.2055,95.246,164.0,Interval.in_3_minute,57401460.0,neutral,neutral
66,66,2023-10-27 08:48:00,OANDA:AUDJPY,95.198,95.221,95.196,95.212,131.0,Interval.in_3_minute,57401280.0,neutral,neutral
67,67,2023-10-27 08:45:00,OANDA:AUDJPY,95.218,95.2225,95.1915,95.198,152.0,Interval.in_3_minute,57401100.0,neutral,neutral
68,68,2023-10-27 08:42:00,OANDA:AUDJPY,95.196,95.22,95.194,95.218,166.0,Interval.in_3_minute,57400920.0,neutral,neutral
69,69,2023-10-27 08:39:00,OANDA:AUDJPY,95.214,95.219,95.19,95.196,167.0,Interval.in_3_minute,57400740.0,short,short
70,70,2023-10-27 08:36:00,OANDA:AUDJPY,95.205,95.218,95.196,95.214,149.0,Interval.in_3_minute,57400560.0,neutral,neutral
71,71,2023-10-27 08:33:00,OANDA:AUDJPY,95.242,95.2465,95.204,95.205,139.0,Interval.in_3_minute,57400380.0,neutral,neutral
72,72,2023-10-27 08:30:00,OANDA:AUDJPY,95.258,95.284,95.2415,95.242,183.0,Interval.in_3_minute,57400200.0,neutral,neutral
73,73,2023-10-27 08:27:00,OANDA:AUDJPY,95.254,95.2605,95.24,95.258,154.0,Interval.in_3_minute,57400020.0,neutral,neutral
74,74,2023-10-27 08:24:00,OANDA:AUDJPY,95.24,95.256,95.232,95.254,140.0,Interval.in_3_minute,57399840.0,short,short
75,75,2023-10-27 08:21:00,OANDA:AUDJPY,95.262,95.262,95.238,95.24,123.0,Interval.in_3_minute,57399660.0,neutral,neutral
76,76,2023-10-27 08:18:00,OANDA:AUDJPY,95.26,95.275,95.2515,95.262,126.0,Interval.in_3_minute,57399480.0,neutral,neutral
77,77,2023-10-27 08:15:00,OANDA:AUDJPY,95.256,95.2685,95.244,95.26,168.0,Interval.in_3_minute,57399300.0,short,neutral
78,78,2023-10-27 08:12:00,OANDA:AUDJPY,95.253,95.2605,95.238,95.256,113.0,Interval.in_3_minute,57399120.0,neutral,neutral
79,79,2023-10-27 08:09:00,OANDA:AUDJPY,95.234,95.261,95.232,95.253,217.0,Interval.in_3_minute,57398940.0,neutral,neutral
80,80,2023-10-27 08:06:00,OANDA:AUDJPY,95.266,95.268,95.23,95.234,181.0,Interval.in_3_minute,57398760.0,long,long
