,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,volume2,volume3,volume4
0,2023-10-27 12:07:00,OANDA:AUDJPY,95.318,95.318,95.314,95.314,0.0,Interval.in_1_minute,57413220.0,short,neutral,neutral
1,2023-10-27 12:06:00,OANDA:AUDJPY,95.325,95.328,95.314,95.318,51.0,Interval.in_1_minute,57413160.0,neutral,neutral,neutral
2,2023-10-27 12:05:00,OANDA:AUDJPY,95.311,95.326,95.311,95.325,72.0,Interval.in_1_minute,57413100.0,long,neutral,neutral
3,2023-10-27 12:04:00,OANDA:AUDJPY,95.298,95.3165,95.296,95.311,82.0,Interval.in_1_minute,57413040.0,neutral,neutral,neutral
4,2023-10-27 12:03:00,OANDA:AUDJPY,95.299,95.304,95.295,95.298,84.0,Interval.in_1_minute,57412980.0,neutral,neutral,neutral
5,2023-10-27 12:02:00,OANDA:AUDJPY,95.296,95.301,95.29,95.299,55.0,Interval.in_1_minute,57412920.0,neutral,neutral,neutral
6,2023-10-27 12:01:00,OANDA:AUDJPY,95.319,95.32,95.296,95.296,81.0,Interval.in_1_minute,57412860.0,neutral,neutral,neutral
7,2023-10-27 12:00:00,OANDA:AUDJPY,95.306,95.324,95.304,95.319,138.0,Interval.in_1_minute,57412800.0,neutral,neutral,neutral
8,2023-10-27 11:59:00,OANDA:AUDJPY,95.312,95.323,95.306,95.306,58.0,Interval.in_1_minute,57412740.0,neutral,neutral,neutral
9,2023-10-27 11:58:00,OANDA:AUDJPY,95.303,95.313,95.296,95.312,97.0,Interval.in_1_minute,57412680.0,neutral,neutral,neutral
10,2023-10-27 11:57:00,OANDA:AUDJPY,95.31,95.3105,95.2995,95.303,69.0,Interval.in_1_minute,57412620.0,neutral,neutral,neutral
11,2023-10-27 11:56:00,OANDA:AUDJPY,95.309,95.316,95.306,95.31,66.0,Interval.in_1_minute,57412560.0,neutral,neutral,neutral
12,2023-10-27 11:55:00,OANDA:AUDJPY,95.318,95.318,95.307,95.309,64.0,Interval.in_1_minute,57412500.0,short,neutral,neutral
13,2023-10-27 11:54:00,OANDA:AUDJPY,95.32,95.324,95.314,95.318,90.0,Interval.in_1_minute,57412440.0,neutral,neutral,neutral
14,2023-10-27 11:53:00,OANDA:AUDJPY,95.32,95.3205,95.3115,95.32,78.0,Interval.in_1_minute,57412380.0,long,long,long
15,2023-10-27 11:52:00,OANDA:AUDJPY,95.313,95.328,95.313,95.32,95.0,Interval.in_1_minute,57412320.0,long,long,neutral
16,2023-10-27 11:51:00,OANDA:AUDJPY,95.308,95.321,95.3075,95.313,84.0,Interval.in_1_minute,57412260.0,long,neutral,neutral
17,2023-10-27 11:50:00,OANDA:AUDJPY,95.3,95.309,95.296,95.308,92.0,Interval.in_1_minute,57412200.0,neutral,neutral,neutral
18,2023-10-27 11:49:00,OANDA:AUDJPY,95.31,95.316,95.3,95.3,99.0,Interval.in_1_minute,57412140.0,short,neutral,neutral
19,2023-10-27 11:48:00,OANDA:AUDJPY,95.322,95.324,95.308,95.31,101.0,Interval.in_1_minute,57412080.0,neutral,neutral,neutral
20,2023-10-27 11:47:00,OANDA:AUDJPY,95.301,95.3225,95.298,95.322,121.0,Interval.in_1_minute,57412020.0,neutral,neutral,neutral
21,2023-10-27 11:46:00,OANDA:AUDJPY,95.328,95.331,95.301,95.301,118.0,Interval.in_1_minute,57411960.0,short,short,neutral
22,2023-10-27 11:45:00,OANDA:AUDJPY,95.329,95.332,95.325,95.328,70.0,Interval.in_1_minute,57411900.0,short,neutral,neutral
23,2023-10-27 11:44:00,OANDA:AUDJPY,95.331,95.335,95.328,95.329,85.0,Interval.in_1_minute,57411840.0,neutral,neutral,neutral
24,2023-10-27 11:43:00,OANDA:AUDJPY,95.327,95.339,95.326,95.331,97.0,Interval.in_1_minute,57411780.0,neutral,neutral,neutral
25,2023-10-27 11:42:00,OANDA:AUDJPY,95.328,95.342,95.3255,95.327,141.0,Interval.in_1_minute,57411720.0,neutral,neutral,neutral
26,2023-10-27 11:41:00,OANDA:AUDJPY,95.316,95.328,95.315,95.328,88.0,Interval.in_1_minute,57411660.0,neutral,neutral,neutral
27,2023-10-27 11:40:00,OANDA:AUDJPY,95.318,95.322,95.306,95.316,116.0,Interval.in_1_minute,57411600.0,neutral,neutral,neutral
28,2023-10-27 11:39:00,OANDA:AUDJPY,95.294,95.318,95.294,95.318,114.0,Interval.in_1_minute,57411540.0,neutral,neutral,neutral
29,2023-10-27 11:38:00,OANDA:AUDJPY,95.299,95.306,95.2935,95.294,67.0,Interval.in_1_minute,57411480.0,short,neutral,neutral
30,2023-10-27 11:37:00,OANDA:AUDJPY,95.308,95.308,95.294,95.299,114.0,Interval.in_1_minute,57411420.0,neutral,neutral,neutral
