,datetime,close_price,SuperOrderBlock,SOB_No_Delta,ScalpPro,UMA,Volume,interval,symbol,ScalpPro8108,Volume2,UMA20,NW
0,2023-10-12 00:30:00,95.64,neutral,neutral,short,long,neutral,Interval.in_30_minute,AUDJPY,long,neutral,long,long
1,2023-10-11 23:30:00,95.676,neutral,neutral,short,long,neutral,Interval.in_30_minute,AUDJPY,long,neutral,long,long
2,2023-10-11 23:00:00,95.696,long,long,short,long,neutral,Interval.in_30_minute,AUDJPY,long,long,long,long
3,2023-10-11 22:30:00,95.647,neutral,neutral,short,long,neutral,Interval.in_30_minute,AUDJPY,long,neutral,long,long
4,2023-10-11 22:00:00,95.614,neutral,neutral,short,long,neutral,Interval.in_30_minute,AUDJPY,long,neutral,long,long
5,2023-10-11 21:30:00,95.615,neutral,neutral,short,long,neutral,Interval.in_30_minute,AUDJPY,long,long,long,long
6,2023-10-11 21:00:00,95.554,short,short,short,short,neutral,Interval.in_30_minute,AUDJPY,long,neutral,long,long
7,2023-10-11 20:30:00,95.439,neutral,neutral,short,short,neutral,Interval.in_30_minute,AUDJPY,long,short,short,long
8,2023-10-11 20:00:00,95.498,long,long,short,short,neutral,Interval.in_30_minute,AUDJPY,long,neutral,short,long
9,2023-10-11 19:30:00,95.509,short,short,short,short,neutral,Interval.in_30_minute,AUDJPY,long,neutral,short,long
10,2023-10-11 19:00:00,95.422,neutral,neutral,short,short,short,Interval.in_30_minute,AUDJPY,long,short,short,long
11,2023-10-11 18:30:00,95.459,neutral,neutral,short,short,short,Interval.in_30_minute,AUDJPY,long,short,short,long
12,2023-10-11 18:00:00,95.564,long,long,short,long,short,Interval.in_30_minute,AUDJPY,long,short,long,long
13,2023-10-11 17:30:00,95.678,neutral,neutral,short,long,neutral,Interval.in_30_minute,AUDJPY,long,short,long,long
14,2023-10-11 17:00:00,95.699,neutral,neutral,short,long,neutral,Interval.in_30_minute,AUDJPY,long,neutral,long,long
15,2023-10-11 16:30:00,95.712,neutral,neutral,short,long,long,Interval.in_30_minute,AUDJPY,long,long,long,short
16,2023-10-11 16:00:00,95.638,neutral,neutral,short,long,long,Interval.in_30_minute,AUDJPY,long,long,long,long
17,2023-10-11 15:30:00,95.61,neutral,neutral,short,long,long,Interval.in_30_minute,AUDJPY,long,long,long,long
18,2023-10-11 15:00:00,95.528,short,short,short,long,neutral,Interval.in_30_minute,AUDJPY,long,long,short,long
19,2023-10-11 14:30:00,95.457,neutral,neutral,short,short,neutral,Interval.in_30_minute,AUDJPY,long,neutral,short,long
