,datetime,close_price,SuperOrderBlock,SOB_No_Delta,ScalpPro,NW,UMA,Volume,interval,symbol
0,2023-10-16 17:45:00,1.05496,neutral,neutral,short,short,long,neutral,Interval.in_15_minute,EURUSD
1,2023-10-16 17:15:00,1.05394,neutral,short,short,long,short,neutral,Interval.in_15_minute,EURUSD
2,2023-10-16 17:00:00,1.05306,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
3,2023-10-16 16:45:00,1.053,neutral,neutral,short,long,short,short,Interval.in_15_minute,EURUSD
4,2023-10-16 16:30:00,1.05336,neutral,neutral,short,long,long,short,Interval.in_15_minute,EURUSD
5,2023-10-16 16:15:00,1.05381,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
6,2023-10-16 16:00:00,1.05399,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
7,2023-10-16 15:45:00,1.05418,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
8,2023-10-16 15:30:00,1.05352,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
9,2023-10-16 15:15:00,1.05324,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
10,2023-10-16 15:00:00,1.05332,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
11,2023-10-16 14:45:00,1.05367,neutral,neutral,short,long,long,long,Interval.in_15_minute,EURUSD
12,2023-10-16 14:30:00,1.05366,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
13,2023-10-16 14:15:00,1.05306,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
14,2023-10-16 14:00:00,1.05284,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
15,2023-10-16 13:45:00,1.05324,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
16,2023-10-16 13:30:00,1.05341,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
17,2023-10-16 13:15:00,1.05312,neutral,short,short,long,short,neutral,Interval.in_15_minute,EURUSD
18,2023-10-16 13:00:00,1.05292,neutral,neutral,short,long,short,short,Interval.in_15_minute,EURUSD
19,2023-10-16 12:45:00,1.0532,neutral,neutral,short,long,short,short,Interval.in_15_minute,EURUSD
20,2023-10-16 12:30:00,1.05378,long,long,short,long,long,short,Interval.in_15_minute,EURUSD
21,2023-10-16 12:15:00,1.05382,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
22,2023-10-16 12:00:00,1.05394,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
23,2023-10-16 11:45:00,1.05409,neutral,neutral,short,long,long,long,Interval.in_15_minute,EURUSD
24,2023-10-16 11:30:00,1.05366,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
25,2023-10-16 11:15:00,1.05352,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
26,2023-10-16 11:00:00,1.05269,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
27,2023-10-16 10:45:00,1.05343,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
28,2023-10-16 10:30:00,1.05296,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
29,2023-10-16 10:15:00,1.0526,neutral,short,short,long,short,neutral,Interval.in_15_minute,EURUSD
30,2023-10-16 10:00:00,1.05311,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
31,2023-10-16 09:45:00,1.05349,long,long,short,long,long,neutral,Interval.in_15_minute,EURUSD
32,2023-10-16 09:30:00,1.05346,neutral,short,short,long,long,neutral,Interval.in_15_minute,EURUSD
33,2023-10-16 09:15:00,1.05278,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
34,2023-10-16 09:00:00,1.05328,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
35,2023-10-16 08:45:00,1.05296,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
36,2023-10-16 08:30:00,1.05258,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
37,2023-10-16 08:15:00,1.0527,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
38,2023-10-16 08:00:00,1.05271,long,long,short,long,long,neutral,Interval.in_15_minute,EURUSD
39,2023-10-16 07:45:00,1.0526,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
40,2023-10-16 07:30:00,1.0525,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
41,2023-10-16 07:15:00,1.05255,neutral,neutral,short,long,long,long,Interval.in_15_minute,EURUSD
42,2023-10-16 07:00:00,1.05252,neutral,neutral,short,long,long,long,Interval.in_15_minute,EURUSD
43,2023-10-16 06:45:00,1.05235,neutral,neutral,short,long,short,long,Interval.in_15_minute,EURUSD
44,2023-10-16 06:30:00,1.05227,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
45,2023-10-16 06:15:00,1.05214,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
46,2023-10-16 06:00:00,1.05213,neutral,neutral,short,long,short,short,Interval.in_15_minute,EURUSD
47,2023-10-16 05:45:00,1.05217,neutral,neutral,short,long,short,short,Interval.in_15_minute,EURUSD
48,2023-10-16 05:30:00,1.05233,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
49,2023-10-16 05:15:00,1.05238,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
50,2023-10-16 05:00:00,1.05248,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
51,2023-10-16 04:45:00,1.0522,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
52,2023-10-16 04:30:00,1.05236,long,long,short,long,long,neutral,Interval.in_15_minute,EURUSD
53,2023-10-16 04:15:00,1.05248,neutral,neutral,short,long,long,neutral,Interval.in_15_minute,EURUSD
54,2023-10-16 04:00:00,1.05237,neutral,short,short,long,short,neutral,Interval.in_15_minute,EURUSD
55,2023-10-16 03:45:00,1.05176,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
56,2023-10-16 03:30:00,1.05194,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
57,2023-10-16 03:15:00,1.05189,neutral,neutral,short,long,short,neutral,Interval.in_15_minute,EURUSD
58,2023-10-16 03:00:00,1.0521,long,long,short,long,long,neutral,Interval.in_15_minute,EURUSD
59,2023-10-16 02:45:00,1.0522,neutral,neutral,short,long,short,long,Interval.in_15_minute,EURUSD
