,datetime,close_price,SuperOrderBlock,SOB_No_Delta,ScalpPro,UMA,Volume,interval,symbol,ScalpPro8108,Volume2,UMA20,NW
0,2023-10-11 22:00:00,0.641355,neutral,short,short,short,neutral,Interval.in_2_hour,AUDUSD,long,long,short,long
1,2023-10-11 18:00:00,0.64035,neutral,neutral,short,short,neutral,Interval.in_2_hour,AUDUSD,long,short,short,long
2,2023-10-11 16:00:00,0.64156,neutral,neutral,short,short,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,long
3,2023-10-11 14:00:00,0.64221,long,long,short,short,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,long
4,2023-10-11 12:00:00,0.64175,neutral,neutral,short,short,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,long
5,2023-10-11 10:00:00,0.64227,neutral,short,short,short,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,long
6,2023-10-11 08:00:00,0.64188,neutral,long,short,short,short,Interval.in_2_hour,AUDUSD,long,short,long,long
7,2023-10-11 06:00:00,0.64201,neutral,neutral,short,short,neutral,Interval.in_2_hour,AUDUSD,long,short,long,long
8,2023-10-11 04:00:00,0.64261,long,long,short,long,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,long
9,2023-10-11 02:00:00,0.64386,neutral,neutral,short,long,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,long
10,2023-10-11 00:00:00,0.64306,long,long,short,long,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,long
11,2023-10-10 22:00:00,0.643175,neutral,neutral,short,long,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,short
12,2023-10-10 20:00:00,0.64236,neutral,neutral,short,long,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,short
13,2023-10-10 18:00:00,0.64274,neutral,neutral,short,long,neutral,Interval.in_2_hour,AUDUSD,long,long,long,short
14,2023-10-10 16:00:00,0.64126,neutral,neutral,short,short,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,short
15,2023-10-10 14:00:00,0.63998,neutral,neutral,short,short,neutral,Interval.in_2_hour,AUDUSD,long,short,long,short
16,2023-10-10 12:00:00,0.64052,long,long,short,short,neutral,Interval.in_2_hour,AUDUSD,long,neutral,long,short
