,datetime,close_price,SuperOrderBlock,SOB_No_Delta,ScalpPro,NW,UMA,Volume,interval,symbol
0,2023-10-16 16:00:00,1.4382,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
1,2023-10-16 12:00:00,1.43647,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
2,2023-10-16 10:00:00,1.43835,neutral,neutral,short,long,long,long,Interval.in_2_hour,EURCAD
3,2023-10-16 08:00:00,1.43729,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
4,2023-10-16 06:00:00,1.43602,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
5,2023-10-16 04:00:00,1.43554,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
6,2023-10-16 02:00:00,1.43582,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
7,2023-10-16 00:00:00,1.43581,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
8,2023-10-13 22:00:00,1.43514,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
9,2023-10-13 20:00:00,1.4357,short,short,short,long,short,neutral,Interval.in_2_hour,EURCAD
10,2023-10-13 18:00:00,1.43493,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
11,2023-10-13 16:00:00,1.43468,long,long,short,long,short,neutral,Interval.in_2_hour,EURCAD
12,2023-10-13 14:00:00,1.43956,neutral,short,short,long,short,neutral,Interval.in_2_hour,EURCAD
13,2023-10-13 12:00:00,1.43918,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
14,2023-10-13 10:00:00,1.4426,neutral,short,short,long,long,neutral,Interval.in_2_hour,EURCAD
15,2023-10-13 08:00:00,1.44174,long,long,short,long,long,neutral,Interval.in_2_hour,EURCAD
16,2023-10-13 06:00:00,1.44394,neutral,neutral,short,long,long,long,Interval.in_2_hour,EURCAD
17,2023-10-13 04:00:00,1.44286,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
18,2023-10-13 02:00:00,1.4419,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
19,2023-10-13 00:00:00,1.4413,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
20,2023-10-12 22:00:00,1.44146,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
21,2023-10-12 20:00:00,1.44128,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
22,2023-10-12 18:00:00,1.44181,neutral,short,short,long,short,neutral,Interval.in_2_hour,EURCAD
23,2023-10-12 16:00:00,1.44142,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
24,2023-10-12 14:00:00,1.43916,neutral,neutral,short,long,short,neutral,Interval.in_2_hour,EURCAD
25,2023-10-12 12:00:00,1.44386,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
26,2023-10-12 10:00:00,1.44435,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
27,2023-10-12 08:00:00,1.44424,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
28,2023-10-12 06:00:00,1.44432,neutral,neutral,short,long,long,long,Interval.in_2_hour,EURCAD
29,2023-10-12 04:00:00,1.44432,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
30,2023-10-12 02:00:00,1.44332,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
31,2023-10-12 00:00:00,1.44316,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
32,2023-10-11 22:00:00,1.4434,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
33,2023-10-11 20:00:00,1.44281,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
34,2023-10-11 18:00:00,1.44326,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
35,2023-10-11 16:00:00,1.44376,neutral,short,short,long,long,neutral,Interval.in_2_hour,EURCAD
36,2023-10-11 14:00:00,1.4423,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
37,2023-10-11 12:00:00,1.44186,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
38,2023-10-11 10:00:00,1.44222,neutral,long,short,long,long,neutral,Interval.in_2_hour,EURCAD
39,2023-10-11 08:00:00,1.44204,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
40,2023-10-11 06:00:00,1.44102,neutral,neutral,short,long,long,neutral,Interval.in_2_hour,EURCAD
41,2023-10-11 04:00:00,1.44137,neutral,neutral,short,long,short,long,Interval.in_2_hour,EURCAD
42,2023-10-11 02:00:00,1.44102,neutral,neutral,short,long,long,long,Interval.in_2_hour,EURCAD
