,Unnamed: 0,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,sob_delta_include-breaking,sob_delta
30,30,2023-10-27 10:36:00,OANDA:EURUSD,1.05548,1.05578,1.0554,1.05573,142.0,Interval.in_3_minute,57407760.0,neutral,neutral
31,31,2023-10-27 10:33:00,OANDA:EURUSD,1.05578,1.05582,1.05542,1.05548,202.0,Interval.in_3_minute,57407580.0,neutral,neutral
32,32,2023-10-27 10:30:00,OANDA:EURUSD,1.05617,1.05617,1.05573,1.05578,176.0,Interval.in_3_minute,57407400.0,neutral,neutral
33,33,2023-10-27 10:27:00,OANDA:EURUSD,1.05613,1.05626,1.05604,1.05617,161.0,Interval.in_3_minute,57407220.0,neutral,neutral
34,34,2023-10-27 10:24:00,OANDA:EURUSD,1.0561,1.05632,1.0561,1.05613,163.0,Interval.in_3_minute,57407040.0,neutral,neutral
35,35,2023-10-27 10:21:00,OANDA:EURUSD,1.05596,1.05619,1.055895,1.0561,197.0,Interval.in_3_minute,57406860.0,neutral,neutral
36,36,2023-10-27 10:18:00,OANDA:EURUSD,1.05584,1.055965,1.0557,1.05596,174.0,Interval.in_3_minute,57406680.0,neutral,neutral
37,37,2023-10-27 10:15:00,OANDA:EURUSD,1.0557,1.05587,1.05557,1.05584,152.0,Interval.in_3_minute,57406500.0,neutral,neutral
38,38,2023-10-27 10:12:00,OANDA:EURUSD,1.0558,1.055865,1.05563,1.0557,107.0,Interval.in_3_minute,57406320.0,neutral,neutral
39,39,2023-10-27 10:09:00,OANDA:EURUSD,1.05588,1.056,1.05577,1.0558,156.0,Interval.in_3_minute,57406140.0,neutral,neutral
40,40,2023-10-27 10:06:00,OANDA:EURUSD,1.05586,1.05598,1.05579,1.05588,190.0,Interval.in_3_minute,57405960.0,neutral,neutral
41,41,2023-10-27 10:03:00,OANDA:EURUSD,1.05553,1.05586,1.05553,1.05586,287.0,Interval.in_3_minute,57405780.0,short,short
42,42,2023-10-27 10:00:00,OANDA:EURUSD,1.05562,1.055625,1.055215,1.05553,321.0,Interval.in_3_minute,57405600.0,neutral,neutral
43,43,2023-10-27 09:57:00,OANDA:EURUSD,1.05594,1.056065,1.05554,1.05562,259.0,Interval.in_3_minute,57405420.0,neutral,neutral
44,44,2023-10-27 09:54:00,OANDA:EURUSD,1.05564,1.05594,1.055635,1.05594,198.0,Interval.in_3_minute,57405240.0,neutral,neutral
45,45,2023-10-27 09:51:00,OANDA:EURUSD,1.05569,1.05576,1.05559,1.05564,122.0,Interval.in_3_minute,57405060.0,neutral,neutral
46,46,2023-10-27 09:48:00,OANDA:EURUSD,1.05573,1.05574,1.0556,1.05569,191.0,Interval.in_3_minute,57404880.0,neutral,neutral
47,47,2023-10-27 09:45:00,OANDA:EURUSD,1.05574,1.055805,1.05553,1.05573,188.0,Interval.in_3_minute,57404700.0,short,short
48,48,2023-10-27 09:42:00,OANDA:EURUSD,1.05596,1.05605,1.05572,1.05574,155.0,Interval.in_3_minute,57404520.0,short,short
49,49,2023-10-27 09:39:00,OANDA:EURUSD,1.05589,1.05597,1.05577,1.05596,123.0,Interval.in_3_minute,57404340.0,neutral,neutral
50,50,2023-10-27 09:36:00,OANDA:EURUSD,1.05594,1.05599,1.05586,1.05589,95.0,Interval.in_3_minute,57404160.0,neutral,neutral
51,51,2023-10-27 09:33:00,OANDA:EURUSD,1.0558,1.05599,1.05574,1.05594,194.0,Interval.in_3_minute,57403980.0,neutral,neutral
52,52,2023-10-27 09:30:00,OANDA:EURUSD,1.0557,1.05584,1.055695,1.0558,194.0,Interval.in_3_minute,57403800.0,neutral,neutral
53,53,2023-10-27 09:27:00,OANDA:EURUSD,1.05552,1.055765,1.05547,1.0557,219.0,Interval.in_3_minute,57403620.0,neutral,neutral
54,54,2023-10-27 09:24:00,OANDA:EURUSD,1.05573,1.05582,1.05552,1.05552,234.0,Interval.in_3_minute,57403440.0,short,short
55,55,2023-10-27 09:21:00,OANDA:EURUSD,1.05573,1.05577,1.055475,1.05573,174.0,Interval.in_3_minute,57403260.0,neutral,neutral
56,56,2023-10-27 09:18:00,OANDA:EURUSD,1.05588,1.05602,1.05572,1.05573,163.0,Interval.in_3_minute,57403080.0,neutral,neutral
57,57,2023-10-27 09:15:00,OANDA:EURUSD,1.05591,1.05604,1.05584,1.05588,191.0,Interval.in_3_minute,57402900.0,neutral,neutral
58,58,2023-10-27 09:12:00,OANDA:EURUSD,1.05634,1.05634,1.05591,1.05591,245.0,Interval.in_3_minute,57402720.0,neutral,neutral
59,59,2023-10-27 09:09:00,OANDA:EURUSD,1.05638,1.056505,1.05633,1.05634,173.0,Interval.in_3_minute,57402540.0,neutral,neutral
60,60,2023-10-27 09:06:00,OANDA:EURUSD,1.05648,1.05658,1.05638,1.05638,217.0,Interval.in_3_minute,57402360.0,neutral,neutral
61,61,2023-10-27 09:03:00,OANDA:EURUSD,1.0567,1.0567,1.05638,1.05648,205.0,Interval.in_3_minute,57402180.0,long,long
62,62,2023-10-27 09:00:00,OANDA:EURUSD,1.05694,1.05699,1.05669,1.0567,167.0,Interval.in_3_minute,57402000.0,neutral,neutral
63,63,2023-10-27 08:57:00,OANDA:EURUSD,1.05674,1.056945,1.0567,1.05694,89.0,Interval.in_3_minute,57401820.0,neutral,neutral
64,64,2023-10-27 08:54:00,OANDA:EURUSD,1.05692,1.05699,1.05674,1.05674,58.0,Interval.in_3_minute,57401640.0,neutral,neutral
65,65,2023-10-27 08:51:00,OANDA:EURUSD,1.05692,1.056925,1.05678,1.05692,105.0,Interval.in_3_minute,57401460.0,long,long
66,66,2023-10-27 08:48:00,OANDA:EURUSD,1.05685,1.05695,1.05682,1.05692,77.0,Interval.in_3_minute,57401280.0,neutral,neutral
67,67,2023-10-27 08:45:00,OANDA:EURUSD,1.05665,1.05686,1.05665,1.05685,59.0,Interval.in_3_minute,57401100.0,neutral,neutral
68,68,2023-10-27 08:42:00,OANDA:EURUSD,1.05658,1.056685,1.05658,1.05665,73.0,Interval.in_3_minute,57400920.0,neutral,neutral
69,69,2023-10-27 08:39:00,OANDA:EURUSD,1.0568,1.05682,1.05658,1.05658,70.0,Interval.in_3_minute,57400740.0,neutral,neutral
70,70,2023-10-27 08:36:00,OANDA:EURUSD,1.0567,1.05682,1.05668,1.0568,58.0,Interval.in_3_minute,57400560.0,neutral,neutral
71,71,2023-10-27 08:33:00,OANDA:EURUSD,1.05666,1.056705,1.05658,1.0567,96.0,Interval.in_3_minute,57400380.0,neutral,neutral
72,72,2023-10-27 08:30:00,OANDA:EURUSD,1.05668,1.05701,1.05666,1.05666,71.0,Interval.in_3_minute,57400200.0,neutral,neutral
73,73,2023-10-27 08:27:00,OANDA:EURUSD,1.0567,1.0568,1.05665,1.05668,57.0,Interval.in_3_minute,57400020.0,neutral,neutral
74,74,2023-10-27 08:24:00,OANDA:EURUSD,1.05684,1.05685,1.05669,1.0567,77.0,Interval.in_3_minute,57399840.0,long,neutral
75,75,2023-10-27 08:21:00,OANDA:EURUSD,1.05685,1.05686,1.05679,1.05684,56.0,Interval.in_3_minute,57399660.0,neutral,neutral
76,76,2023-10-27 08:18:00,OANDA:EURUSD,1.05675,1.05692,1.05675,1.05685,119.0,Interval.in_3_minute,57399480.0,neutral,neutral
77,77,2023-10-27 08:15:00,OANDA:EURUSD,1.05666,1.056805,1.05662,1.05675,91.0,Interval.in_3_minute,57399300.0,neutral,neutral
78,78,2023-10-27 08:12:00,OANDA:EURUSD,1.0567,1.056745,1.05654,1.05666,99.0,Interval.in_3_minute,57399120.0,neutral,neutral
79,79,2023-10-27 08:09:00,OANDA:EURUSD,1.05669,1.05681,1.05669,1.0567,92.0,Interval.in_3_minute,57398940.0,neutral,neutral
80,80,2023-10-27 08:06:00,OANDA:EURUSD,1.0568,1.0568,1.05664,1.05669,87.0,Interval.in_3_minute,57398760.0,long,neutral
81,81,2023-10-27 08:03:00,OANDA:EURUSD,1.05679,1.0569,1.05678,1.0568,91.0,Interval.in_3_minute,57398580.0,neutral,neutral
82,82,2023-10-27 08:00:00,OANDA:EURUSD,1.05673,1.056905,1.05672,1.05679,91.0,Interval.in_3_minute,57398400.0,neutral,neutral
83,83,2023-10-27 07:57:00,OANDA:EURUSD,1.0567,1.05679,1.056695,1.05673,54.0,Interval.in_3_minute,57398220.0,neutral,neutral
84,84,2023-10-27 07:54:00,OANDA:EURUSD,1.05675,1.05676,1.056695,1.0567,51.0,Interval.in_3_minute,57398040.0,neutral,neutral
85,85,2023-10-27 07:51:00,OANDA:EURUSD,1.05674,1.05676,1.056695,1.05675,45.0,Interval.in_3_minute,57397860.0,neutral,neutral
86,86,2023-10-27 07:48:00,OANDA:EURUSD,1.05666,1.05675,1.05664,1.05674,48.0,Interval.in_3_minute,57397680.0,neutral,neutral
87,87,2023-10-27 07:45:00,OANDA:EURUSD,1.0566,1.05667,1.05656,1.05666,98.0,Interval.in_3_minute,57397500.0,neutral,neutral
88,88,2023-10-27 07:42:00,OANDA:EURUSD,1.05663,1.05666,1.0566,1.0566,54.0,Interval.in_3_minute,57397320.0,neutral,neutral
89,89,2023-10-27 07:39:00,OANDA:EURUSD,1.0566,1.05666,1.05658,1.05663,69.0,Interval.in_3_minute,57397140.0,neutral,neutral
90,90,2023-10-27 07:36:00,OANDA:EURUSD,1.05654,1.0566,1.05653,1.0566,38.0,Interval.in_3_minute,57396960.0,neutral,neutral
91,91,2023-10-27 07:33:00,OANDA:EURUSD,1.0566,1.0566,1.05651,1.05654,20.0,Interval.in_3_minute,57396780.0,neutral,neutral
92,92,2023-10-27 07:30:00,OANDA:EURUSD,1.05654,1.056605,1.0565,1.0566,42.0,Interval.in_3_minute,57396600.0,neutral,neutral
93,93,2023-10-27 07:27:00,OANDA:EURUSD,1.05665,1.05668,1.0565,1.05654,51.0,Interval.in_3_minute,57396420.0,neutral,neutral
94,94,2023-10-27 07:24:00,OANDA:EURUSD,1.05667,1.056685,1.05661,1.05665,49.0,Interval.in_3_minute,57396240.0,neutral,neutral
95,95,2023-10-27 07:21:00,OANDA:EURUSD,1.05663,1.056685,1.05658,1.05667,55.0,Interval.in_3_minute,57396060.0,long,long
96,96,2023-10-27 07:18:00,OANDA:EURUSD,1.05664,1.05668,1.05662,1.05663,32.0,Interval.in_3_minute,57395880.0,neutral,neutral
97,97,2023-10-27 07:15:00,OANDA:EURUSD,1.0565,1.05666,1.0565,1.05664,46.0,Interval.in_3_minute,57395700.0,neutral,neutral
98,98,2023-10-27 07:12:00,OANDA:EURUSD,1.0565,1.05657,1.05644,1.0565,75.0,Interval.in_3_minute,57395520.0,neutral,neutral
99,99,2023-10-27 07:09:00,OANDA:EURUSD,1.05636,1.05651,1.05636,1.0565,56.0,Interval.in_3_minute,57395340.0,neutral,neutral
100,100,2023-10-27 07:06:00,OANDA:EURUSD,1.05639,1.056405,1.05634,1.05636,108.0,Interval.in_3_minute,57395160.0,neutral,neutral
101,101,2023-10-27 07:03:00,OANDA:EURUSD,1.05651,1.05651,1.05638,1.05639,82.0,Interval.in_3_minute,57394980.0,neutral,neutral
102,102,2023-10-27 07:00:00,OANDA:EURUSD,1.05644,1.05653,1.05644,1.05651,81.0,Interval.in_3_minute,57394800.0,neutral,neutral
103,103,2023-10-27 06:57:00,OANDA:EURUSD,1.05644,1.0565,1.05644,1.05644,66.0,Interval.in_3_minute,57394620.0,neutral,neutral
104,104,2023-10-27 06:54:00,OANDA:EURUSD,1.05644,1.05651,1.05644,1.05644,51.0,Interval.in_3_minute,57394440.0,neutral,neutral
105,105,2023-10-27 06:51:00,OANDA:EURUSD,1.0564,1.05644,1.05638,1.05644,43.0,Interval.in_3_minute,57394260.0,neutral,neutral
106,106,2023-10-27 06:48:00,OANDA:EURUSD,1.05638,1.05641,1.05635,1.0564,67.0,Interval.in_3_minute,57394080.0,neutral,neutral
107,107,2023-10-27 06:45:00,OANDA:EURUSD,1.05626,1.0564,1.05625,1.05638,42.0,Interval.in_3_minute,57393900.0,neutral,neutral
108,108,2023-10-27 06:42:00,OANDA:EURUSD,1.05631,1.05631,1.05626,1.05626,9.0,Interval.in_3_minute,57393720.0,neutral,neutral
109,109,2023-10-27 06:39:00,OANDA:EURUSD,1.05622,1.05636,1.05622,1.05631,68.0,Interval.in_3_minute,57393540.0,neutral,neutral
110,110,2023-10-27 06:36:00,OANDA:EURUSD,1.05619,1.05624,1.0561,1.05622,82.0,Interval.in_3_minute,57393360.0,neutral,neutral
111,111,2023-10-27 06:33:00,OANDA:EURUSD,1.05624,1.056285,1.05618,1.05619,43.0,Interval.in_3_minute,57393180.0,neutral,neutral
112,112,2023-10-27 06:30:00,OANDA:EURUSD,1.05641,1.05643,1.056235,1.05624,53.0,Interval.in_3_minute,57393000.0,neutral,neutral
113,113,2023-10-27 06:27:00,OANDA:EURUSD,1.0564,1.05644,1.05634,1.05641,54.0,Interval.in_3_minute,57392820.0,neutral,neutral
114,114,2023-10-27 06:24:00,OANDA:EURUSD,1.0564,1.05642,1.05629,1.0564,63.0,Interval.in_3_minute,57392640.0,neutral,neutral
115,115,2023-10-27 06:21:00,OANDA:EURUSD,1.05626,1.05642,1.05626,1.0564,59.0,Interval.in_3_minute,57392460.0,neutral,neutral
116,116,2023-10-27 06:18:00,OANDA:EURUSD,1.0563,1.0563,1.056235,1.05626,63.0,Interval.in_3_minute,57392280.0,neutral,neutral
117,117,2023-10-27 06:15:00,OANDA:EURUSD,1.05634,1.05638,1.05624,1.0563,105.0,Interval.in_3_minute,57392100.0,neutral,neutral
118,118,2023-10-27 06:12:00,OANDA:EURUSD,1.05634,1.05638,1.05628,1.05634,88.0,Interval.in_3_minute,57391920.0,neutral,neutral
119,119,2023-10-27 06:09:00,OANDA:EURUSD,1.05639,1.056425,1.05624,1.05634,95.0,Interval.in_3_minute,57391740.0,neutral,neutral
120,120,2023-10-27 06:06:00,OANDA:EURUSD,1.05648,1.05648,1.05636,1.05639,73.0,Interval.in_3_minute,57391560.0,neutral,neutral
121,121,2023-10-27 06:03:00,OANDA:EURUSD,1.0565,1.05655,1.056435,1.05648,83.0,Interval.in_3_minute,57391380.0,neutral,neutral
122,122,2023-10-27 06:00:00,OANDA:EURUSD,1.05646,1.05653,1.056435,1.0565,96.0,Interval.in_3_minute,57391200.0,neutral,neutral
123,123,2023-10-27 05:57:00,OANDA:EURUSD,1.05638,1.056465,1.056355,1.05646,86.0,Interval.in_3_minute,57391020.0,neutral,neutral
124,124,2023-10-27 05:54:00,OANDA:EURUSD,1.05634,1.05646,1.05634,1.05638,62.0,Interval.in_3_minute,57390840.0,neutral,neutral
125,125,2023-10-27 05:51:00,OANDA:EURUSD,1.05644,1.05646,1.05634,1.05634,63.0,Interval.in_3_minute,57390660.0,neutral,neutral
126,126,2023-10-27 05:48:00,OANDA:EURUSD,1.05644,1.05648,1.0564,1.05644,65.0,Interval.in_3_minute,57390480.0,neutral,neutral
127,127,2023-10-27 05:45:00,OANDA:EURUSD,1.05654,1.056545,1.056375,1.05644,69.0,Interval.in_3_minute,57390300.0,neutral,neutral
128,128,2023-10-27 05:42:00,OANDA:EURUSD,1.05662,1.05665,1.05653,1.05654,78.0,Interval.in_3_minute,57390120.0,long,long
129,129,2023-10-27 05:39:00,OANDA:EURUSD,1.0566,1.05668,1.05656,1.05662,72.0,Interval.in_3_minute,57389940.0,neutral,neutral
130,130,2023-10-27 05:36:00,OANDA:EURUSD,1.05662,1.05664,1.05655,1.0566,56.0,Interval.in_3_minute,57389760.0,neutral,neutral
131,131,2023-10-27 05:33:00,OANDA:EURUSD,1.05644,1.056665,1.05644,1.05662,119.0,Interval.in_3_minute,57389580.0,neutral,neutral
132,132,2023-10-27 05:30:00,OANDA:EURUSD,1.05624,1.05645,1.056235,1.05644,150.0,Interval.in_3_minute,57389400.0,neutral,neutral
133,133,2023-10-27 05:27:00,OANDA:EURUSD,1.05634,1.05636,1.05622,1.05624,97.0,Interval.in_3_minute,57389220.0,long,neutral
134,134,2023-10-27 05:24:00,OANDA:EURUSD,1.05633,1.0564,1.05628,1.05634,76.0,Interval.in_3_minute,57389040.0,neutral,neutral
135,135,2023-10-27 05:21:00,OANDA:EURUSD,1.05619,1.05633,1.05619,1.05633,104.0,Interval.in_3_minute,57388860.0,neutral,neutral
136,136,2023-10-27 05:18:00,OANDA:EURUSD,1.05604,1.05622,1.05601,1.05619,69.0,Interval.in_3_minute,57388680.0,neutral,neutral
137,137,2023-10-27 05:15:00,OANDA:EURUSD,1.05599,1.05606,1.055975,1.05604,91.0,Interval.in_3_minute,57388500.0,neutral,neutral
138,138,2023-10-27 05:12:00,OANDA:EURUSD,1.0561,1.05611,1.055975,1.05599,84.0,Interval.in_3_minute,57388320.0,neutral,neutral
139,139,2023-10-27 05:09:00,OANDA:EURUSD,1.05607,1.05614,1.05594,1.0561,82.0,Interval.in_3_minute,57388140.0,neutral,neutral
140,140,2023-10-27 05:06:00,OANDA:EURUSD,1.0561,1.0561,1.055975,1.05607,99.0,Interval.in_3_minute,57387960.0,neutral,neutral
141,141,2023-10-27 05:03:00,OANDA:EURUSD,1.05593,1.05618,1.05593,1.0561,85.0,Interval.in_3_minute,57387780.0,neutral,neutral
142,142,2023-10-27 05:00:00,OANDA:EURUSD,1.05588,1.05602,1.05588,1.05593,109.0,Interval.in_3_minute,57387600.0,neutral,neutral
143,143,2023-10-27 04:57:00,OANDA:EURUSD,1.05604,1.05608,1.05588,1.05588,91.0,Interval.in_3_minute,57387420.0,neutral,neutral
144,144,2023-10-27 04:54:00,OANDA:EURUSD,1.05614,1.05624,1.05601,1.05604,51.0,Interval.in_3_minute,57387240.0,neutral,neutral
145,145,2023-10-27 04:51:00,OANDA:EURUSD,1.056,1.05617,1.05596,1.05614,84.0,Interval.in_3_minute,57387060.0,neutral,neutral
146,146,2023-10-27 04:48:00,OANDA:EURUSD,1.05584,1.056005,1.055835,1.056,89.0,Interval.in_3_minute,57386880.0,neutral,neutral
147,147,2023-10-27 04:45:00,OANDA:EURUSD,1.05578,1.05585,1.05573,1.05584,176.0,Interval.in_3_minute,57386700.0,neutral,neutral
148,148,2023-10-27 04:42:00,OANDA:EURUSD,1.0557,1.05583,1.05566,1.05578,140.0,Interval.in_3_minute,57386520.0,neutral,neutral
149,149,2023-10-27 04:39:00,OANDA:EURUSD,1.05566,1.05578,1.05559,1.0557,157.0,Interval.in_3_minute,57386340.0,neutral,neutral
150,150,2023-10-27 04:36:00,OANDA:EURUSD,1.05554,1.0557,1.05552,1.05566,159.0,Interval.in_3_minute,57386160.0,neutral,neutral
151,151,2023-10-27 04:33:00,OANDA:EURUSD,1.05546,1.05562,1.05545,1.05554,111.0,Interval.in_3_minute,57385980.0,neutral,neutral
152,152,2023-10-27 04:30:00,OANDA:EURUSD,1.05542,1.05549,1.05533,1.05546,145.0,Interval.in_3_minute,57385800.0,neutral,neutral
153,153,2023-10-27 04:27:00,OANDA:EURUSD,1.05553,1.05554,1.0554,1.05542,95.0,Interval.in_3_minute,57385620.0,neutral,neutral
154,154,2023-10-27 04:24:00,OANDA:EURUSD,1.05542,1.055605,1.05542,1.05553,110.0,Interval.in_3_minute,57385440.0,neutral,neutral
155,155,2023-10-27 04:21:00,OANDA:EURUSD,1.0555,1.05551,1.05541,1.05542,114.0,Interval.in_3_minute,57385260.0,neutral,neutral
156,156,2023-10-27 04:18:00,OANDA:EURUSD,1.05548,1.05554,1.05539,1.0555,124.0,Interval.in_3_minute,57385080.0,neutral,neutral
157,157,2023-10-27 04:15:00,OANDA:EURUSD,1.05536,1.05551,1.05526,1.05548,244.0,Interval.in_3_minute,57384900.0,neutral,neutral
158,158,2023-10-27 04:12:00,OANDA:EURUSD,1.05552,1.05558,1.05534,1.05536,187.0,Interval.in_3_minute,57384720.0,short,neutral
159,159,2023-10-27 04:09:00,OANDA:EURUSD,1.05553,1.05557,1.05547,1.05552,144.0,Interval.in_3_minute,57384540.0,neutral,neutral
160,160,2023-10-27 04:06:00,OANDA:EURUSD,1.05559,1.05567,1.05552,1.05553,86.0,Interval.in_3_minute,57384360.0,neutral,neutral
161,161,2023-10-27 04:03:00,OANDA:EURUSD,1.05574,1.05574,1.055575,1.05559,160.0,Interval.in_3_minute,57384180.0,neutral,neutral
162,162,2023-10-27 04:00:00,OANDA:EURUSD,1.05579,1.05585,1.05568,1.05574,184.0,Interval.in_3_minute,57384000.0,neutral,neutral
163,163,2023-10-27 03:57:00,OANDA:EURUSD,1.05579,1.05588,1.05568,1.05579,190.0,Interval.in_3_minute,57383820.0,neutral,neutral
164,164,2023-10-27 03:54:00,OANDA:EURUSD,1.05599,1.05599,1.05558,1.05579,406.0,Interval.in_3_minute,57383640.0,neutral,neutral
165,165,2023-10-27 03:51:00,OANDA:EURUSD,1.05596,1.05614,1.05593,1.05599,199.0,Interval.in_3_minute,57383460.0,neutral,neutral
166,166,2023-10-27 03:48:00,OANDA:EURUSD,1.0559,1.05612,1.0559,1.05596,95.0,Interval.in_3_minute,57383280.0,neutral,neutral
167,167,2023-10-27 03:45:00,OANDA:EURUSD,1.05594,1.056,1.055875,1.0559,110.0,Interval.in_3_minute,57383100.0,neutral,neutral
168,168,2023-10-27 03:42:00,OANDA:EURUSD,1.05604,1.05608,1.05592,1.05594,82.0,Interval.in_3_minute,57382920.0,neutral,neutral
169,169,2023-10-27 03:39:00,OANDA:EURUSD,1.05606,1.05613,1.05599,1.05604,128.0,Interval.in_3_minute,57382740.0,neutral,neutral
170,170,2023-10-27 03:36:00,OANDA:EURUSD,1.05614,1.05618,1.05602,1.05606,119.0,Interval.in_3_minute,57382560.0,neutral,neutral
171,171,2023-10-27 03:33:00,OANDA:EURUSD,1.05612,1.05618,1.05606,1.05614,92.0,Interval.in_3_minute,57382380.0,neutral,neutral
172,172,2023-10-27 03:30:00,OANDA:EURUSD,1.05598,1.05618,1.05597,1.05612,142.0,Interval.in_3_minute,57382200.0,short,neutral
173,173,2023-10-27 03:27:00,OANDA:EURUSD,1.05612,1.05612,1.05598,1.05598,55.0,Interval.in_3_minute,57382020.0,neutral,neutral
174,174,2023-10-27 03:24:00,OANDA:EURUSD,1.05602,1.05612,1.05599,1.05612,81.0,Interval.in_3_minute,57381840.0,short,short
175,175,2023-10-27 03:21:00,OANDA:EURUSD,1.05597,1.05604,1.0559,1.05602,114.0,Interval.in_3_minute,57381660.0,neutral,neutral
176,176,2023-10-27 03:18:00,OANDA:EURUSD,1.0559,1.05604,1.05588,1.05597,79.0,Interval.in_3_minute,57381480.0,neutral,neutral
177,177,2023-10-27 03:15:00,OANDA:EURUSD,1.05575,1.05602,1.05574,1.0559,100.0,Interval.in_3_minute,57381300.0,short,short
178,178,2023-10-27 03:12:00,OANDA:EURUSD,1.05594,1.05596,1.05575,1.05575,76.0,Interval.in_3_minute,57381120.0,neutral,neutral
179,179,2023-10-27 03:09:00,OANDA:EURUSD,1.056,1.056,1.05586,1.05594,70.0,Interval.in_3_minute,57380940.0,neutral,neutral
180,180,2023-10-27 03:06:00,OANDA:EURUSD,1.0561,1.05611,1.055975,1.056,82.0,Interval.in_3_minute,57380760.0,neutral,neutral
