,Unnamed: 0,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,sp8/10/8,sp16/12/16
0,0,2023-10-27 12:05:00,OANDA:EURUSD,1.05644,1.05645,1.05634,1.05635,73.0,Interval.in_5_minute,57413100.0,long,short
1,1,2023-10-27 12:00:00,OANDA:EURUSD,1.05618,1.05644,1.05614,1.05644,241.0,Interval.in_5_minute,57412800.0,long,short
2,2,2023-10-27 11:55:00,OANDA:EURUSD,1.05614,1.05625,1.05608,1.05618,323.0,Interval.in_5_minute,57412500.0,long,short
3,3,2023-10-27 11:50:00,OANDA:EURUSD,1.0558,1.05614,1.05576,1.05614,237.0,Interval.in_5_minute,57412200.0,long,short
4,4,2023-10-27 11:45:00,OANDA:EURUSD,1.0559,1.056,1.05566,1.0558,265.0,Interval.in_5_minute,57411900.0,long,short
5,5,2023-10-27 11:40:00,OANDA:EURUSD,1.05598,1.05608,1.05585,1.0559,222.0,Interval.in_5_minute,57411600.0,long,short
6,6,2023-10-27 11:35:00,OANDA:EURUSD,1.05592,1.05604,1.05579,1.05598,227.0,Interval.in_5_minute,57411300.0,long,short
7,7,2023-10-27 11:30:00,OANDA:EURUSD,1.05584,1.05598,1.055775,1.05592,214.0,Interval.in_5_minute,57411000.0,long,short
8,8,2023-10-27 11:25:00,OANDA:EURUSD,1.05599,1.056,1.05569,1.05584,282.0,Interval.in_5_minute,57410700.0,long,short
9,9,2023-10-27 11:20:00,OANDA:EURUSD,1.05594,1.05606,1.055815,1.05599,310.0,Interval.in_5_minute,57410400.0,long,short
10,10,2023-10-27 11:15:00,OANDA:EURUSD,1.0557,1.056,1.05568,1.05594,324.0,Interval.in_5_minute,57410100.0,long,short
11,11,2023-10-27 11:10:00,OANDA:EURUSD,1.05566,1.05584,1.055435,1.0557,382.0,Interval.in_5_minute,57409800.0,long,short
12,12,2023-10-27 11:05:00,OANDA:EURUSD,1.05557,1.0557,1.055395,1.05566,332.0,Interval.in_5_minute,57409500.0,long,short
13,13,2023-10-27 11:00:00,OANDA:EURUSD,1.05586,1.05586,1.05552,1.05557,443.0,Interval.in_5_minute,57409200.0,long,short
14,14,2023-10-27 10:55:00,OANDA:EURUSD,1.05568,1.05591,1.055535,1.05586,241.0,Interval.in_5_minute,57408900.0,long,short
15,15,2023-10-27 10:50:00,OANDA:EURUSD,1.0556,1.05568,1.05546,1.05568,256.0,Interval.in_5_minute,57408600.0,long,short
16,16,2023-10-27 10:45:00,OANDA:EURUSD,1.05548,1.05566,1.05525,1.0556,408.0,Interval.in_5_minute,57408300.0,long,short
17,17,2023-10-27 10:40:00,OANDA:EURUSD,1.05547,1.05556,1.055355,1.05548,326.0,Interval.in_5_minute,57408000.0,long,short
18,18,2023-10-27 10:35:00,OANDA:EURUSD,1.05554,1.05578,1.0554,1.05547,230.0,Interval.in_5_minute,57407700.0,long,short
19,19,2023-10-27 10:30:00,OANDA:EURUSD,1.05617,1.05617,1.05548,1.05554,334.0,Interval.in_5_minute,57407400.0,long,short
20,20,2023-10-27 10:25:00,OANDA:EURUSD,1.05628,1.05632,1.05604,1.05617,245.0,Interval.in_5_minute,57407100.0,long,short
21,21,2023-10-27 10:20:00,OANDA:EURUSD,1.05584,1.056305,1.0557,1.05628,331.0,Interval.in_5_minute,57406800.0,long,short
22,22,2023-10-27 10:15:00,OANDA:EURUSD,1.0557,1.05589,1.05557,1.05584,271.0,Interval.in_5_minute,57406500.0,long,short
23,23,2023-10-27 10:10:00,OANDA:EURUSD,1.056,1.056,1.05563,1.0557,178.0,Interval.in_5_minute,57406200.0,long,short
24,24,2023-10-27 10:05:00,OANDA:EURUSD,1.05579,1.056,1.05567,1.056,393.0,Interval.in_5_minute,57405900.0,long,short
25,25,2023-10-27 10:00:00,OANDA:EURUSD,1.05562,1.055805,1.055215,1.05579,490.0,Interval.in_5_minute,57405600.0,long,short
26,26,2023-10-27 09:55:00,OANDA:EURUSD,1.05582,1.056065,1.05554,1.05562,391.0,Interval.in_5_minute,57405300.0,long,short
27,27,2023-10-27 09:50:00,OANDA:EURUSD,1.05571,1.055845,1.05559,1.05582,231.0,Interval.in_5_minute,57405000.0,long,short
28,28,2023-10-27 09:45:00,OANDA:EURUSD,1.05574,1.055805,1.05553,1.05571,336.0,Interval.in_5_minute,57404700.0,long,short
29,29,2023-10-27 09:40:00,OANDA:EURUSD,1.05585,1.05605,1.05572,1.05574,237.0,Interval.in_5_minute,57404400.0,long,short
30,30,2023-10-27 09:35:00,OANDA:EURUSD,1.0558,1.05599,1.0558,1.05585,189.0,Interval.in_5_minute,57404100.0,long,short
31,31,2023-10-27 09:30:00,OANDA:EURUSD,1.0557,1.05587,1.055695,1.0558,335.0,Interval.in_5_minute,57403800.0,long,short
32,32,2023-10-27 09:25:00,OANDA:EURUSD,1.0558,1.05582,1.05547,1.0557,375.0,Interval.in_5_minute,57403500.0,long,short
33,33,2023-10-27 09:20:00,OANDA:EURUSD,1.05577,1.05582,1.055475,1.0558,311.0,Interval.in_5_minute,57403200.0,long,short
34,34,2023-10-27 09:15:00,OANDA:EURUSD,1.05591,1.05604,1.05572,1.05577,295.0,Interval.in_5_minute,57402900.0,long,short
35,35,2023-10-27 09:10:00,OANDA:EURUSD,1.05634,1.056505,1.05591,1.05591,372.0,Interval.in_5_minute,57402600.0,long,short
36,36,2023-10-27 09:05:00,OANDA:EURUSD,1.05645,1.05658,1.05633,1.05634,315.0,Interval.in_5_minute,57402300.0,long,short
37,37,2023-10-27 09:00:00,OANDA:EURUSD,1.05694,1.05699,1.056435,1.05645,320.0,Interval.in_5_minute,57402000.0,long,short
38,38,2023-10-27 08:55:00,OANDA:EURUSD,1.05696,1.05696,1.0567,1.05694,124.0,Interval.in_5_minute,57401700.0,long,short
39,39,2023-10-27 08:50:00,OANDA:EURUSD,1.05694,1.05699,1.05678,1.05696,154.0,Interval.in_5_minute,57401400.0,long,short
40,40,2023-10-27 08:45:00,OANDA:EURUSD,1.05665,1.05694,1.05665,1.05694,110.0,Interval.in_5_minute,57401100.0,long,short
41,41,2023-10-27 08:40:00,OANDA:EURUSD,1.05676,1.05676,1.05658,1.05665,113.0,Interval.in_5_minute,57400800.0,long,short
42,42,2023-10-27 08:35:00,OANDA:EURUSD,1.05666,1.05682,1.05661,1.05676,125.0,Interval.in_5_minute,57400500.0,long,short
43,43,2023-10-27 08:30:00,OANDA:EURUSD,1.05668,1.05701,1.05658,1.05666,130.0,Interval.in_5_minute,57400200.0,long,short
44,44,2023-10-27 08:25:00,OANDA:EURUSD,1.05675,1.0568,1.05665,1.05668,100.0,Interval.in_5_minute,57399900.0,long,short
45,45,2023-10-27 08:20:00,OANDA:EURUSD,1.05685,1.05688,1.05675,1.05675,140.0,Interval.in_5_minute,57399600.0,long,short
46,46,2023-10-27 08:15:00,OANDA:EURUSD,1.05666,1.05692,1.05662,1.05685,160.0,Interval.in_5_minute,57399300.0,long,short
47,47,2023-10-27 08:10:00,OANDA:EURUSD,1.05674,1.05681,1.05654,1.05666,152.0,Interval.in_5_minute,57399000.0,long,short
48,48,2023-10-27 08:05:00,OANDA:EURUSD,1.05685,1.05686,1.05664,1.05674,155.0,Interval.in_5_minute,57398700.0,long,short
49,49,2023-10-27 08:00:00,OANDA:EURUSD,1.05673,1.056905,1.05672,1.05685,153.0,Interval.in_5_minute,57398400.0,long,short
