,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,uma3,uma4,uma5,uma6,uma7,uma8,uma9,uma10,uma11,uma12,uma13,uma14,uma15,uma16,uma17,uma18,uma19,uma20
2715,2023-10-19 19:45:00,OANDA:GBPAUD,1.91892,1.919,1.91802,1.91818,1009.0,Interval.in_3_minute,56749500.0,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,short,short
2716,2023-10-19 19:42:00,OANDA:GBPAUD,1.91904,1.91923,1.91818,1.91892,1226.0,Interval.in_3_minute,56749320.0,short,short,short,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short
2717,2023-10-19 19:39:00,OANDA:GBPAUD,1.91968,1.91973,1.91877,1.91904,1276.0,Interval.in_3_minute,56749140.0,short,long,long,long,long,short,short,short,short,short,short,short,short,short,short,long,short,short
2718,2023-10-19 19:36:00,OANDA:GBPAUD,1.92042,1.92047,1.91942,1.91968,1375.0,Interval.in_3_minute,56748960.0,long,long,long,long,long,long,short,short,long,long,short,short,short,long,long,long,long,short
2719,2023-10-19 19:33:00,OANDA:GBPAUD,1.91947,1.92084,1.91942,1.92042,1393.0,Interval.in_3_minute,56748780.0,long,long,long,long,long,short,short,long,long,short,short,short,long,long,long,long,short,short
2720,2023-10-19 19:30:00,OANDA:GBPAUD,1.91946,1.91974,1.91882,1.91947,1094.0,Interval.in_3_minute,56748600.0,long,long,short,short,short,short,short,long,short,short,short,short,long,long,short,short,short,short
2721,2023-10-19 19:27:00,OANDA:GBPAUD,1.91896,1.91974,1.9187,1.91946,1160.0,Interval.in_3_minute,56748420.0,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2722,2023-10-19 19:24:00,OANDA:GBPAUD,1.91828,1.91936,1.91791,1.91896,1151.0,Interval.in_3_minute,56748240.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2723,2023-10-19 19:21:00,OANDA:GBPAUD,1.91864,1.91864,1.91744,1.91828,1024.0,Interval.in_3_minute,56748060.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2724,2023-10-19 19:18:00,OANDA:GBPAUD,1.91942,1.91946,1.91838,1.91864,973.0,Interval.in_3_minute,56747880.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2725,2023-10-19 19:15:00,OANDA:GBPAUD,1.91978,1.91999,1.91929,1.91942,1260.0,Interval.in_3_minute,56747700.0,short,short,long,short,short,short,short,long,long,short,short,short,short,short,short,short,short,short
2726,2023-10-19 19:12:00,OANDA:GBPAUD,1.9198,1.91995,1.91928,1.91978,1416.0,Interval.in_3_minute,56747520.0,long,long,short,short,short,long,long,long,long,short,short,short,short,short,short,short,short,short
2727,2023-10-19 19:09:00,OANDA:GBPAUD,1.92049,1.92056,1.9198,1.9198,1334.0,Interval.in_3_minute,56747340.0,long,long,short,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short
2728,2023-10-19 19:06:00,OANDA:GBPAUD,1.92049,1.92073,1.92014,1.92049,1551.0,Interval.in_3_minute,56747160.0,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short
2729,2023-10-19 19:03:00,OANDA:GBPAUD,1.91884,1.92052,1.91849,1.92049,2007.0,Interval.in_3_minute,56746980.0,short,short,short,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short
2730,2023-10-19 19:00:00,OANDA:GBPAUD,1.92006,1.92108,1.91804,1.91884,2127.0,Interval.in_3_minute,56746800.0,short,short,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2731,2023-10-19 18:57:00,OANDA:GBPAUD,1.9201,1.9202,1.91984,1.92006,671.0,Interval.in_3_minute,56746620.0,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2732,2023-10-19 18:54:00,OANDA:GBPAUD,1.92026,1.92056,1.91998,1.9201,529.0,Interval.in_3_minute,56746440.0,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2733,2023-10-19 18:51:00,OANDA:GBPAUD,1.91994,1.92028,1.9198,1.92026,609.0,Interval.in_3_minute,56746260.0,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2734,2023-10-19 18:48:00,OANDA:GBPAUD,1.91944,1.91996,1.9193,1.91994,627.0,Interval.in_3_minute,56746080.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2735,2023-10-19 18:45:00,OANDA:GBPAUD,1.91926,1.91944,1.91906,1.91944,634.0,Interval.in_3_minute,56745900.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2736,2023-10-19 18:42:00,OANDA:GBPAUD,1.9195,1.91964,1.91902,1.91926,738.0,Interval.in_3_minute,56745720.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2737,2023-10-19 18:39:00,OANDA:GBPAUD,1.9199,1.92004,1.91949,1.9195,709.0,Interval.in_3_minute,56745540.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2738,2023-10-19 18:36:00,OANDA:GBPAUD,1.92048,1.92058,1.91978,1.9199,588.0,Interval.in_3_minute,56745360.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2739,2023-10-19 18:33:00,OANDA:GBPAUD,1.92082,1.92086,1.9204,1.92048,555.0,Interval.in_3_minute,56745180.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2740,2023-10-19 18:30:00,OANDA:GBPAUD,1.92087,1.9209,1.92039,1.92082,632.0,Interval.in_3_minute,56745000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2741,2023-10-19 18:27:00,OANDA:GBPAUD,1.92078,1.9209,1.9206,1.92087,638.0,Interval.in_3_minute,56744820.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2742,2023-10-19 18:24:00,OANDA:GBPAUD,1.92116,1.92134,1.92069,1.92078,740.0,Interval.in_3_minute,56744640.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2743,2023-10-19 18:21:00,OANDA:GBPAUD,1.92158,1.92172,1.92101,1.92116,740.0,Interval.in_3_minute,56744460.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2744,2023-10-19 18:18:00,OANDA:GBPAUD,1.92148,1.92169,1.92112,1.92158,605.0,Interval.in_3_minute,56744280.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2745,2023-10-19 18:15:00,OANDA:GBPAUD,1.92143,1.92158,1.92101,1.92148,826.0,Interval.in_3_minute,56744100.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2746,2023-10-19 18:12:00,OANDA:GBPAUD,1.92157,1.92181,1.92134,1.92143,619.0,Interval.in_3_minute,56743920.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2747,2023-10-19 18:09:00,OANDA:GBPAUD,1.92162,1.92192,1.92138,1.92157,748.0,Interval.in_3_minute,56743740.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2748,2023-10-19 18:06:00,OANDA:GBPAUD,1.92189,1.92227,1.92142,1.92162,774.0,Interval.in_3_minute,56743560.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
2749,2023-10-19 18:03:00,OANDA:GBPAUD,1.9223,1.92242,1.92187,1.92189,667.0,Interval.in_3_minute,56743380.0,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,long
