,Unnamed: 0,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,sob_delta_include-breaking,sob_delta
0,0,2023-10-27 12:00:00,OANDA:GBPAUD,1.90982,1.9103,1.90956,1.9103,553.0,Interval.in_45_minute,57412800.0,short,short
1,1,2023-10-27 11:15:00,OANDA:GBPAUD,1.90934,1.91011,1.90738,1.90982,5238.0,Interval.in_45_minute,57410100.0,neutral,neutral
2,2,2023-10-27 10:30:00,OANDA:GBPAUD,1.91303,1.91338,1.9086,1.90934,5499.0,Interval.in_45_minute,57407400.0,long,neutral
3,3,2023-10-27 09:45:00,OANDA:GBPAUD,1.91129,1.91426,1.91112,1.91303,6765.0,Interval.in_45_minute,57404700.0,neutral,neutral
4,4,2023-10-27 09:00:00,OANDA:GBPAUD,1.91284,1.91292,1.91043,1.91129,4955.0,Interval.in_45_minute,57402000.0,neutral,neutral
5,5,2023-10-27 08:15:00,OANDA:GBPAUD,1.91398,1.91454,1.91262,1.91284,3678.0,Interval.in_45_minute,57399300.0,short,short
6,6,2023-10-27 07:30:00,OANDA:GBPAUD,1.9146,1.9146,1.91286,1.91398,3527.0,Interval.in_45_minute,57396600.0,neutral,neutral
7,7,2023-10-27 06:45:00,OANDA:GBPAUD,1.91451,1.91478,1.91414,1.9146,2638.0,Interval.in_45_minute,57393900.0,neutral,neutral
8,8,2023-10-27 06:00:00,OANDA:GBPAUD,1.9142,1.91474,1.91384,1.91451,3603.0,Interval.in_45_minute,57391200.0,neutral,neutral
9,9,2023-10-27 05:15:00,OANDA:GBPAUD,1.9135,1.914785,1.91312,1.9142,4023.0,Interval.in_45_minute,57388500.0,short,short
10,10,2023-10-27 04:30:00,OANDA:GBPAUD,1.91568,1.91623,1.91291,1.9135,4636.0,Interval.in_45_minute,57385800.0,neutral,neutral
11,11,2023-10-27 03:45:00,OANDA:GBPAUD,1.91446,1.91682,1.913555,1.91568,3828.0,Interval.in_45_minute,57383100.0,neutral,neutral
12,12,2023-10-27 03:00:00,OANDA:GBPAUD,1.91629,1.91642,1.91422,1.91446,4041.0,Interval.in_45_minute,57380400.0,neutral,neutral
13,13,2023-10-27 02:15:00,OANDA:GBPAUD,1.91782,1.91806,1.91597,1.91629,2889.0,Interval.in_45_minute,57377700.0,neutral,neutral
14,14,2023-10-27 01:30:00,OANDA:GBPAUD,1.91852,1.91858,1.917455,1.91782,1327.0,Interval.in_45_minute,57375000.0,neutral,neutral
15,15,2023-10-27 00:45:00,OANDA:GBPAUD,1.9185,1.918745,1.91743,1.91852,807.0,Interval.in_45_minute,57372300.0,neutral,neutral
16,16,2023-10-27 00:00:00,OANDA:GBPAUD,1.91842,1.91938,1.91785,1.9185,99.0,Interval.in_45_minute,57369600.0,neutral,neutral
17,17,2023-10-26 23:15:00,OANDA:GBPAUD,1.91838,1.91882,1.91727,1.918415,1372.0,Interval.in_45_minute,57366900.0,neutral,neutral
18,18,2023-10-26 22:30:00,OANDA:GBPAUD,1.91871,1.91972,1.91809,1.91838,5373.0,Interval.in_45_minute,57364200.0,neutral,neutral
19,19,2023-10-26 21:45:00,OANDA:GBPAUD,1.9181,1.91879,1.91696,1.91871,4757.0,Interval.in_45_minute,57361500.0,neutral,neutral
20,20,2023-10-26 21:00:00,OANDA:GBPAUD,1.91782,1.91836,1.9171,1.9181,5712.0,Interval.in_45_minute,57358800.0,neutral,neutral
21,21,2023-10-26 20:15:00,OANDA:GBPAUD,1.91944,1.91944,1.91754,1.91782,6071.0,Interval.in_45_minute,57356100.0,neutral,neutral
22,22,2023-10-26 19:30:00,OANDA:GBPAUD,1.91924,1.92084,1.91882,1.91944,6014.0,Interval.in_45_minute,57353400.0,neutral,neutral
