,datetime,close_price,ScalpPro,NW,UMA,Volume
0,2023-10-12 00:45:00,0.64146,long,long,long,long
1,2023-10-12 00:15:00,0.64134,long,long,long,neutral
2,2023-10-12 00:00:00,0.64168,long,long,long,long
3,2023-10-11 23:45:00,0.641355,long,long,long,neutral
4,2023-10-11 23:30:00,0.64132,long,long,long,neutral
5,2023-10-11 23:15:00,0.64142,long,long,long,long
6,2023-10-11 23:00:00,0.64137,long,long,short,neutral
7,2023-10-11 22:45:00,0.64107,long,long,short,neutral
8,2023-10-11 22:30:00,0.64111,long,long,short,long
9,2023-10-11 22:15:00,0.64094,long,long,short,long
10,2023-10-11 22:00:00,0.64076,long,long,short,long
11,2023-10-11 21:45:00,0.6406,long,long,short,long
12,2023-10-11 21:30:00,0.64052,long,long,short,long
13,2023-10-11 21:15:00,0.64006,long,long,short,long
14,2023-10-11 21:00:00,0.63962,long,long,short,long
15,2023-10-11 20:45:00,0.63962,long,long,short,neutral
16,2023-10-11 20:30:00,0.63901,long,long,short,short
17,2023-10-11 20:15:00,0.64004,long,short,short,short
18,2023-10-11 20:00:00,0.6403,long,long,short,short
19,2023-10-11 19:45:00,0.64035,long,long,short,neutral
20,2023-10-11 19:30:00,0.64052,long,long,short,neutral
21,2023-10-11 19:15:00,0.64005,long,long,short,neutral
22,2023-10-11 19:00:00,0.64066,long,short,short,neutral
23,2023-10-11 18:45:00,0.64064,long,short,short,short
24,2023-10-11 18:30:00,0.6407,long,short,short,short
25,2023-10-11 18:15:00,0.64108,long,short,short,short
26,2023-10-11 18:00:00,0.64111,long,short,short,short
27,2023-10-11 17:45:00,0.64156,long,short,short,short
28,2023-10-11 17:30:00,0.64202,long,short,short,neutral
29,2023-10-11 17:15:00,0.64214,long,short,long,neutral
30,2023-10-11 17:00:00,0.64173,long,short,long,neutral
31,2023-10-11 16:45:00,0.64252,long,short,short,neutral
32,2023-10-11 16:30:00,0.64179,long,short,short,neutral
33,2023-10-11 16:15:00,0.64218,long,short,long,neutral
34,2023-10-11 16:00:00,0.64208,long,short,long,neutral
35,2023-10-11 15:45:00,0.64221,long,short,short,neutral
36,2023-10-11 15:30:00,0.6415,long,short,short,neutral
37,2023-10-11 15:15:00,0.64162,long,short,short,long
38,2023-10-11 15:00:00,0.64152,long,short,short,neutral
39,2023-10-11 14:45:00,0.64138,long,short,short,short
40,2023-10-11 14:30:00,0.6414,long,short,short,short
41,2023-10-11 14:15:00,0.64146,long,short,long,neutral
42,2023-10-11 14:00:00,0.64206,long,short,long,neutral
43,2023-10-11 13:45:00,0.64175,long,short,long,neutral
44,2023-10-11 13:30:00,0.64176,long,short,short,long
45,2023-10-11 13:15:00,0.64164,long,short,short,neutral
46,2023-10-11 13:00:00,0.64158,long,short,short,short
47,2023-10-11 12:45:00,0.64204,long,short,long,neutral
48,2023-10-11 12:30:00,0.6423,long,short,long,long
49,2023-10-11 12:15:00,0.64196,long,short,short,neutral
50,2023-10-11 12:00:00,0.64189,long,short,short,neutral
51,2023-10-11 11:45:00,0.64227,long,short,short,long
52,2023-10-11 11:30:00,0.64222,long,short,short,long
53,2023-10-11 11:15:00,0.64192,long,short,short,neutral
54,2023-10-11 11:00:00,0.6415,long,short,short,short
55,2023-10-11 10:45:00,0.6418,long,short,short,neutral
56,2023-10-11 10:30:00,0.64328,long,short,long,neutral
57,2023-10-11 10:15:00,0.64242,long,short,short,neutral
58,2023-10-11 10:00:00,0.64248,long,short,short,neutral
59,2023-10-11 09:45:00,0.64188,long,short,short,neutral
60,2023-10-11 09:30:00,0.642,long,short,short,long
61,2023-10-11 09:15:00,0.64157,long,short,short,long
62,2023-10-11 09:00:00,0.6415,long,short,short,neutral
63,2023-10-11 08:45:00,0.64147,long,short,short,short
64,2023-10-11 08:30:00,0.64159,long,short,short,neutral
65,2023-10-11 08:15:00,0.64219,long,short,short,long
66,2023-10-11 08:00:00,0.64208,long,short,short,long
67,2023-10-11 07:45:00,0.64201,long,short,short,neutral
68,2023-10-11 07:30:00,0.64195,long,short,short,short
69,2023-10-11 07:15:00,0.6421,long,short,short,neutral
70,2023-10-11 07:00:00,0.64236,long,short,short,neutral
71,2023-10-11 06:45:00,0.64226,long,short,short,neutral
72,2023-10-11 06:30:00,0.6425,long,short,short,neutral
73,2023-10-11 06:15:00,0.6422,long,short,short,short
