,Unnamed: 0,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,sp8/10/8,sp16/12/16
0,0,2023-10-27 12:06:00,OANDA:EURUSD,1.05638,1.056405,1.05634,1.05635,33.0,Interval.in_1_minute,57413160.0,long,short
1,1,2023-10-27 12:05:00,OANDA:EURUSD,1.05644,1.05645,1.05634,1.05638,40.0,Interval.in_1_minute,57413100.0,long,short
2,2,2023-10-27 12:04:00,OANDA:EURUSD,1.05618,1.05644,1.05618,1.05644,47.0,Interval.in_1_minute,57413040.0,long,short
3,3,2023-10-27 12:03:00,OANDA:EURUSD,1.05624,1.05625,1.05618,1.05618,40.0,Interval.in_1_minute,57412980.0,long,short
4,4,2023-10-27 12:02:00,OANDA:EURUSD,1.0562,1.05626,1.05618,1.05624,47.0,Interval.in_1_minute,57412920.0,long,short
5,5,2023-10-27 12:01:00,OANDA:EURUSD,1.05619,1.05624,1.05616,1.0562,55.0,Interval.in_1_minute,57412860.0,long,short
6,6,2023-10-27 12:00:00,OANDA:EURUSD,1.05618,1.05622,1.05614,1.05619,52.0,Interval.in_1_minute,57412800.0,long,short
7,7,2023-10-27 11:59:00,OANDA:EURUSD,1.05622,1.05624,1.05618,1.05618,68.0,Interval.in_1_minute,57412740.0,long,short
8,8,2023-10-27 11:58:00,OANDA:EURUSD,1.05613,1.05624,1.056115,1.05622,87.0,Interval.in_1_minute,57412680.0,long,short
9,9,2023-10-27 11:57:00,OANDA:EURUSD,1.05618,1.05625,1.05613,1.05613,48.0,Interval.in_1_minute,57412620.0,long,short
10,10,2023-10-27 11:56:00,OANDA:EURUSD,1.05617,1.05624,1.05612,1.05618,46.0,Interval.in_1_minute,57412560.0,long,short
11,11,2023-10-27 11:55:00,OANDA:EURUSD,1.05614,1.05619,1.05608,1.05617,74.0,Interval.in_1_minute,57412500.0,long,short
12,12,2023-10-27 11:54:00,OANDA:EURUSD,1.056,1.05614,1.05595,1.05614,54.0,Interval.in_1_minute,57412440.0,long,short
13,13,2023-10-27 11:53:00,OANDA:EURUSD,1.0559,1.056,1.05576,1.056,47.0,Interval.in_1_minute,57412380.0,long,short
14,14,2023-10-27 11:52:00,OANDA:EURUSD,1.05599,1.056,1.05588,1.0559,45.0,Interval.in_1_minute,57412320.0,long,short
15,15,2023-10-27 11:51:00,OANDA:EURUSD,1.05589,1.056,1.05584,1.05599,47.0,Interval.in_1_minute,57412260.0,long,short
16,16,2023-10-27 11:50:00,OANDA:EURUSD,1.0558,1.05592,1.05579,1.05589,44.0,Interval.in_1_minute,57412200.0,long,short
