,datetime,close_price,SuperOrderBlock,SOB_No_Delta,ScalpPro,NW,UMA,Volume,interval,symbol
0,2023-10-16 17:15:00,157.864,neutral,neutral,short,short,long,long,Interval.in_45_minute,EURJPY
1,2023-10-16 15:45:00,157.602,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
2,2023-10-16 15:00:00,157.473,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
3,2023-10-16 14:15:00,157.534,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
4,2023-10-16 13:30:00,157.468,neutral,neutral,short,long,long,short,Interval.in_45_minute,EURJPY
5,2023-10-16 12:45:00,157.51,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
6,2023-10-16 12:00:00,157.53,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
7,2023-10-16 11:15:00,157.582,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
8,2023-10-16 10:30:00,157.409,long,long,short,long,long,neutral,Interval.in_45_minute,EURJPY
9,2023-10-16 09:45:00,157.452,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
10,2023-10-16 09:00:00,157.5,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
11,2023-10-16 08:15:00,157.356,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
12,2023-10-16 07:30:00,157.284,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
13,2023-10-16 06:45:00,157.29,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
14,2023-10-16 06:00:00,157.302,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
15,2023-10-16 05:15:00,157.241,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
16,2023-10-16 04:30:00,157.312,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
17,2023-10-16 03:45:00,157.35,short,short,short,long,long,neutral,Interval.in_45_minute,EURJPY
18,2023-10-16 03:00:00,157.236,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
19,2023-10-16 02:15:00,157.372,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
20,2023-10-16 01:30:00,157.357,long,long,short,long,long,neutral,Interval.in_45_minute,EURJPY
21,2023-10-16 00:45:00,157.364,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
22,2023-10-16 00:00:00,157.143,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
23,2023-10-13 23:15:00,157.186,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
24,2023-10-13 22:30:00,157.166,neutral,neutral,short,long,long,neutral,Interval.in_45_minute,EURJPY
25,2023-10-13 21:45:00,157.175,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
26,2023-10-13 21:00:00,157.09,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
27,2023-10-13 20:15:00,157.084,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
28,2023-10-13 19:30:00,157.099,long,long,short,long,short,neutral,Interval.in_45_minute,EURJPY
29,2023-10-13 18:45:00,157.228,short,short,short,long,short,neutral,Interval.in_45_minute,EURJPY
30,2023-10-13 18:00:00,157.1,neutral,neutral,short,long,short,short,Interval.in_45_minute,EURJPY
31,2023-10-13 17:15:00,157.202,neutral,neutral,short,long,short,short,Interval.in_45_minute,EURJPY
32,2023-10-13 16:30:00,157.296,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
33,2023-10-13 15:45:00,157.413,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
34,2023-10-13 15:00:00,157.584,long,long,short,long,short,neutral,Interval.in_45_minute,EURJPY
35,2023-10-13 14:15:00,157.462,short,short,short,long,short,neutral,Interval.in_45_minute,EURJPY
36,2023-10-13 13:30:00,157.348,neutral,neutral,short,long,short,short,Interval.in_45_minute,EURJPY
37,2023-10-13 12:45:00,157.406,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
38,2023-10-13 12:00:00,157.723,long,long,short,short,short,neutral,Interval.in_45_minute,EURJPY
39,2023-10-13 11:15:00,157.99,neutral,neutral,short,short,long,long,Interval.in_45_minute,EURJPY
40,2023-10-13 10:30:00,157.968,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
41,2023-10-13 09:45:00,157.896,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
42,2023-10-13 09:00:00,157.83,long,long,short,short,short,neutral,Interval.in_45_minute,EURJPY
43,2023-10-13 08:15:00,157.923,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
44,2023-10-13 07:30:00,157.842,neutral,neutral,short,short,long,short,Interval.in_45_minute,EURJPY
45,2023-10-13 06:45:00,157.908,long,long,short,short,long,neutral,Interval.in_45_minute,EURJPY
46,2023-10-13 06:00:00,157.922,long,long,short,short,long,neutral,Interval.in_45_minute,EURJPY
47,2023-10-13 05:15:00,157.984,long,long,short,short,long,neutral,Interval.in_45_minute,EURJPY
48,2023-10-13 04:30:00,157.918,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
49,2023-10-13 03:45:00,157.931,short,short,short,short,long,neutral,Interval.in_45_minute,EURJPY
50,2023-10-13 03:00:00,157.774,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
51,2023-10-13 02:15:00,157.81,neutral,neutral,short,short,long,long,Interval.in_45_minute,EURJPY
52,2023-10-13 01:30:00,157.741,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
53,2023-10-13 00:45:00,157.74,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
54,2023-10-13 00:00:00,157.72,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
55,2023-10-12 23:15:00,157.741,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
56,2023-10-12 22:30:00,157.722,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
57,2023-10-12 21:45:00,157.74,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
58,2023-10-12 21:00:00,157.74,neutral,neutral,short,long,short,short,Interval.in_45_minute,EURJPY
59,2023-10-12 20:15:00,157.804,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
60,2023-10-12 19:30:00,157.836,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
61,2023-10-12 18:45:00,158.002,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
62,2023-10-12 18:00:00,157.967,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
63,2023-10-12 17:15:00,158.052,neutral,neutral,short,long,short,neutral,Interval.in_45_minute,EURJPY
64,2023-10-12 16:30:00,158.006,long,long,short,long,short,neutral,Interval.in_45_minute,EURJPY
65,2023-10-12 15:45:00,158.0,neutral,neutral,short,long,short,short,Interval.in_45_minute,EURJPY
66,2023-10-12 15:00:00,158.088,neutral,neutral,short,long,short,short,Interval.in_45_minute,EURJPY
67,2023-10-12 14:15:00,158.393,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
68,2023-10-12 13:30:00,158.395,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
69,2023-10-12 12:45:00,158.402,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
70,2023-10-12 12:00:00,158.314,neutral,neutral,short,short,short,short,Interval.in_45_minute,EURJPY
71,2023-10-12 11:15:00,158.422,neutral,neutral,short,short,short,short,Interval.in_45_minute,EURJPY
72,2023-10-12 10:30:00,158.443,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
73,2023-10-12 09:45:00,158.485,neutral,neutral,short,short,short,neutral,Interval.in_45_minute,EURJPY
74,2023-10-12 09:00:00,158.516,neutral,long,short,short,long,neutral,Interval.in_45_minute,EURJPY
75,2023-10-12 08:15:00,158.514,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
76,2023-10-12 07:30:00,158.568,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
77,2023-10-12 06:45:00,158.536,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
78,2023-10-12 06:00:00,158.506,neutral,neutral,short,short,long,neutral,Interval.in_45_minute,EURJPY
79,2023-10-12 05:15:00,158.568,neutral,neutral,short,short,long,long,Interval.in_45_minute,EURJPY
