,Unnamed: 0,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,sp8/10/8,sp16/12/16
0,0,2023-10-27 12:00:00,OANDA:AUDCHF,0.57188,0.57191,0.571595,0.571645,173.0,Interval.in_15_minute,57412800.0,long,short
1,1,2023-10-27 11:45:00,OANDA:AUDCHF,0.57196,0.57224,0.57176,0.57188,465.0,Interval.in_15_minute,57411900.0,long,short
2,2,2023-10-27 11:30:00,OANDA:AUDCHF,0.57168,0.57202,0.5714,0.57196,485.0,Interval.in_15_minute,57411000.0,long,short
3,3,2023-10-27 11:15:00,OANDA:AUDCHF,0.57138,0.57177,0.57133,0.57168,565.0,Interval.in_15_minute,57410100.0,long,short
4,4,2023-10-27 11:00:00,OANDA:AUDCHF,0.5708,0.571465,0.57072,0.57138,459.0,Interval.in_15_minute,57409200.0,long,short
5,5,2023-10-27 10:45:00,OANDA:AUDCHF,0.57021,0.57081,0.5701,0.5708,391.0,Interval.in_15_minute,57408300.0,long,short
6,6,2023-10-27 10:30:00,OANDA:AUDCHF,0.56965,0.570225,0.56954,0.57021,526.0,Interval.in_15_minute,57407400.0,long,short
7,7,2023-10-27 10:15:00,OANDA:AUDCHF,0.56936,0.56965,0.56916,0.56965,611.0,Interval.in_15_minute,57406500.0,long,short
8,8,2023-10-27 10:00:00,OANDA:AUDCHF,0.56987,0.56993,0.5693,0.56936,624.0,Interval.in_15_minute,57405600.0,long,short
9,9,2023-10-27 09:45:00,OANDA:AUDCHF,0.5702,0.57025,0.5697,0.56987,486.0,Interval.in_15_minute,57404700.0,long,short
10,10,2023-10-27 09:30:00,OANDA:AUDCHF,0.57048,0.57066,0.57008,0.5702,397.0,Interval.in_15_minute,57403800.0,long,short
11,11,2023-10-27 09:15:00,OANDA:AUDCHF,0.57052,0.57057,0.57024,0.57048,429.0,Interval.in_15_minute,57402900.0,long,short
12,12,2023-10-27 09:00:00,OANDA:AUDCHF,0.57018,0.57081,0.570115,0.57052,564.0,Interval.in_15_minute,57402000.0,long,short
13,13,2023-10-27 08:45:00,OANDA:AUDCHF,0.56989,0.57038,0.569855,0.57018,248.0,Interval.in_15_minute,57401100.0,long,short
14,14,2023-10-27 08:30:00,OANDA:AUDCHF,0.5701,0.5701,0.56977,0.56989,383.0,Interval.in_15_minute,57400200.0,long,short
15,15,2023-10-27 08:15:00,OANDA:AUDCHF,0.57002,0.5701,0.56994,0.5701,284.0,Interval.in_15_minute,57399300.0,long,short
16,16,2023-10-27 08:00:00,OANDA:AUDCHF,0.57008,0.570245,0.56987,0.57002,317.0,Interval.in_15_minute,57398400.0,long,short
17,17,2023-10-27 07:45:00,OANDA:AUDCHF,0.5698,0.57015,0.56974,0.57008,268.0,Interval.in_15_minute,57397500.0,long,short
18,18,2023-10-27 07:30:00,OANDA:AUDCHF,0.56954,0.56982,0.5695,0.5698,179.0,Interval.in_15_minute,57396600.0,long,short
19,19,2023-10-27 07:15:00,OANDA:AUDCHF,0.5696,0.56964,0.56947,0.56954,212.0,Interval.in_15_minute,57395700.0,long,short
20,20,2023-10-27 07:00:00,OANDA:AUDCHF,0.56946,0.56966,0.5694,0.5696,265.0,Interval.in_15_minute,57394800.0,long,short
21,21,2023-10-27 06:45:00,OANDA:AUDCHF,0.5694,0.569485,0.569335,0.56946,273.0,Interval.in_15_minute,57393900.0,long,short
22,22,2023-10-27 06:30:00,OANDA:AUDCHF,0.56968,0.56973,0.569395,0.5694,285.0,Interval.in_15_minute,57393000.0,long,short
23,23,2023-10-27 06:15:00,OANDA:AUDCHF,0.56958,0.56977,0.5695,0.56968,287.0,Interval.in_15_minute,57392100.0,long,short
