,datetime,is_profit,signal,open_signal_price,close_signal_price,SuperOrderBlock,Volume,UMA,NW,ScalpPro
0,2023-10-05 20:02:00,False,long,1.05356,1.05334,long,neutral,long,long,long
1,2023-10-05 19:49:00,False,short,1.05316,1.0534,short,short,short,long,short
2,2023-10-05 19:28:00,False,long,1.05382,1.05379,long,long,long,long,long
3,2023-10-05 19:23:00,True,long,1.05353,1.05372,long,neutral,long,long,long
4,2023-10-05 19:13:00,False,long,1.05338,1.05313,long,long,long,long,long
5,2023-10-05 18:41:00,False,long,1.05362,1.05292,long,neutral,long,long,long
6,2023-10-05 18:37:00,True,long,1.05333,1.05364,long,neutral,long,long,long
7,2023-10-05 18:25:00,False,long,1.05267,1.05254,long,neutral,long,long,long
8,2023-10-05 17:50:00,True,long,1.05247,1.053,long,long,short,long,long
9,2023-10-05 16:19:00,True,long,1.05132,1.0516,long,long,short,long,long
10,2023-10-05 15:19:00,True,short,1.05204,1.05179,short,short,short,long,short
11,2023-10-05 15:11:00,True,short,1.05244,1.05236,short,short,long,short,short
12,2023-10-05 14:42:00,True,long,1.05214,1.05247,long,long,long,long,long
13,2023-10-05 14:37:00,True,long,1.0518,1.0521,long,neutral,long,long,long
14,2023-10-05 14:32:00,True,long,1.05184,1.05188,long,neutral,long,long,long
15,2023-10-05 13:27:00,True,long,1.05112,1.05152,long,neutral,long,long,long
16,2023-10-05 12:57:00,True,short,1.05085,1.05068,short,short,short,long,short
17,2023-10-05 12:38:00,False,short,1.05074,1.0509,short,neutral,short,short,short
