,datetime,is_profit,signal,open_signal_price,close_signal_price,SuperOrderBlock,Volume,UMA,NW,ScalpPro
0,2023-10-05 16:15:00,False,long,0.8734,0.8718,long,neutral,long,long,long
1,2023-10-05 14:15:00,False,long,0.87356,0.87262,long,neutral,long,long,long
2,2023-10-04 23:00:00,False,long,0.86992,0.86939,long,neutral,long,long,long
3,2023-10-04 19:00:00,False,long,0.87021,0.86957,long,neutral,long,long,long
4,2023-10-04 16:00:00,False,long,0.86951,0.86916,long,long,long,short,long
5,2023-10-04 03:00:00,False,long,0.86516,0.86476,long,long,long,long,long
6,2023-10-04 00:15:00,True,long,0.86388,0.86399,long,neutral,long,long,long
7,2023-10-03 04:15:00,True,short,0.86972,0.86922,short,neutral,short,short,short
8,2023-10-03 03:15:00,True,short,0.86966,0.86964,short,neutral,short,short,short
9,2023-10-03 02:00:00,False,short,0.87004,0.87006,short,neutral,short,short,short
10,2023-10-02 23:15:00,True,short,0.87044,0.87002,short,neutral,short,short,short
11,2023-10-02 21:45:00,True,short,0.87028,0.8702,short,neutral,short,short,short
12,2023-10-02 16:15:00,False,short,0.87065,0.87163,short,neutral,short,short,short
13,2023-10-02 14:45:00,False,short,0.87024,0.8706,short,neutral,short,short,short
14,2023-10-02 14:15:00,True,short,0.87064,0.87026,short,neutral,short,short,short
15,2023-10-02 11:00:00,True,short,0.87088,0.87075,short,neutral,short,short,short
16,2023-09-29 19:45:00,True,short,0.87232,0.87176,short,short,long,short,short
17,2023-09-29 10:00:00,True,long,0.87092,0.87127,long,neutral,long,long,long
18,2023-09-29 00:30:00,True,long,0.86678,0.86698,long,neutral,long,long,long
19,2023-09-28 12:00:00,True,long,0.86058,0.86148,long,neutral,long,long,long
20,2023-09-28 10:45:00,True,long,0.86014,0.86059,long,neutral,long,long,long
21,2023-09-28 10:30:00,True,long,0.85998,0.86003,long,neutral,long,long,long
22,2023-09-28 08:30:00,False,long,0.86005,0.85998,long,neutral,long,long,long
23,2023-09-28 04:15:00,True,long,0.85862,0.85954,long,long,long,long,short
24,2023-09-28 01:00:00,False,short,0.85712,0.85714,short,short,short,long,short
25,2023-09-27 04:30:00,False,long,0.86442,0.86394,long,neutral,long,long,long
26,2023-09-27 03:30:00,True,long,0.86424,0.86509,long,neutral,long,long,long
27,2023-09-26 18:45:00,True,long,0.8651,0.86544,long,neutral,long,long,long
28,2023-09-26 13:15:00,False,long,0.86446,0.86418,long,neutral,long,long,long
29,2023-09-26 12:45:00,False,long,0.86492,0.86435,long,long,long,long,long
