,datetime,is_profit,signal,open_signal_price,close_signal_price,SuperOrderBlock,Volume,UMA,NW,ScalpPro
0,2023-10-06 18:44:00,False,long,0.87274,0.87258,long,neutral,long,long,short
1,2023-10-06 18:42:00,False,long,0.87314,0.87245,long,neutral,long,long,short
2,2023-10-06 18:39:00,True,long,0.8729,0.87314,long,long,long,long,long
3,2023-10-06 18:32:00,False,long,0.87258,0.87248,long,neutral,long,short,long
4,2023-10-06 18:06:00,True,long,0.87114,0.87116,long,neutral,long,long,long
5,2023-10-06 18:04:00,False,long,0.87112,0.87096,long,long,long,long,long
6,2023-10-06 17:46:00,True,long,0.87079,0.87096,long,neutral,long,long,long
7,2023-10-06 17:40:00,False,long,0.87114,0.87101,long,neutral,long,long,long
8,2023-10-06 17:38:00,False,long,0.87138,0.87116,long,long,long,long,long
9,2023-10-06 17:27:00,True,long,0.8704,0.87074,long,neutral,long,long,short
10,2023-10-06 17:26:00,False,long,0.87068,0.87066,long,neutral,long,long,long
11,2023-10-06 17:16:00,True,long,0.87037,0.87054,long,neutral,long,short,long
12,2023-10-06 17:14:00,True,long,0.86996,0.87051,long,neutral,long,short,long
13,2023-10-06 17:12:00,False,short,0.8699,0.87014,short,neutral,long,short,short
14,2023-10-06 17:11:00,True,long,0.86954,0.86996,long,neutral,long,long,short
15,2023-10-06 17:03:00,True,long,0.86905,0.86941,long,neutral,long,long,short
16,2023-10-06 16:45:00,True,short,0.86872,0.86857,short,long,short,short,long
17,2023-10-06 16:38:00,True,short,0.86796,0.86782,short,neutral,short,long,short
18,2023-10-06 16:35:00,True,short,0.86818,0.86796,short,neutral,long,short,short
19,2023-10-06 16:28:00,False,short,0.86846,0.86872,short,neutral,long,short,short
20,2023-10-06 16:10:00,False,short,0.86796,0.86838,short,neutral,long,short,short
21,2023-10-06 16:09:00,True,long,0.86792,0.86842,long,neutral,long,short,long
22,2023-10-06 16:02:00,True,short,0.86812,0.86772,short,neutral,short,short,short
23,2023-10-06 16:00:00,False,short,0.86764,0.86787,short,neutral,short,short,short
24,2023-10-06 15:57:00,False,long,0.8678,0.86764,long,long,short,short,long
25,2023-10-06 15:50:00,False,short,0.8662,0.8664,short,neutral,short,long,short
26,2023-10-06 15:38:00,False,long,0.86786,0.86785,long,neutral,short,long,long
27,2023-10-06 15:36:00,True,long,0.86775,0.86804,long,neutral,short,long,long
28,2023-10-06 15:29:00,False,long,0.87238,0.86884,long,neutral,long,long,short
29,2023-10-06 15:20:00,True,long,0.87286,0.87302,long,neutral,long,long,long
30,2023-10-06 15:17:00,True,long,0.87264,0.87286,long,neutral,long,long,short
31,2023-10-06 15:12:00,False,short,0.87242,0.87266,short,neutral,short,short,long
32,2023-10-06 15:10:00,False,short,0.87232,0.87258,short,neutral,short,short,short
33,2023-10-06 14:37:00,False,long,0.87222,0.8722,long,neutral,long,long,long
34,2023-10-06 14:31:00,False,short,0.87186,0.87202,short,neutral,short,long,short
35,2023-10-06 14:18:00,True,long,0.87204,0.87211,long,neutral,long,long,long
36,2023-10-06 14:03:00,True,short,0.8721,0.87203,short,neutral,long,short,short
37,2023-10-06 14:01:00,True,long,0.87196,0.87202,long,neutral,long,short,long
38,2023-10-06 13:46:00,True,short,0.87164,0.87162,short,neutral,short,long,short
39,2023-10-06 13:42:00,False,long,0.87184,0.87176,long,neutral,short,long,long
40,2023-10-06 13:36:00,False,long,0.87188,0.87183,long,neutral,short,long,long
41,2023-10-06 13:31:00,True,short,0.87196,0.87186,short,neutral,short,long,short
42,2023-10-06 13:30:00,True,short,0.87204,0.87188,short,neutral,short,long,short
43,2023-10-06 13:15:00,False,long,0.8724,0.87208,long,neutral,long,long,long
44,2023-10-06 13:04:00,True,long,0.87226,0.8724,long,neutral,short,long,long
45,2023-10-06 13:02:00,False,short,0.87228,0.87232,short,neutral,short,long,short
46,2023-10-06 12:57:00,False,long,0.87237,0.87214,long,neutral,short,long,long
47,2023-10-06 12:54:00,False,short,0.87228,0.87237,short,neutral,short,long,short
48,2023-10-06 12:49:00,True,short,0.87242,0.87232,short,neutral,short,long,short
49,2023-10-06 12:46:00,False,long,0.87244,0.87242,long,neutral,long,long,short
50,2023-10-06 12:44:00,False,long,0.87256,0.87238,long,neutral,long,long,long
51,2023-10-06 12:41:00,True,long,0.87249,0.87256,long,short,long,long,short
52,2023-10-06 12:40:00,True,long,0.87253,0.87262,long,short,long,long,short
53,2023-10-06 12:29:00,True,long,0.87248,0.8727,long,long,short,long,long
54,2023-10-06 12:23:00,False,short,0.87234,0.8724,short,short,short,long,short
55,2023-10-06 12:18:00,True,short,0.87244,0.87242,short,neutral,short,long,short
56,2023-10-06 12:05:00,False,long,0.87278,0.87261,long,neutral,long,long,long
57,2023-10-06 11:52:00,False,short,0.87248,0.87255,short,neutral,long,short,short
58,2023-10-06 11:42:00,False,short,0.87214,0.87242,short,neutral,short,short,short
59,2023-10-06 11:36:00,False,short,0.87205,0.8721,short,neutral,short,short,long
60,2023-10-06 11:25:00,False,short,0.8725,0.87254,short,long,short,short,long
61,2023-10-06 11:23:00,False,short,0.87223,0.8725,short,neutral,short,short,short
62,2023-10-06 11:20:00,True,short,0.8723,0.87223,short,neutral,long,short,short
63,2023-10-06 11:15:00,True,short,0.8723,0.87224,short,neutral,short,short,long
64,2023-10-06 11:13:00,True,long,0.87224,0.87228,long,neutral,long,short,long
65,2023-10-06 11:12:00,True,short,0.8723,0.8723,short,neutral,long,short,short
66,2023-10-06 11:07:00,False,long,0.87246,0.87228,long,neutral,long,short,long
67,2023-10-06 11:03:00,True,long,0.87226,0.87266,long,neutral,short,long,long
68,2023-10-06 11:00:00,True,short,0.87226,0.87226,short,neutral,short,long,short
69,2023-10-06 10:40:00,False,long,0.87288,0.8728,long,neutral,long,long,long
70,2023-10-06 10:31:00,False,long,0.87303,0.873,long,neutral,short,long,long
71,2023-10-06 10:25:00,False,long,0.87315,0.87306,long,long,short,long,long
72,2023-10-06 10:17:00,True,long,0.87284,0.87286,long,short,long,long,short
73,2023-10-06 10:06:00,False,short,0.87334,0.87343,short,neutral,long,short,short
74,2023-10-06 09:59:00,True,long,0.87258,0.87319,long,neutral,long,long,long
75,2023-10-06 09:57:00,True,long,0.87264,0.87268,long,neutral,long,long,long
76,2023-10-06 09:55:00,False,short,0.87262,0.87264,short,neutral,short,long,short
77,2023-10-06 09:48:00,True,long,0.87262,0.87272,long,long,long,short,long
78,2023-10-06 09:40:00,True,short,0.8725,0.8724,short,neutral,short,short,long
79,2023-10-06 09:30:00,False,short,0.87258,0.87276,short,neutral,short,short,long
80,2023-10-06 09:27:00,False,short,0.8725,0.87258,short,neutral,short,short,short
81,2023-10-06 09:18:00,True,long,0.8726,0.87267,long,neutral,long,short,long
82,2023-10-06 09:04:00,False,short,0.8725,0.87258,short,neutral,short,short,short
83,2023-10-06 08:53:00,True,short,0.87244,0.87237,short,neutral,short,short,short
84,2023-10-06 08:44:00,True,long,0.87256,0.87267,long,neutral,short,long,long
85,2023-10-06 08:40:00,False,short,0.87252,0.87259,short,neutral,short,long,short
86,2023-10-06 08:36:00,True,short,0.87274,0.87244,short,neutral,short,short,long
87,2023-10-06 08:33:00,False,short,0.87272,0.87274,short,short,short,long,short
88,2023-10-06 08:30:00,True,short,0.87294,0.87272,short,neutral,short,short,long
89,2023-10-06 08:26:00,True,short,0.87306,0.87294,short,neutral,short,short,short
90,2023-10-06 08:19:00,True,short,0.87326,0.87326,short,neutral,short,short,short
91,2023-10-06 08:11:00,False,short,0.87329,0.87336,short,neutral,short,short,long
92,2023-10-06 08:01:00,False,short,0.87332,0.87333,short,neutral,short,short,long
93,2023-10-06 07:58:00,False,short,0.87326,0.87332,short,neutral,short,short,long
94,2023-10-06 07:41:00,False,long,0.87371,0.87356,long,neutral,long,short,long
95,2023-10-06 07:27:00,True,short,0.8738,0.87372,short,long,short,short,long
96,2023-10-06 07:26:00,False,short,0.8737,0.87377,short,long,short,short,long
97,2023-10-06 07:25:00,False,short,0.8736,0.87378,short,neutral,short,short,long
98,2023-10-06 07:16:00,True,short,0.8738,0.87371,short,long,short,short,long
99,2023-10-06 07:15:00,True,short,0.87376,0.87374,short,neutral,short,short,long
100,2023-10-06 07:10:00,True,short,0.87376,0.87366,short,neutral,short,short,short
101,2023-10-06 07:07:00,True,short,0.87378,0.87376,short,neutral,short,short,long
102,2023-10-06 06:57:00,False,long,0.8739,0.87382,long,long,short,short,long
103,2023-10-06 06:56:00,True,short,0.87389,0.87389,short,long,short,short,long
104,2023-10-06 06:54:00,False,short,0.87386,0.8739,short,neutral,short,short,long
105,2023-10-06 06:40:00,False,short,0.8742,0.87424,short,neutral,short,short,long
106,2023-10-06 06:28:00,False,long,0.8745,0.87436,long,neutral,long,short,long
107,2023-10-06 06:25:00,False,short,0.87441,0.8745,short,neutral,long,short,short
108,2023-10-06 06:11:00,True,short,0.87435,0.87434,short,neutral,short,short,long
109,2023-10-06 06:03:00,True,short,0.87424,0.87424,short,neutral,long,short,short
110,2023-10-06 06:02:00,True,long,0.87422,0.8743,long,neutral,long,short,long
111,2023-10-06 06:01:00,False,long,0.87438,0.8743,long,long,short,short,long
112,2023-10-06 06:00:00,True,short,0.87436,0.87424,short,neutral,short,short,long
113,2023-10-06 05:59:00,True,short,0.87432,0.87422,short,neutral,neutral,short,short
114,2023-10-06 05:49:00,True,long,0.8743,0.87442,long,neutral,long,short,long
115,2023-10-06 05:41:00,False,long,0.87431,0.8741,long,neutral,long,short,long
116,2023-10-06 05:36:00,True,long,0.87404,0.87438,long,neutral,long,short,long
117,2023-10-06 05:35:00,True,long,0.8741,0.87418,long,neutral,long,short,long
118,2023-10-06 05:30:00,True,long,0.87388,0.87402,long,neutral,long,short,long
119,2023-10-06 05:29:00,False,short,0.8739,0.87392,short,neutral,long,short,short
120,2023-10-06 05:21:00,False,short,0.87393,0.87406,short,neutral,long,short,short
121,2023-10-06 05:10:00,True,long,0.87383,0.87383,long,neutral,long,short,long
122,2023-10-06 05:09:00,True,short,0.87389,0.87374,short,neutral,long,short,short
123,2023-10-06 04:51:00,True,short,0.87357,0.87348,short,neutral,short,short,long
124,2023-10-06 04:47:00,False,long,0.87346,0.87338,long,neutral,short,long,long
125,2023-10-06 04:40:00,False,long,0.87357,0.87354,long,neutral,long,long,long
126,2023-10-06 04:34:00,True,long,0.87318,0.87354,long,short,long,long,short
