,datetime,is_profit,signal,open_signal_price,close_signal_price,SuperOrderBlock,Volume,UMA,NW,ScalpPro
67,2023-10-04 12:46:00,True,long,0.86621,0.86646,long,neutral,long,long,long
68,2023-10-04 12:32:00,False,long,0.86616,0.86598,long,neutral,long,long,long
69,2023-10-04 12:19:00,False,long,0.86607,0.86587,long,neutral,long,long,long
70,2023-10-04 12:02:00,True,long,0.86606,0.8664,long,neutral,long,long,long
71,2023-10-04 11:27:00,False,short,0.86592,0.86594,short,neutral,short,short,short
72,2023-10-04 10:08:00,True,short,0.86516,0.86514,short,short,long,short,short
73,2023-10-04 08:58:00,False,short,0.86496,0.86506,short,neutral,short,short,short
74,2023-10-04 08:41:00,False,short,0.86534,0.86554,short,neutral,short,short,short
75,2023-10-04 07:31:00,False,long,0.86408,0.8639,long,long,long,long,long
76,2023-10-04 07:22:00,False,long,0.86414,0.86389,long,neutral,long,long,long
77,2023-10-04 07:11:00,True,long,0.86406,0.86416,long,long,long,long,long
78,2023-10-04 05:57:00,False,long,0.86452,0.86429,long,long,long,long,long
79,2023-10-04 05:48:00,False,long,0.8642,0.86414,long,neutral,long,long,long
80,2023-10-04 05:43:00,False,long,0.86428,0.86414,long,neutral,long,long,long
81,2023-10-04 05:20:00,False,long,0.86408,0.86402,long,neutral,long,long,long
82,2023-10-04 04:57:00,False,long,0.86354,0.86326,long,neutral,long,long,long
83,2023-10-04 04:50:00,False,short,0.86339,0.86359,short,neutral,short,short,short
84,2023-10-04 04:25:00,False,long,0.86427,0.86405,long,neutral,long,long,long
85,2023-10-04 03:38:00,True,short,0.86503,0.86486,short,long,short,short,short
86,2023-10-04 02:07:00,True,short,0.86362,0.86343,short,neutral,short,short,short
87,2023-10-04 01:27:00,False,short,0.8637,0.86372,short,neutral,short,short,short
88,2023-10-04 01:09:00,True,short,0.864,0.86398,short,neutral,short,short,short
89,2023-10-04 00:58:00,False,short,0.86394,0.8642,short,short,long,short,short
90,2023-10-04 00:35:00,True,short,0.86392,0.86386,short,neutral,short,short,short
91,2023-10-04 00:31:00,True,short,0.86391,0.86383,short,neutral,short,short,short
92,2023-10-03 23:54:00,True,short,0.86396,0.86393,short,neutral,short,short,short
93,2023-10-03 23:40:00,True,short,0.86406,0.86388,short,neutral,short,short,short
94,2023-10-03 22:39:00,False,short,0.86366,0.86376,short,neutral,short,short,short
95,2023-10-03 22:38:00,False,short,0.86365,0.86378,short,neutral,short,short,short
96,2023-10-03 21:25:00,False,short,0.86272,0.86274,short,neutral,short,short,short
97,2023-10-03 21:18:00,False,short,0.8625,0.8627,short,neutral,short,short,short
98,2023-10-03 21:06:00,True,short,0.86346,0.86312,short,short,short,short,short
99,2023-10-03 21:02:00,True,short,0.8637,0.86352,short,neutral,short,short,short
100,2023-10-03 19:54:00,False,short,0.86373,0.86392,short,neutral,short,short,short
101,2023-10-03 19:03:00,True,long,0.86376,0.8638,long,long,long,short,long
102,2023-10-03 18:58:00,False,short,0.8634,0.86368,short,neutral,short,short,short
103,2023-10-03 18:49:00,False,short,0.86324,0.86332,short,neutral,short,short,short
104,2023-10-03 18:46:00,True,short,0.86338,0.86324,short,neutral,short,short,short
105,2023-10-03 18:13:00,False,short,0.86424,0.86461,short,neutral,short,short,short
106,2023-10-03 17:40:00,False,short,0.86454,0.8646,short,neutral,short,short,short
107,2023-10-03 17:39:00,False,short,0.86432,0.86476,short,neutral,short,short,short
108,2023-10-03 16:34:00,True,long,0.86329,0.86353,long,neutral,long,long,long
109,2023-10-03 16:03:00,False,short,0.86388,0.86404,short,neutral,short,short,short
110,2023-10-03 14:37:00,False,short,0.8642,0.86441,short,neutral,short,short,short
111,2023-10-03 14:02:00,False,long,0.86521,0.86493,long,long,long,long,short
112,2023-10-03 13:06:00,False,short,0.86574,0.86575,short,neutral,short,short,short
113,2023-10-03 12:12:00,True,short,0.8654,0.8654,short,neutral,short,short,short
114,2023-10-03 12:00:00,True,short,0.86586,0.86556,short,neutral,short,short,short
115,2023-10-03 11:24:00,True,short,0.86606,0.86593,short,neutral,short,short,short
116,2023-10-03 11:06:00,False,long,0.86638,0.86622,long,neutral,long,long,long
117,2023-10-03 10:30:00,False,short,0.86554,0.86568,short,neutral,short,short,short
118,2023-10-03 10:03:00,False,long,0.86556,0.8654,long,neutral,long,long,long
119,2023-10-03 09:41:00,True,long,0.86518,0.86524,long,neutral,long,long,long
120,2023-10-03 09:17:00,False,long,0.8653,0.8648,long,neutral,long,long,long
121,2023-10-03 08:36:00,False,long,0.86616,0.86602,long,neutral,long,long,long
122,2023-10-03 08:23:00,False,long,0.86608,0.86584,long,neutral,long,long,long
123,2023-10-03 08:12:00,False,long,0.86614,0.86584,long,neutral,long,long,long
124,2023-10-03 07:54:00,False,long,0.86627,0.86595,long,long,short,long,long
125,2023-10-03 07:03:00,False,short,0.86875,0.86882,short,neutral,short,short,short
126,2023-10-03 06:20:00,False,short,0.86874,0.8688,short,neutral,short,short,short
127,2023-10-03 05:53:00,True,short,0.86854,0.86854,short,neutral,short,short,short
128,2023-10-03 05:17:00,False,long,0.8693,0.86897,long,long,long,long,short
129,2023-10-03 04:50:00,False,long,0.86976,0.86956,long,neutral,long,long,long
130,2023-10-03 04:35:00,False,long,0.86994,0.8698,long,neutral,long,long,long
131,2023-10-03 04:19:00,True,long,0.8701,0.8702,long,long,short,long,long
132,2023-10-03 04:12:00,True,short,0.87,0.8698,short,short,short,long,short
133,2023-10-03 04:07:00,False,long,0.87044,0.87006,long,neutral,long,long,long
134,2023-10-03 02:44:00,True,long,0.87024,0.87044,long,neutral,long,long,long
135,2023-10-03 02:22:00,False,short,0.87002,0.87011,short,neutral,short,short,short
136,2023-10-03 02:00:00,False,long,0.87017,0.87007,long,long,long,short,long
137,2023-10-03 01:55:00,False,short,0.86985,0.87016,short,short,short,short,short
138,2023-10-03 01:47:00,True,short,0.87,0.86994,short,neutral,short,short,short
139,2023-10-03 00:56:00,False,short,0.87016,0.87019,short,neutral,short,short,short
140,2023-10-03 00:48:00,False,short,0.8701,0.87018,short,neutral,short,short,short
141,2023-10-03 00:09:00,False,long,0.87023,0.87002,long,long,long,long,long
142,2023-10-02 22:23:00,True,long,0.87049,0.8705,long,neutral,long,long,long
143,2023-10-02 22:17:00,False,long,0.87048,0.87044,long,neutral,long,long,long
144,2023-10-02 21:53:00,False,long,0.87019,0.87012,long,neutral,long,long,long
145,2023-10-02 21:08:00,False,long,0.87076,0.87068,long,long,long,long,short
146,2023-10-02 20:59:00,False,short,0.87058,0.87062,short,short,short,long,short
147,2023-10-02 20:53:00,True,long,0.87078,0.87078,long,neutral,long,long,long
