,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,profit_in_bars_13,profit_in_bars_14,profit_in_bars_15,profit_in_bars_16,profit_in_bars_17,profit_in_bars_18,profit_in_bars_19,profit_in_bars_20,profit_in_bars_21,profit_in_bars_22,profit_in_bars_23,profit_in_bars_24,profit_in_bars_25,profit_in_bars_26,profit_in_bars_27,profit_in_bars_28,profit_in_bars_29,profit_in_bars_30,NW3,NW2,sob_delta_include_breaking,sob_delta,sp8/10/8,sp16/12/16,volume2,volume3,volume4,uma3,uma4,uma5,uma6,uma7,uma8,uma9,uma10,uma11,uma12,uma13,uma14,uma15,uma16,uma17,uma18,uma19,uma20,profit_in_bars_1,profit_in_bars_2,profit_in_bars_3,profit_in_bars_4,profit_in_bars_5,profit_in_bars_6,profit_in_bars_7,profit_in_bars_8,profit_in_bars_9,profit_in_bars_10,profit_in_bars_11,profit_in_bars_12
11,2023-10-26 14:00:00,OANDA:EURJPY,158.347,158.594,158.33,158.592,20457.0,Interval.in_2_hour,57333600.0,,,,,,,,,,,,,,,,,,,short,long,short,short,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,short,short,short,
12,2023-10-26 12:00:00,OANDA:EURJPY,158.608,158.614,158.293,158.347,12137.0,Interval.in_2_hour,57326400.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
13,2023-10-26 10:00:00,OANDA:EURJPY,158.548,158.8,158.547,158.608,17045.0,Interval.in_2_hour,57319200.0,short,,,,,,,,,,,,,,,,,,short,long,short,short,long,short,neutral,neutral,neutral,short,short,short,short,long,short,short,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,short,short
14,2023-10-26 08:00:00,OANDA:EURJPY,158.642,158.845,158.024,158.548,13659.0,Interval.in_2_hour,57312000.0,short,short,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,long,short,short,long,short,short,short,short,short,short,short,short,short,short,short,long,short,long,short,short,long,long,long,long,long,long,short
15,2023-10-26 06:00:00,OANDA:EURJPY,158.636,158.672,158.556,158.642,7784.0,Interval.in_2_hour,57304800.0,short,short,short,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,long,neutral,neutral,short,long,long,short,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long
16,2023-10-26 04:00:00,OANDA:EURJPY,158.61,158.69,158.562,158.636,10432.0,Interval.in_2_hour,57297600.0,long,short,short,short,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,short,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,long,long,long,long,long
17,2023-10-26 02:00:00,OANDA:EURJPY,158.673,158.683,158.517,158.61,7659.0,Interval.in_2_hour,57290400.0,long,long,short,short,short,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,short,neutral,neutral,long,short,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,short,short,short,short,short,short,long,long,long,long
18,2023-10-26 00:00:00,OANDA:EURJPY,158.714,158.797,158.552,158.673,3362.0,Interval.in_2_hour,57283200.0,long,short,long,short,short,short,,,,,,,,,,,,,short,long,long,long,long,short,neutral,neutral,neutral,long,long,long,long,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long
19,2023-10-25 22:00:00,OANDA:EURJPY,158.511,158.822,158.498,158.714,8854.0,Interval.in_2_hour,57276000.0,long,long,short,short,short,short,short,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,long,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long
20,2023-10-25 20:00:00,OANDA:EURJPY,158.588,158.618,158.426,158.511,14216.0,Interval.in_2_hour,57268800.0,long,long,long,long,long,long,long,long,,,,,,,,,,,short,long,neutral,neutral,long,short,short,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,short,long,short,short,long
21,2023-10-25 18:00:00,OANDA:EURJPY,158.702,158.844,158.532,158.588,16537.0,Interval.in_2_hour,57261600.0,long,long,long,long,long,long,short,short,short,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,short,long,short,long,short,short
22,2023-10-25 16:00:00,OANDA:EURJPY,158.54,158.766,158.44,158.702,22036.0,Interval.in_2_hour,57254400.0,short,long,long,long,long,short,short,short,short,short,,,,,,,,,short,long,short,short,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short
23,2023-10-25 14:00:00,OANDA:EURJPY,158.541,158.615,158.469,158.54,12796.0,Interval.in_2_hour,57247200.0,short,short,long,long,long,long,long,long,long,short,short,,,,,,,,short,long,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,short,long,long,long,long,long,long,long,short,long
24,2023-10-25 12:00:00,OANDA:EURJPY,158.684,158.69,158.41,158.541,11873.0,Interval.in_2_hour,57240000.0,long,short,short,long,long,long,long,long,long,long,short,short,,,,,,,short,long,neutral,neutral,long,short,short,short,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,short,long,long,long,long,long,long,long,short
25,2023-10-25 10:00:00,OANDA:EURJPY,158.774,158.82,158.58,158.684,14033.0,Interval.in_2_hour,57232800.0,short,short,short,short,long,long,long,long,short,long,short,short,short,,,,,,short,long,neutral,neutral,long,short,short,neutral,neutral,short,short,short,short,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,long,short,short,short,short,short,short
26,2023-10-25 08:00:00,OANDA:EURJPY,158.926,158.94,158.77,158.774,8440.0,Interval.in_2_hour,57225600.0,short,short,short,short,short,long,long,long,short,short,short,short,short,short,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
27,2023-10-25 06:00:00,OANDA:EURJPY,158.85,158.929,158.84,158.926,4870.0,Interval.in_2_hour,57218400.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,,,,short,long,short,short,long,short,long,long,neutral,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
28,2023-10-25 04:00:00,OANDA:EURJPY,158.77,158.861,158.714,158.85,9050.0,Interval.in_2_hour,57211200.0,short,short,short,short,short,short,short,short,long,long,short,short,short,short,short,short,,,short,long,neutral,neutral,long,short,long,neutral,neutral,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,short
29,2023-10-25 02:00:00,OANDA:EURJPY,158.758,158.846,158.722,158.77,6797.0,Interval.in_2_hour,57204000.0,short,short,short,short,short,short,short,short,long,long,long,short,short,short,short,short,short,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,short,short,short,short,short,short,short,short,short
30,2023-10-25 00:00:00,OANDA:EURJPY,158.762,158.775,158.686,158.758,2935.0,Interval.in_2_hour,57196800.0,short,short,short,short,short,short,short,short,short,long,long,long,long,short,short,short,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,short,short,short,short,short,short,short,short
31,2023-10-24 22:00:00,OANDA:EURJPY,158.726,158.804,158.687,158.762,6943.0,Interval.in_2_hour,57189600.0,short,short,short,short,short,short,short,short,short,short,long,long,long,long,short,short,short,short,short,long,short,neutral,long,short,long,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,short,long,long,long,long,short,short,short,short,short,short,short
32,2023-10-24 20:00:00,OANDA:EURJPY,158.589,158.742,158.582,158.726,9470.0,Interval.in_2_hour,57182400.0,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,short,short,short,long,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short
33,2023-10-24 18:00:00,OANDA:EURJPY,158.864,158.874,158.537,158.589,12315.0,Interval.in_2_hour,57175200.0,short,long,long,long,long,long,short,long,short,long,short,short,long,long,long,long,long,long,long,long,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,short
34,2023-10-24 16:00:00,OANDA:EURJPY,159.034,159.168,158.743,158.864,22491.0,Interval.in_2_hour,57168000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,short,short,short,short,short,short,long,short,short,short,short,short
35,2023-10-24 14:00:00,OANDA:EURJPY,159.162,159.356,159.002,159.034,15628.0,Interval.in_2_hour,57160800.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
36,2023-10-24 12:00:00,OANDA:EURJPY,159.24,159.324,159.108,159.162,13707.0,Interval.in_2_hour,57153600.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,short,short,neutral,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
37,2023-10-24 10:00:00,OANDA:EURJPY,159.703,159.78,159.012,159.24,20815.0,Interval.in_2_hour,57146400.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,long,short,short,neutral,neutral,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
38,2023-10-24 08:00:00,OANDA:EURJPY,159.818,159.917,159.628,159.703,9656.0,Interval.in_2_hour,57139200.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
39,2023-10-24 06:00:00,OANDA:EURJPY,159.782,159.894,159.736,159.818,4888.0,Interval.in_2_hour,57132000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,long,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
40,2023-10-24 04:00:00,OANDA:EURJPY,159.745,159.826,159.61,159.782,11387.0,Interval.in_2_hour,57124800.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short
41,2023-10-24 02:00:00,OANDA:EURJPY,159.694,159.845,159.683,159.745,6927.0,Interval.in_2_hour,57117600.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short
42,2023-10-24 00:00:00,OANDA:EURJPY,159.721,159.747,159.59,159.694,2531.0,Interval.in_2_hour,57110400.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short
43,2023-10-23 22:00:00,OANDA:EURJPY,159.648,159.736,159.478,159.721,7572.0,Interval.in_2_hour,57103200.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,short,short,short,short,short,short,short,short
44,2023-10-23 20:00:00,OANDA:EURJPY,159.624,159.78,159.588,159.648,11312.0,Interval.in_2_hour,57096000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short
45,2023-10-23 18:00:00,OANDA:EURJPY,159.286,159.664,159.275,159.624,13171.0,Interval.in_2_hour,57088800.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short
46,2023-10-23 16:00:00,OANDA:EURJPY,159.086,159.334,158.812,159.286,21069.0,Interval.in_2_hour,57081600.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short
47,2023-10-23 14:00:00,OANDA:EURJPY,159.034,159.17,158.884,159.086,14613.0,Interval.in_2_hour,57074400.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short
48,2023-10-23 12:00:00,OANDA:EURJPY,158.98,159.161,158.781,159.034,13488.0,Interval.in_2_hour,57067200.0,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
49,2023-10-23 10:00:00,OANDA:EURJPY,158.67,159.028,158.582,158.98,16727.0,Interval.in_2_hour,57060000.0,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,long,long,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
50,2023-10-23 08:00:00,OANDA:EURJPY,158.58,158.716,158.506,158.67,7140.0,Interval.in_2_hour,57052800.0,long,long,long,long,short,long,long,long,long,long,long,long,long,short,short,long,short,short,short,long,neutral,neutral,long,short,long,neutral,neutral,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
51,2023-10-23 06:00:00,OANDA:EURJPY,158.528,158.594,158.527,158.58,4442.0,Interval.in_2_hour,57045600.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,long,long,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long
52,2023-10-23 04:00:00,OANDA:EURJPY,158.66,158.662,158.513,158.528,7034.0,Interval.in_2_hour,57038400.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,neutral,neutral,long,short,short,short,neutral,short,short,short,short,short,short,short,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
53,2023-10-23 02:00:00,OANDA:EURJPY,158.734,158.758,158.565,158.66,7154.0,Interval.in_2_hour,57031200.0,long,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,short,short,short,long,neutral,neutral,long,short,short,neutral,neutral,short,neutral,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long
54,2023-10-23 00:00:00,OANDA:EURJPY,158.766,158.815,158.652,158.734,2432.0,Interval.in_2_hour,57024000.0,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,long,long,long,long,long,long,long,long
55,2023-10-20 22:00:00,OANDA:EURJPY,158.738,158.794,158.694,158.766,7108.0,Interval.in_2_hour,56844000.0,long,long,long,long,long,long,long,long,long,short,short,short,short,long,long,long,long,short,short,long,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,long,long,long,long,long,long,long
56,2023-10-20 20:00:00,OANDA:EURJPY,158.686,158.89,158.648,158.738,11292.0,Interval.in_2_hour,56836800.0,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,long,long,long,long,long,long
57,2023-10-20 18:00:00,OANDA:EURJPY,158.708,158.791,158.593,158.686,12977.0,Interval.in_2_hour,56829600.0,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,short,long,neutral,neutral,long,short,short,neutral,neutral,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,long,long,long,long,long
58,2023-10-20 16:00:00,OANDA:EURJPY,158.722,158.902,158.518,158.708,24107.0,Interval.in_2_hour,56822400.0,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,short,short,short,short,long,long,long,long
59,2023-10-20 14:00:00,OANDA:EURJPY,158.716,158.932,158.47,158.722,16474.0,Interval.in_2_hour,56815200.0,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,short,short,long,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,short,short,short,short,long,long,long
60,2023-10-20 12:00:00,OANDA:EURJPY,158.765,158.837,158.62,158.716,12407.0,Interval.in_2_hour,56808000.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,short,short,short,short,long,long
61,2023-10-20 10:00:00,OANDA:EURJPY,158.504,158.867,158.35,158.765,18951.0,Interval.in_2_hour,56800800.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,long,short,short,short,short,short,long
62,2023-10-20 08:00:00,OANDA:EURJPY,158.482,158.546,158.34,158.504,12494.0,Interval.in_2_hour,56793600.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
63,2023-10-20 06:00:00,OANDA:EURJPY,158.512,158.516,158.44,158.482,5825.0,Interval.in_2_hour,56786400.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
64,2023-10-20 04:00:00,OANDA:EURJPY,158.48,158.536,158.43,158.512,9945.0,Interval.in_2_hour,56779200.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long
65,2023-10-20 02:00:00,OANDA:EURJPY,158.526,158.611,158.433,158.48,8081.0,Interval.in_2_hour,56772000.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
66,2023-10-20 00:00:00,OANDA:EURJPY,158.508,158.564,158.458,158.526,2298.0,Interval.in_2_hour,56764800.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,long,long,long,long,long,long,long,long
67,2023-10-19 22:00:00,OANDA:EURJPY,158.561,158.632,158.486,158.508,9442.0,Interval.in_2_hour,56757600.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,neutral,long,short,short,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,short,short,long,long,long,long,long,long,long
68,2023-10-19 20:00:00,OANDA:EURJPY,158.672,158.794,158.518,158.561,22740.0,Interval.in_2_hour,56750400.0,long,long,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,long,long,long,long,long,long
69,2023-10-19 18:00:00,OANDA:EURJPY,158.451,158.936,158.28,158.672,30252.0,Interval.in_2_hour,56743200.0,long,long,long,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,long,long,long,long,long
70,2023-10-19 16:00:00,OANDA:EURJPY,158.458,158.488,158.302,158.451,20654.0,Interval.in_2_hour,56736000.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
71,2023-10-19 14:00:00,OANDA:EURJPY,158.064,158.489,158.064,158.458,18804.0,Interval.in_2_hour,56728800.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long
72,2023-10-19 12:00:00,OANDA:EURJPY,157.864,158.083,157.862,158.064,14605.0,Interval.in_2_hour,56721600.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
