,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,profit_in_bars_13,profit_in_bars_14,profit_in_bars_15,profit_in_bars_16,profit_in_bars_17,profit_in_bars_18,profit_in_bars_19,profit_in_bars_20,profit_in_bars_21,profit_in_bars_22,profit_in_bars_23,profit_in_bars_24,profit_in_bars_25,profit_in_bars_26,profit_in_bars_27,profit_in_bars_28,profit_in_bars_29,profit_in_bars_30,NW3,NW2,sob_delta_include_breaking,sob_delta,sp8/10/8,sp16/12/16,volume2,volume3,volume4,uma3,uma4,uma5,uma6,uma7,uma8,uma9,uma10,uma11,uma12,uma13,uma14,uma15,uma16,uma17,uma18,uma19,uma20,profit_in_bars_1,profit_in_bars_2,profit_in_bars_3,profit_in_bars_4,profit_in_bars_5,profit_in_bars_6,profit_in_bars_7,profit_in_bars_8,profit_in_bars_9,profit_in_bars_10,profit_in_bars_11,profit_in_bars_12
0,2023-10-27 12:06:00,OANDA:AUDUSD,0.63525,0.6352800000000001,0.6352249999999999,0.6352249999999999,8.0,Interval.in_3_minute,57413160.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,,,,,,,
1,2023-10-27 12:03:00,OANDA:AUDUSD,0.63498,0.6352500000000001,0.63498,0.63525,121.0,Interval.in_3_minute,57412980.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,,,,,,,,,,,
2,2023-10-27 12:00:00,OANDA:AUDUSD,0.63504,0.63513,0.63492,0.63498,76.0,Interval.in_3_minute,57412800.0,,,,,,,,,,,,,,,,,,,short,long,long,long,long,short,neutral,neutral,neutral,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,,,,,
3,2023-10-27 11:57:00,OANDA:AUDUSD,0.63496,0.63518,0.63493,0.63504,60.0,Interval.in_3_minute,57412620.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,,,,,,,,,
4,2023-10-27 11:54:00,OANDA:AUDUSD,0.635,0.63501,0.63491,0.63496,60.0,Interval.in_3_minute,57412440.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,,,
5,2023-10-27 11:51:00,OANDA:AUDUSD,0.63492,0.63503,0.634915,0.635,65.0,Interval.in_3_minute,57412260.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,short,long,short,long,long,,,,,,,
6,2023-10-27 11:48:00,OANDA:AUDUSD,0.63503,0.63504,0.63483,0.63492,97.0,Interval.in_3_minute,57412080.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,short,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,
7,2023-10-27 11:45:00,OANDA:AUDUSD,0.63506,0.63508,0.63486,0.63503,80.0,Interval.in_3_minute,57411900.0,,,,,,,,,,,,,,,,,,,short,long,long,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,short,long,long,,,,,
8,2023-10-27 11:42:00,OANDA:AUDUSD,0.63503,0.63516,0.63501,0.63506,81.0,Interval.in_3_minute,57411720.0,,,,,,,,,,,,,,,,,,,short,long,neutral,neutral,long,short,long,long,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,long,long,,,,
9,2023-10-27 11:39:00,OANDA:AUDUSD,0.63484,0.63504,0.63484,0.63503,69.0,Interval.in_3_minute,57411540.0,,,,,,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,long,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,short,long,long,,,
10,2023-10-27 11:36:00,OANDA:AUDUSD,0.63481,0.63494,0.63481,0.63484,75.0,Interval.in_3_minute,57411360.0,,,,,,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,
11,2023-10-27 11:33:00,OANDA:AUDUSD,0.63493,0.63502,0.6348,0.63481,60.0,Interval.in_3_minute,57411180.0,,,,,,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,short,short,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,
12,2023-10-27 11:30:00,OANDA:AUDUSD,0.63494,0.63516,0.63493,0.63493,65.0,Interval.in_3_minute,57411000.0,,,,,,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,short,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,short,long,long,long,long,long,long
13,2023-10-27 11:27:00,OANDA:AUDUSD,0.635,0.635045,0.63492,0.63494,55.0,Interval.in_3_minute,57410820.0,long,,,,,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,long,long,short,long,long,long,long,long
14,2023-10-27 11:24:00,OANDA:AUDUSD,0.63493,0.635005,0.63477,0.635,128.0,Interval.in_3_minute,57410640.0,long,long,,,,,,,,,,,,,,,,,short,short,long,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,long,long,long,short,long,short,long,short
15,2023-10-27 11:21:00,OANDA:AUDUSD,0.63486,0.63502,0.63483,0.63493,164.0,Interval.in_3_minute,57410460.0,long,long,long,,,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,short,long,long,long
16,2023-10-27 11:18:00,OANDA:AUDUSD,0.63472,0.63498,0.63472,0.63486,127.0,Interval.in_3_minute,57410280.0,long,long,long,long,,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,long,long,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long
17,2023-10-27 11:15:00,OANDA:AUDUSD,0.6345,0.634785,0.634455,0.63472,124.0,Interval.in_3_minute,57410100.0,long,long,long,long,long,,,,,,,,,,,,,,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
18,2023-10-27 11:12:00,OANDA:AUDUSD,0.63445,0.63452,0.63428,0.6345,123.0,Interval.in_3_minute,57409920.0,long,long,long,long,long,long,,,,,,,,,,,,,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
19,2023-10-27 11:09:00,OANDA:AUDUSD,0.63465,0.63465,0.63439,0.63445,116.0,Interval.in_3_minute,57409740.0,long,long,long,long,long,long,long,,,,,,,,,,,,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
20,2023-10-27 11:06:00,OANDA:AUDUSD,0.63444,0.6347,0.634435,0.63465,77.0,Interval.in_3_minute,57409560.0,long,long,long,long,long,long,long,long,,,,,,,,,,,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long
21,2023-10-27 11:03:00,OANDA:AUDUSD,0.63437,0.634565,0.63436,0.63444,112.0,Interval.in_3_minute,57409380.0,long,long,long,long,long,long,long,long,long,,,,,,,,,,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
22,2023-10-27 11:00:00,OANDA:AUDUSD,0.63428,0.63438,0.63418,0.63437,98.0,Interval.in_3_minute,57409200.0,long,long,long,long,long,long,long,long,long,long,,,,,,,,,short,short,neutral,neutral,long,short,long,long,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
23,2023-10-27 10:57:00,OANDA:AUDUSD,0.63412,0.634285,0.63412,0.63428,59.0,Interval.in_3_minute,57409020.0,long,long,long,long,long,long,long,long,long,long,long,,,,,,,,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
24,2023-10-27 10:54:00,OANDA:AUDUSD,0.63404,0.63414,0.63402,0.63412,54.0,Interval.in_3_minute,57408840.0,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
25,2023-10-27 10:51:00,OANDA:AUDUSD,0.63413,0.63422,0.63402,0.63404,103.0,Interval.in_3_minute,57408660.0,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
