,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,profit_in_bars_13,profit_in_bars_14,profit_in_bars_15,profit_in_bars_16,profit_in_bars_17,profit_in_bars_18,profit_in_bars_19,profit_in_bars_20,profit_in_bars_21,profit_in_bars_22,profit_in_bars_23,profit_in_bars_24,profit_in_bars_25,profit_in_bars_26,profit_in_bars_27,profit_in_bars_28,profit_in_bars_29,profit_in_bars_30,NW3,NW2,sob_delta_include_breaking,sob_delta,sp8/10/8,sp16/12/16,volume2,volume3,volume4,uma3,uma4,uma5,uma6,uma7,uma8,uma9,uma10,uma11,uma12,uma13,uma14,uma15,uma16,uma17,uma18,uma19,uma20,profit_in_bars_1,profit_in_bars_2,profit_in_bars_3,profit_in_bars_4,profit_in_bars_5,profit_in_bars_6,profit_in_bars_7,profit_in_bars_8,profit_in_bars_9,profit_in_bars_10,profit_in_bars_11,profit_in_bars_12
10,2023-10-27 02:00:00,OANDA:AUDJPY,95.12,95.248,95.118,95.234,4106.0,Interval.in_1_hour,57376800.0,,,,,,,,,,,,,,,,,,,long,long,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,short,long,long,long,,
11,2023-10-27 01:00:00,OANDA:AUDJPY,95.076,95.162,95.064,95.12,1212.0,Interval.in_1_hour,57373200.0,,,,,,,,,,,,,,,,,,,long,long,neutral,neutral,long,short,neutral,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,
12,2023-10-27 00:00:00,OANDA:AUDJPY,95.083,95.111,95.036,95.076,480.0,Interval.in_1_hour,57369600.0,,,,,,,,,,,,,,,,,,,long,short,neutral,neutral,long,short,neutral,neutral,neutral,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
13,2023-10-26 23:00:00,OANDA:AUDJPY,95.018,95.132,95.012,95.083,2852.0,Interval.in_1_hour,57366000.0,long,,,,,,,,,,,,,,,,,,long,short,short,short,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,long,long,long
14,2023-10-26 22:00:00,OANDA:AUDJPY,95.158,95.183,94.942,95.018,4515.0,Interval.in_1_hour,57362400.0,long,long,,,,,,,,,,,,,,,,,long,short,long,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
15,2023-10-26 21:00:00,OANDA:AUDJPY,95.119,95.202,95.092,95.158,4831.0,Interval.in_1_hour,57358800.0,long,long,long,,,,,,,,,,,,,,,,long,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,long,long,long,long,long,long,long,short
16,2023-10-26 20:00:00,OANDA:AUDJPY,94.806,95.128,94.792,95.119,6323.0,Interval.in_1_hour,57355200.0,long,long,long,long,,,,,,,,,,,,,,,long,short,neutral,neutral,long,short,neutral,neutral,neutral,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,long,long,long,long,long,long,long
17,2023-10-26 19:00:00,OANDA:AUDJPY,94.954,94.954,94.795,94.806,5798.0,Interval.in_1_hour,57351600.0,long,long,long,long,long,,,,,,,,,,,,,,long,short,neutral,neutral,long,short,short,neutral,neutral,short,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
18,2023-10-26 18:00:00,OANDA:AUDJPY,95.036,95.047,94.834,94.954,9045.0,Interval.in_1_hour,57348000.0,long,long,long,long,long,long,,,,,,,,,,,,,long,short,long,long,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,long,long,long
19,2023-10-26 17:00:00,OANDA:AUDJPY,94.898,95.0885,94.816,95.036,12448.0,Interval.in_1_hour,57344400.0,long,long,long,long,long,long,long,,,,,,,,,,,,long,short,long,long,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,short,long,long,long,long,long,long,long
20,2023-10-26 16:00:00,OANDA:AUDJPY,94.948,95.008,94.835,94.898,12706.0,Interval.in_1_hour,57340800.0,long,long,long,long,long,long,long,long,,,,,,,,,,,long,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,long
21,2023-10-26 15:00:00,OANDA:AUDJPY,94.766,94.956,94.692,94.948,12575.0,Interval.in_1_hour,57337200.0,long,long,long,long,long,long,long,long,long,,,,,,,,,,long,short,short,neutral,long,short,long,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,short,long,long,long,long,long,long,long,long
22,2023-10-26 14:00:00,OANDA:AUDJPY,94.714,94.809,94.694,94.766,4928.0,Interval.in_1_hour,57333600.0,long,long,long,long,long,long,long,long,long,long,,,,,,,,,long,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,short,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long
23,2023-10-26 13:00:00,OANDA:AUDJPY,94.885,94.916,94.6895,94.714,4745.0,Interval.in_1_hour,57330000.0,long,long,long,long,long,long,long,long,long,long,long,,,,,,,,long,short,neutral,neutral,long,short,short,short,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
24,2023-10-26 12:00:00,OANDA:AUDJPY,94.897,94.946,94.832,94.885,5658.0,Interval.in_1_hour,57326400.0,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,,long,short,neutral,neutral,long,short,short,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,long,long,long,long,short,long,long,long,long,long
25,2023-10-26 11:00:00,OANDA:AUDJPY,94.904,94.944,94.812,94.897,6390.0,Interval.in_1_hour,57322800.0,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,,,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,long,long,long,long,short,long,long,long,long
26,2023-10-26 10:00:00,OANDA:AUDJPY,94.674,94.947,94.66,94.904,7995.0,Interval.in_1_hour,57319200.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,,short,short,short,short,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,long,short,long,long,short,long,long,long
27,2023-10-26 09:00:00,OANDA:AUDJPY,94.622,94.822,94.454,94.674,8371.0,Interval.in_1_hour,57315600.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,,,short,long,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,short,short,short,long,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
28,2023-10-26 08:00:00,OANDA:AUDJPY,94.429,94.69,94.428,94.622,4011.0,Interval.in_1_hour,57312000.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,,short,long,neutral,neutral,long,short,long,long,neutral,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
29,2023-10-26 07:00:00,OANDA:AUDJPY,94.424,94.451,94.366,94.429,2450.0,Interval.in_1_hour,57308400.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,,short,long,neutral,neutral,long,short,long,neutral,neutral,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
30,2023-10-26 06:00:00,OANDA:AUDJPY,94.394,94.47,94.383,94.424,4214.0,Interval.in_1_hour,57304800.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
31,2023-10-26 05:00:00,OANDA:AUDJPY,94.487,94.498,94.312,94.394,5276.0,Interval.in_1_hour,57301200.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
32,2023-10-26 04:00:00,OANDA:AUDJPY,94.323,94.582,94.264,94.487,6251.0,Interval.in_1_hour,57297600.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long
33,2023-10-26 03:00:00,OANDA:AUDJPY,94.468,94.536,94.248,94.323,5054.0,Interval.in_1_hour,57294000.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long
34,2023-10-26 02:00:00,OANDA:AUDJPY,94.456,94.534,94.438,94.468,2799.0,Interval.in_1_hour,57290400.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,long,long,long,long,long,long,long
35,2023-10-26 01:00:00,OANDA:AUDJPY,94.731,94.734,94.329,94.456,3061.0,Interval.in_1_hour,57286800.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,neutral,neutral,long,short,short,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,long,short,short,short,long,long,long,long,long,long
36,2023-10-26 00:00:00,OANDA:AUDJPY,94.77,94.822,94.689,94.731,784.0,Interval.in_1_hour,57283200.0,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long
37,2023-10-25 23:00:00,OANDA:AUDJPY,94.698,94.818,94.67,94.77,3800.0,Interval.in_1_hour,57279600.0,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,short,long,long,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long
38,2023-10-25 22:00:00,OANDA:AUDJPY,94.646,94.73,94.622,94.698,4044.0,Interval.in_1_hour,57276000.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,short,long,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,short,short,short,short,short,short,short,short,short,long
39,2023-10-25 21:00:00,OANDA:AUDJPY,94.627,94.693,94.59,94.646,4827.0,Interval.in_1_hour,57272400.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,short,short,short,short,short,short,short,short,long
40,2023-10-25 20:00:00,OANDA:AUDJPY,94.776,94.805,94.575,94.627,7682.0,Interval.in_1_hour,57268800.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,neutral,neutral,long,short,short,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,short,short,short,short,short,short,short,short
41,2023-10-25 19:00:00,OANDA:AUDJPY,94.955,94.96,94.743,94.776,5153.0,Interval.in_1_hour,57265200.0,short,short,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
42,2023-10-25 18:00:00,OANDA:AUDJPY,94.954,95.061,94.902,94.955,9503.0,Interval.in_1_hour,57261600.0,short,short,short,short,short,short,short,short,short,short,long,short,short,long,long,long,long,long,short,long,short,short,long,short,long,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
43,2023-10-25 17:00:00,OANDA:AUDJPY,94.934,95.012,94.756,94.954,12035.0,Interval.in_1_hour,57258000.0,short,short,short,short,short,short,short,short,short,short,short,long,long,short,long,long,long,long,long,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,short
44,2023-10-25 16:00:00,OANDA:AUDJPY,95.038,95.096,94.83,94.934,7214.0,Interval.in_1_hour,57254400.0,short,short,short,short,short,short,short,short,short,short,long,short,long,long,short,long,long,long,long,long,neutral,neutral,long,short,neutral,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,short,short,short,short,short,short,short,short,short,short
45,2023-10-25 15:00:00,OANDA:AUDJPY,95.024,95.152,95.016,95.038,5922.0,Interval.in_1_hour,57250800.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,neutral,neutral,long,short,long,long,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
46,2023-10-25 14:00:00,OANDA:AUDJPY,95.012,95.066,94.946,95.024,4294.0,Interval.in_1_hour,57247200.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,long,long,long,short,short,long,short,long,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,short
47,2023-10-25 13:00:00,OANDA:AUDJPY,94.936,95.038,94.885,95.012,4236.0,Interval.in_1_hour,57243600.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,long,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,short,short,short,short,short,short,short,short,short,short
48,2023-10-25 12:00:00,OANDA:AUDJPY,95.242,95.25,94.904,94.936,5592.0,Interval.in_1_hour,57240000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,long,long,long,long,long,neutral,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,short,long,long,short,short,short,short,short,short
49,2023-10-25 11:00:00,OANDA:AUDJPY,95.296,95.354,95.217,95.242,5981.0,Interval.in_1_hour,57236400.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short
50,2023-10-25 10:00:00,OANDA:AUDJPY,95.491,95.492,95.276,95.296,6625.0,Interval.in_1_hour,57232800.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,short,short,short,neutral,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
51,2023-10-25 09:00:00,OANDA:AUDJPY,95.543,95.642,95.49,95.491,5329.0,Interval.in_1_hour,57229200.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,short,neutral,neutral,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
52,2023-10-25 08:00:00,OANDA:AUDJPY,95.697,95.714,95.464,95.543,4064.0,Interval.in_1_hour,57225600.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
53,2023-10-25 07:00:00,OANDA:AUDJPY,95.616,95.704,95.592,95.697,2907.0,Interval.in_1_hour,57222000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
54,2023-10-25 06:00:00,OANDA:AUDJPY,95.708,95.743,95.574,95.616,2951.0,Interval.in_1_hour,57218400.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,short,short,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short
55,2023-10-25 05:00:00,OANDA:AUDJPY,95.776,95.804,95.664,95.708,3855.0,Interval.in_1_hour,57214800.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,short,short,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
56,2023-10-25 04:00:00,OANDA:AUDJPY,95.804,95.9,95.681,95.776,5016.0,Interval.in_1_hour,57211200.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
57,2023-10-25 03:00:00,OANDA:AUDJPY,95.312,95.816,95.28,95.804,6133.0,Interval.in_1_hour,57207600.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
58,2023-10-25 02:00:00,OANDA:AUDJPY,95.252,95.338,95.244,95.312,1618.0,Interval.in_1_hour,57204000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short
59,2023-10-25 01:00:00,OANDA:AUDJPY,95.27,95.273,95.205,95.252,1642.0,Interval.in_1_hour,57200400.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,short,short,neutral,short,short,long,long,long,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short
60,2023-10-25 00:00:00,OANDA:AUDJPY,95.281,95.312,95.203,95.27,1490.0,Interval.in_1_hour,57196800.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,short,short,neutral,neutral,long,long,long,long,short,short,short,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,long,short,short
61,2023-10-24 23:00:00,OANDA:AUDJPY,95.304,95.328,95.247,95.281,2316.0,Interval.in_1_hour,57193200.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,short
62,2023-10-24 22:00:00,OANDA:AUDJPY,95.3,95.326,95.264,95.304,2990.0,Interval.in_1_hour,57189600.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,long,long,neutral,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,long,long,long,long,long,long,long,short
63,2023-10-24 21:00:00,OANDA:AUDJPY,95.244,95.32,95.22,95.3,3420.0,Interval.in_1_hour,57186000.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,long,neutral,neutral,long,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,long,long,long,long,long,long,long
64,2023-10-24 20:00:00,OANDA:AUDJPY,95.082,95.266,95.076,95.244,4610.0,Interval.in_1_hour,57182400.0,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,short,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
65,2023-10-24 19:00:00,OANDA:AUDJPY,95.126,95.176,95.038,95.082,3941.0,Interval.in_1_hour,57178800.0,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,short,neutral,neutral,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
66,2023-10-24 18:00:00,OANDA:AUDJPY,95.3,95.302,95.082,95.126,5384.0,Interval.in_1_hour,57175200.0,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,long,long,long
67,2023-10-24 17:00:00,OANDA:AUDJPY,95.3,95.377,95.204,95.3,7942.0,Interval.in_1_hour,57171600.0,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,long,short,short,short,long,long,long,long
68,2023-10-24 16:00:00,OANDA:AUDJPY,95.31,95.334,95.18,95.3,9166.0,Interval.in_1_hour,57168000.0,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,long,short,short,short,long,long,long
69,2023-10-24 15:00:00,OANDA:AUDJPY,95.304,95.336,95.252,95.31,6761.0,Interval.in_1_hour,57164400.0,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,short,long,long,long,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,long,long
70,2023-10-24 14:00:00,OANDA:AUDJPY,95.196,95.334,95.185,95.304,4956.0,Interval.in_1_hour,57160800.0,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short,long,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,long,short,short,short,long
71,2023-10-24 13:00:00,OANDA:AUDJPY,95.218,95.256,95.178,95.196,5194.0,Interval.in_1_hour,57157200.0,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long
