,datetime,symbol,open,high,low,close,volume,interval,datetime_sec,profit_in_bars_13,profit_in_bars_14,profit_in_bars_15,profit_in_bars_16,profit_in_bars_17,profit_in_bars_18,profit_in_bars_19,profit_in_bars_20,profit_in_bars_21,profit_in_bars_22,profit_in_bars_23,profit_in_bars_24,profit_in_bars_25,profit_in_bars_26,profit_in_bars_27,profit_in_bars_28,profit_in_bars_29,profit_in_bars_30,NW3,NW2,sob_delta_include_breaking,sob_delta,sp8/10/8,sp16/12/16,volume2,volume3,volume4,uma3,uma4,uma5,uma6,uma7,uma8,uma9,uma10,uma11,uma12,uma13,uma14,uma15,uma16,uma17,uma18,uma19,uma20,profit_in_bars_1,profit_in_bars_2,profit_in_bars_3,profit_in_bars_4,profit_in_bars_5,profit_in_bars_6,profit_in_bars_7,profit_in_bars_8,profit_in_bars_9,profit_in_bars_10,profit_in_bars_11,profit_in_bars_12
42,2023-10-27 11:24:00,OANDA:AUDCAD,0.87656,0.876605,0.87653,0.87654,21.0,Interval.in_1_minute,57410640.0,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,short,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,short,short,short,short,short
43,2023-10-27 11:23:00,OANDA:AUDCAD,0.87658,0.876605,0.87652,0.87656,23.0,Interval.in_1_minute,57410580.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,short,short,short,short
44,2023-10-27 11:22:00,OANDA:AUDCAD,0.8765,0.876645,0.87645,0.87658,22.0,Interval.in_1_minute,57410520.0,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,neutral,long,long,long,long,long,long,short,short,short,long,long,long,long,long,long,short,short,short
45,2023-10-27 11:21:00,OANDA:AUDCAD,0.87644,0.87657,0.87642,0.8765,26.0,Interval.in_1_minute,57410460.0,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short
46,2023-10-27 11:20:00,OANDA:AUDCAD,0.87653,0.87654,0.87642,0.87644,27.0,Interval.in_1_minute,57410400.0,long,long,short,long,short,short,long,short,long,long,long,long,long,short,short,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
47,2023-10-27 11:19:00,OANDA:AUDCAD,0.87646,0.8766,0.87646,0.87653,25.0,Interval.in_1_minute,57410340.0,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,short,short,long,long,long,short,long,long,long,long,long,long
48,2023-10-27 11:18:00,OANDA:AUDCAD,0.8764,0.876485,0.8763,0.87646,35.0,Interval.in_1_minute,57410280.0,long,long,long,long,short,long,short,short,long,short,long,long,long,long,long,short,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,neutral,long,short,short,short,short,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,long,long,long,long,long
49,2023-10-27 11:17:00,OANDA:AUDCAD,0.87652,0.87658,0.876375,0.8764,27.0,Interval.in_1_minute,57410220.0,long,long,long,long,long,short,long,short,short,long,long,long,long,long,long,long,short,short,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
50,2023-10-27 11:16:00,OANDA:AUDCAD,0.8764,0.87654,0.8764,0.87652,37.0,Interval.in_1_minute,57410160.0,long,long,long,short,short,short,short,short,short,short,short,short,short,short,long,short,short,short,short,short,neutral,neutral,long,short,long,long,neutral,long,long,long,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,short,short,long,short,short,long,long,long,short,long,long,long
51,2023-10-27 11:15:00,OANDA:AUDCAD,0.8764,0.876465,0.87636,0.8764,27.0,Interval.in_1_minute,57410100.0,long,long,long,long,long,long,long,short,long,short,short,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,neutral,neutral,short,short,short,short,short,short,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
52,2023-10-27 11:14:00,OANDA:AUDCAD,0.87638,0.87641,0.876335,0.8764,21.0,Interval.in_1_minute,57410040.0,long,long,long,long,long,long,long,long,short,long,short,short,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
53,2023-10-27 11:13:00,OANDA:AUDCAD,0.87643,0.87643,0.876275,0.87638,23.0,Interval.in_1_minute,57409980.0,long,long,long,long,long,long,long,long,long,long,long,long,short,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
54,2023-10-27 11:12:00,OANDA:AUDCAD,0.87643,0.87646,0.87642,0.87643,14.0,Interval.in_1_minute,57409920.0,long,long,long,long,long,long,long,long,long,long,short,long,short,short,long,short,long,long,short,short,neutral,neutral,long,short,long,neutral,neutral,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,short,long,long,long,long,long,long,long
55,2023-10-27 11:11:00,OANDA:AUDCAD,0.87642,0.87646,0.87636,0.87643,20.0,Interval.in_1_minute,57409860.0,long,long,long,long,long,long,long,long,long,long,long,short,long,short,short,long,short,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,short,long,long,long,long,long,long
56,2023-10-27 11:10:00,OANDA:AUDCAD,0.87654,0.87655,0.87642,0.87642,15.0,Interval.in_1_minute,57409800.0,long,long,long,long,long,long,long,long,long,long,long,long,short,long,short,short,long,short,short,short,long,long,long,short,neutral,neutral,neutral,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,long,short,long,long,long,long,long
57,2023-10-27 11:09:00,OANDA:AUDCAD,0.87654,0.87656,0.87647,0.87654,22.0,Interval.in_1_minute,57409740.0,long,long,long,short,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,long,long,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short,short
58,2023-10-27 11:08:00,OANDA:AUDCAD,0.87654,0.876585,0.87648,0.87654,49.0,Interval.in_1_minute,57409680.0,short,long,long,long,short,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short,short
59,2023-10-27 11:07:00,OANDA:AUDCAD,0.87644,0.87659,0.87644,0.87654,39.0,Interval.in_1_minute,57409620.0,short,short,long,long,long,short,long,long,long,long,long,long,short,short,short,short,short,short,short,short,neutral,neutral,long,short,long,long,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,short,short,short,short
60,2023-10-27 11:06:00,OANDA:AUDCAD,0.87636,0.87644,0.876355,0.87644,30.0,Interval.in_1_minute,57409560.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,long,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,short,short,short,short,long,short,long
61,2023-10-27 11:05:00,OANDA:AUDCAD,0.87631,0.8764,0.87631,0.87636,16.0,Interval.in_1_minute,57409500.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
62,2023-10-27 11:04:00,OANDA:AUDCAD,0.87637,0.87641,0.87631,0.87631,22.0,Interval.in_1_minute,57409440.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
63,2023-10-27 11:03:00,OANDA:AUDCAD,0.87625,0.87637,0.87623,0.87637,23.0,Interval.in_1_minute,57409380.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long
64,2023-10-27 11:02:00,OANDA:AUDCAD,0.87618,0.87626,0.87616,0.87625,27.0,Interval.in_1_minute,57409320.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
65,2023-10-27 11:01:00,OANDA:AUDCAD,0.87612,0.87618,0.87609,0.87618,19.0,Interval.in_1_minute,57409260.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
66,2023-10-27 11:00:00,OANDA:AUDCAD,0.87606,0.87612,0.87604,0.87612,20.0,Interval.in_1_minute,57409200.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
67,2023-10-27 10:59:00,OANDA:AUDCAD,0.87604,0.87606,0.876,0.87606,14.0,Interval.in_1_minute,57409140.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
68,2023-10-27 10:58:00,OANDA:AUDCAD,0.87603,0.87609,0.87603,0.87604,7.0,Interval.in_1_minute,57409080.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,long,neutral,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
69,2023-10-27 10:57:00,OANDA:AUDCAD,0.87592,0.87611,0.87592,0.87603,20.0,Interval.in_1_minute,57409020.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,long,neutral,neutral,long,long,long,long,short,short,long,long,long,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
70,2023-10-27 10:56:00,OANDA:AUDCAD,0.87588,0.87595,0.87587,0.87592,12.0,Interval.in_1_minute,57408960.0,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,short,short,neutral,neutral,long,short,neutral,neutral,neutral,short,short,short,short,short,short,long,short,short,short,short,short,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long
