,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneEUR/USD Нет сигнала 25мин,2023-11-01 01:30:00,1.05775,Interval.in_5_minute,EURUSD,OANDA,25
