,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneAUD/CHF Нет сигнала 12мин,2023-11-01 01:30:00,0.57686,Interval.in_3_minute,AUDCHF,OANDA,12
