,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneAUD/CAD Нет сигнала 25мин,2023-11-01 01:25:00,0.87945,Interval.in_5_minute,AUDCAD,OANDA,25
