,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneGBP/AUD Нет сигнала 4мин,2023-11-01 01:33:00,1.91664,Interval.in_1_minute,GBPAUD,OANDA,4
