,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time,debug
0,False,neutral,NoneGBP/USD Нет сигнала 12мин,2023-11-01 22:06:00,1.21521,Interval.in_3_minute,GBPUSD,OANDA,12,"

Проверка сигнала:
                    	Валютная пара: GBPUSD"" таймфрейми: [<Interval.in_3_minute: '3'>, <Interval.in_5_minute: '5'>, <Interval.in_15_minute: '15'>] время свеч: [Timestamp('2023-11-01 22:06:00'), Timestamp('2023-11-01 22:05:00'), Timestamp('2023-11-01 21:45:00')]
                    	Есть ли сигнал: False
                    	Показания индикаторов: long_sob_count0 short_sob_count0
                    		 * SOB -> long [] short []
                    "
