,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time,debug
0,False,neutral,NoneAUD/CAD Нет сигнала 4мин,2023-11-01 22:09:00,0.88592,Interval.in_1_minute,AUDCAD,OANDA,4,"

Проверка сигнала:
                    	Валютная пара: AUDCAD"" таймфрейми: [<Interval.in_1_minute: '1'>, <Interval.in_3_minute: '3'>, <Interval.in_5_minute: '5'>] время свеч: [Timestamp('2023-11-01 22:09:00'), Timestamp('2023-11-01 22:06:00'), Timestamp('2023-11-01 22:05:00')]
                    	Есть ли сигнал: False
                    	Показания индикаторов: long_sob_count0 short_sob_count0
                    		 * SOB -> long [] short []
                    "
