,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time,debug
0,False,neutral,NoneAUD/CHF Нет сигнала 25мин,2023-11-01 22:05:00,0.57974,Interval.in_5_minute,AUDCHF,OANDA,25,"

Проверка сигнала:
                    	Валютная пара: AUDCHF"" таймфрейми: [<Interval.in_5_minute: '5'>, <Interval.in_15_minute: '15'>, <Interval.in_30_minute: '30'>] время свеч: [Timestamp('2023-11-01 22:05:00'), Timestamp('2023-11-01 21:45:00'), Timestamp('2023-11-01 21:30:00')]
                    	Есть ли сигнал: False
                    	Показания индикаторов: long_sob_count1 short_sob_count0
                    		 * SOB -> long [<Interval.in_15_minute: '15'>] short []
                    "
