,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneEUR/JPY Нет сигнала 25мин,2023-11-01 01:25:00,160.032,Interval.in_5_minute,EURJPY,OANDA,25
