,datetime,symbol,open,high,low,close,volume,interval,datetime_sec
0,2023-06-05 08:30:00,OANDA:EURJPY,149.807,149.906,149.777,149.906,2334.0,Interval.in_30_minute,44958600.0
1,2023-06-05 09:00:00,OANDA:EURJPY,149.906,150.038,149.859,149.996,3379.0,Interval.in_30_minute,44960400.0
2,2023-06-05 09:30:00,OANDA:EURJPY,149.996,150.079,149.924,150.078,2727.0,Interval.in_30_minute,44962200.0
3,2023-06-05 10:00:00,OANDA:EURJPY,150.078,150.182,149.98,150.031,4728.0,Interval.in_30_minute,44964000.0
4,2023-06-05 10:30:00,OANDA:EURJPY,150.031,150.2,150.02,150.1,3838.0,Interval.in_30_minute,44965800.0
5,2023-06-05 11:00:00,OANDA:EURJPY,150.1,150.16,149.906,149.934,3628.0,Interval.in_30_minute,44967600.0
6,2023-06-05 11:30:00,OANDA:EURJPY,149.934,150.048,149.891,150.028,2892.0,Interval.in_30_minute,44969400.0
7,2023-06-05 12:00:00,OANDA:EURJPY,150.028,150.096,149.988,150.046,2703.0,Interval.in_30_minute,44971200.0
8,2023-06-05 12:30:00,OANDA:EURJPY,150.046,150.1,149.968,149.982,2599.0,Interval.in_30_minute,44973000.0
9,2023-06-05 13:00:00,OANDA:EURJPY,149.982,150.031,149.939,150.02,1969.0,Interval.in_30_minute,44974800.0
10,2023-06-05 13:30:00,OANDA:EURJPY,150.02,150.04,149.98,150.002,1828.0,Interval.in_30_minute,44976600.0
11,2023-06-05 14:00:00,OANDA:EURJPY,150.002,150.061,149.99,150.006,1944.0,Interval.in_30_minute,44978400.0
12,2023-06-05 14:30:00,OANDA:EURJPY,150.006,150.027,149.932,149.943,2084.0,Interval.in_30_minute,44980200.0
13,2023-06-05 15:00:00,OANDA:EURJPY,149.943,149.982,149.823,149.824,2718.0,Interval.in_30_minute,44982000.0
14,2023-06-05 15:30:00,OANDA:EURJPY,149.824,149.834,149.591,149.683,2888.0,Interval.in_30_minute,44983800.0
15,2023-06-05 16:00:00,OANDA:EURJPY,149.683,149.723,149.61,149.643,2770.0,Interval.in_30_minute,44985600.0
16,2023-06-05 16:30:00,OANDA:EURJPY,149.643,149.81,149.48,149.554,3863.0,Interval.in_30_minute,44987400.0
17,2023-06-05 17:00:00,OANDA:EURJPY,149.554,149.554,149.234,149.356,9154.0,Interval.in_30_minute,44989200.0
18,2023-06-05 17:30:00,OANDA:EURJPY,149.356,149.593,149.27,149.592,4548.0,Interval.in_30_minute,44991000.0
19,2023-06-05 18:00:00,OANDA:EURJPY,149.592,149.655,149.504,149.609,3302.0,Interval.in_30_minute,44992800.0
20,2023-06-05 18:30:00,OANDA:EURJPY,149.609,149.724,149.576,149.71,2736.0,Interval.in_30_minute,44994600.0
21,2023-06-05 19:00:00,OANDA:EURJPY,149.71,149.71,149.55,149.638,2380.0,Interval.in_30_minute,44996400.0
22,2023-06-05 19:30:00,OANDA:EURJPY,149.638,149.696,149.597,149.655,1888.0,Interval.in_30_minute,44998200.0
23,2023-06-05 20:00:00,OANDA:EURJPY,149.655,149.742,149.634,149.686,1988.0,Interval.in_30_minute,45000000.0
24,2023-06-05 20:30:00,OANDA:EURJPY,149.686,149.722,149.632,149.719,1736.0,Interval.in_30_minute,45001800.0
25,2023-06-05 21:00:00,OANDA:EURJPY,149.719,149.736,149.644,149.662,2023.0,Interval.in_30_minute,45003600.0
26,2023-06-05 21:30:00,OANDA:EURJPY,149.662,149.672,149.52,149.592,3083.0,Interval.in_30_minute,45005400.0
27,2023-06-05 22:00:00,OANDA:EURJPY,149.592,149.594,149.459,149.474,2606.0,Interval.in_30_minute,45007200.0
28,2023-06-05 22:30:00,OANDA:EURJPY,149.474,149.534,149.462,149.496,1808.0,Interval.in_30_minute,45009000.0
29,2023-06-05 23:00:00,OANDA:EURJPY,149.496,149.54,149.449,149.458,1120.0,Interval.in_30_minute,45010800.0
30,2023-06-05 23:30:00,OANDA:EURJPY,149.458,149.544,149.449,149.508,750.0,Interval.in_30_minute,45012600.0
31,2023-06-06 00:00:00,OANDA:EURJPY,149.508,149.66,149.46,149.46,192.0,Interval.in_30_minute,45014400.0
32,2023-06-06 00:30:00,OANDA:EURJPY,149.46,149.554,149.444,149.494,525.0,Interval.in_30_minute,45016200.0
33,2023-06-06 01:00:00,OANDA:EURJPY,149.494,149.538,149.466,149.49,1172.0,Interval.in_30_minute,45018000.0
34,2023-06-06 01:30:00,OANDA:EURJPY,149.49,149.51,149.401,149.408,1261.0,Interval.in_30_minute,45019800.0
35,2023-06-06 02:00:00,OANDA:EURJPY,149.408,149.408,149.26,149.323,1409.0,Interval.in_30_minute,45021600.0
36,2023-06-06 02:30:00,OANDA:EURJPY,149.323,149.37,149.208,149.336,1589.0,Interval.in_30_minute,45023400.0
37,2023-06-06 03:00:00,OANDA:EURJPY,149.336,149.47,149.298,149.428,2487.0,Interval.in_30_minute,45025200.0
38,2023-06-06 03:30:00,OANDA:EURJPY,149.428,149.579,149.426,149.567,1929.0,Interval.in_30_minute,45027000.0
39,2023-06-06 04:00:00,OANDA:EURJPY,149.567,149.622,149.514,149.608,2200.0,Interval.in_30_minute,45028800.0
40,2023-06-06 04:30:00,OANDA:EURJPY,149.608,149.638,149.564,149.576,2475.0,Interval.in_30_minute,45030600.0
41,2023-06-06 05:00:00,OANDA:EURJPY,149.576,149.636,149.56,149.576,2431.0,Interval.in_30_minute,45032400.0
42,2023-06-06 05:30:00,OANDA:EURJPY,149.576,149.612,149.56,149.57,1701.0,Interval.in_30_minute,45034200.0
43,2023-06-06 06:00:00,OANDA:EURJPY,149.57,149.57,149.476,149.496,1442.0,Interval.in_30_minute,45036000.0
44,2023-06-06 06:30:00,OANDA:EURJPY,149.496,149.544,149.46,149.542,1448.0,Interval.in_30_minute,45037800.0
