,datetime,symbol,open,high,low,close,volume,interval,datetime_sec
0,2023-01-10 05:00:00,OANDA:GBPAUD,1.76273,1.76428,1.76182,1.76271,13478.0,Interval.in_1_hour,32331600.0
1,2023-01-10 06:00:00,OANDA:GBPAUD,1.76271,1.76396,1.76059,1.76125,10773.0,Interval.in_1_hour,32335200.0
2,2023-01-10 07:00:00,OANDA:GBPAUD,1.76125,1.76154,1.75941,1.76141,12312.0,Interval.in_1_hour,32338800.0
3,2023-01-10 08:00:00,OANDA:GBPAUD,1.76141,1.763,1.76016,1.76186,11998.0,Interval.in_1_hour,32342400.0
4,2023-01-10 09:00:00,OANDA:GBPAUD,1.76186,1.76331,1.7612,1.76167,13792.0,Interval.in_1_hour,32346000.0
5,2023-01-10 10:00:00,OANDA:GBPAUD,1.76167,1.76326,1.76122,1.76199,14078.0,Interval.in_1_hour,32349600.0
6,2023-01-10 11:00:00,OANDA:GBPAUD,1.76199,1.76587,1.76159,1.76582,11382.0,Interval.in_1_hour,32353200.0
7,2023-01-10 12:00:00,OANDA:GBPAUD,1.76582,1.76582,1.76374,1.76566,5357.0,Interval.in_1_hour,32356800.0
8,2023-01-10 13:00:00,OANDA:GBPAUD,1.76566,1.7673,1.76497,1.76558,4953.0,Interval.in_1_hour,32360400.0
9,2023-01-10 14:00:00,OANDA:GBPAUD,1.76558,1.76816,1.76495,1.7667,6006.0,Interval.in_1_hour,32364000.0
10,2023-01-10 15:00:00,OANDA:GBPAUD,1.7667,1.76838,1.76454,1.76574,8347.0,Interval.in_1_hour,32367600.0
11,2023-01-10 16:00:00,OANDA:GBPAUD,1.76574,1.76614,1.76216,1.7637,10411.0,Interval.in_1_hour,32371200.0
12,2023-01-10 17:00:00,OANDA:GBPAUD,1.7637,1.768,1.76317,1.76538,11774.0,Interval.in_1_hour,32374800.0
13,2023-01-10 18:00:00,OANDA:GBPAUD,1.76538,1.768,1.76479,1.76569,8002.0,Interval.in_1_hour,32378400.0
