,datetime,symbol,open,high,low,close,volume,interval,datetime_sec
0,2023-06-02 05:30:00,OANDA:AUDCHF,0.59742,0.59816,0.59726,0.59808,717.0,Interval.in_30_minute,44688600.0
1,2023-06-02 06:00:00,OANDA:AUDCHF,0.59808,0.59831,0.59778,0.59826,836.0,Interval.in_30_minute,44690400.0
2,2023-06-02 06:30:00,OANDA:AUDCHF,0.59826,0.59845,0.59814,0.59826,450.0,Interval.in_30_minute,44692200.0
3,2023-06-02 07:00:00,OANDA:AUDCHF,0.59826,0.59845,0.59806,0.59829,504.0,Interval.in_30_minute,44694000.0
4,2023-06-02 07:30:00,OANDA:AUDCHF,0.59829,0.59839,0.59758,0.59773,660.0,Interval.in_30_minute,44695800.0
5,2023-06-02 08:00:00,OANDA:AUDCHF,0.59773,0.59807,0.59761,0.5978,725.0,Interval.in_30_minute,44697600.0
6,2023-06-02 08:30:00,OANDA:AUDCHF,0.5978,0.59848,0.5978,0.598,737.0,Interval.in_30_minute,44699400.0
7,2023-06-02 09:00:00,OANDA:AUDCHF,0.598,0.59805,0.59754,0.59786,1042.0,Interval.in_30_minute,44701200.0
8,2023-06-02 09:30:00,OANDA:AUDCHF,0.59786,0.59802,0.59768,0.5978,1012.0,Interval.in_30_minute,44703000.0
9,2023-06-02 10:00:00,OANDA:AUDCHF,0.5978,0.59818,0.59748,0.59763,1357.0,Interval.in_30_minute,44704800.0
10,2023-06-02 10:30:00,OANDA:AUDCHF,0.59763,0.59842,0.59724,0.59836,1197.0,Interval.in_30_minute,44706600.0
11,2023-06-02 11:00:00,OANDA:AUDCHF,0.59836,0.5987,0.59802,0.59862,988.0,Interval.in_30_minute,44708400.0
12,2023-06-02 11:30:00,OANDA:AUDCHF,0.59862,0.59956,0.59838,0.59948,901.0,Interval.in_30_minute,44710200.0
13,2023-06-02 12:00:00,OANDA:AUDCHF,0.59948,0.60056,0.59929,0.60054,1015.0,Interval.in_30_minute,44712000.0
14,2023-06-02 12:30:00,OANDA:AUDCHF,0.60054,0.60084,0.60031,0.60057,919.0,Interval.in_30_minute,44713800.0
15,2023-06-02 13:00:00,OANDA:AUDCHF,0.60057,0.60064,0.59986,0.59986,696.0,Interval.in_30_minute,44715600.0
16,2023-06-02 13:30:00,OANDA:AUDCHF,0.59986,0.60011,0.59944,0.59992,858.0,Interval.in_30_minute,44717400.0
17,2023-06-02 14:00:00,OANDA:AUDCHF,0.59992,0.60042,0.59987,0.60023,760.0,Interval.in_30_minute,44719200.0
18,2023-06-02 14:30:00,OANDA:AUDCHF,0.60023,0.60053,0.60008,0.60022,992.0,Interval.in_30_minute,44721000.0
19,2023-06-02 15:00:00,OANDA:AUDCHF,0.60022,0.60079,0.6,0.60043,1281.0,Interval.in_30_minute,44722800.0
20,2023-06-02 15:30:00,OANDA:AUDCHF,0.60043,0.60175,0.59979,0.60086,5848.0,Interval.in_30_minute,44724600.0
21,2023-06-02 16:00:00,OANDA:AUDCHF,0.60086,0.60104,0.60004,0.60006,2138.0,Interval.in_30_minute,44726400.0
22,2023-06-02 16:30:00,OANDA:AUDCHF,0.60006,0.60126,0.5999,0.6012,2768.0,Interval.in_30_minute,44728200.0
23,2023-06-02 17:00:00,OANDA:AUDCHF,0.6012,0.60139,0.60072,0.60117,2265.0,Interval.in_30_minute,44730000.0
24,2023-06-02 17:30:00,OANDA:AUDCHF,0.60117,0.60145,0.59992,0.6,1893.0,Interval.in_30_minute,44731800.0
25,2023-06-02 18:00:00,OANDA:AUDCHF,0.6,0.60069,0.5998,0.60066,1178.0,Interval.in_30_minute,44733600.0
26,2023-06-02 18:30:00,OANDA:AUDCHF,0.60066,0.60072,0.6,0.60035,807.0,Interval.in_30_minute,44735400.0
27,2023-06-02 19:00:00,OANDA:AUDCHF,0.60035,0.60096,0.60032,0.60092,941.0,Interval.in_30_minute,44737200.0
28,2023-06-02 19:30:00,OANDA:AUDCHF,0.60092,0.60108,0.60072,0.60079,626.0,Interval.in_30_minute,44739000.0
29,2023-06-02 20:00:00,OANDA:AUDCHF,0.60079,0.60083,0.60052,0.60063,434.0,Interval.in_30_minute,44740800.0
30,2023-06-02 20:30:00,OANDA:AUDCHF,0.60063,0.60078,0.60034,0.60049,497.0,Interval.in_30_minute,44742600.0
31,2023-06-02 21:00:00,OANDA:AUDCHF,0.60049,0.60051,0.60015,0.60029,584.0,Interval.in_30_minute,44744400.0
32,2023-06-02 21:30:00,OANDA:AUDCHF,0.60029,0.60092,0.60029,0.60091,528.0,Interval.in_30_minute,44746200.0
33,2023-06-02 22:00:00,OANDA:AUDCHF,0.60091,0.60104,0.60066,0.60101,432.0,Interval.in_30_minute,44748000.0
34,2023-06-02 22:30:00,OANDA:AUDCHF,0.60101,0.60118,0.60066,0.6008,498.0,Interval.in_30_minute,44749800.0
35,2023-06-02 23:00:00,OANDA:AUDCHF,0.6008,0.60088,0.60048,0.6005,350.0,Interval.in_30_minute,44751600.0
36,2023-06-02 23:30:00,OANDA:AUDCHF,0.6005,0.6006,0.60021,0.60034,861.0,Interval.in_30_minute,44753400.0
37,2023-06-05 00:00:00,OANDA:AUDCHF,0.60034,0.60055,0.59986,0.6003,42.0,Interval.in_30_minute,44928000.0
38,2023-06-05 00:30:00,OANDA:AUDCHF,0.6003,0.6003,0.59952,0.59962,98.0,Interval.in_30_minute,44929800.0
39,2023-06-05 01:00:00,OANDA:AUDCHF,0.59962,0.60034,0.59961,0.60028,775.0,Interval.in_30_minute,44931600.0
40,2023-06-05 01:30:00,OANDA:AUDCHF,0.60028,0.60032,0.60003,0.60017,561.0,Interval.in_30_minute,44933400.0
41,2023-06-05 02:00:00,OANDA:AUDCHF,0.60017,0.60048,0.6001,0.60036,521.0,Interval.in_30_minute,44935200.0
42,2023-06-05 02:30:00,OANDA:AUDCHF,0.60036,0.60048,0.60013,0.60024,508.0,Interval.in_30_minute,44937000.0
43,2023-06-05 03:00:00,OANDA:AUDCHF,0.60024,0.60062,0.60024,0.60044,590.0,Interval.in_30_minute,44938800.0
44,2023-06-05 03:30:00,OANDA:AUDCHF,0.60044,0.60067,0.60034,0.60051,619.0,Interval.in_30_minute,44940600.0
45,2023-06-05 04:00:00,OANDA:AUDCHF,0.60051,0.6007,0.60008,0.60028,1175.0,Interval.in_30_minute,44942400.0
46,2023-06-05 04:30:00,OANDA:AUDCHF,0.60028,0.60135,0.59983,0.60114,1472.0,Interval.in_30_minute,44944200.0
47,2023-06-05 05:00:00,OANDA:AUDCHF,0.60114,0.60128,0.60048,0.60088,942.0,Interval.in_30_minute,44946000.0
48,2023-06-05 05:30:00,OANDA:AUDCHF,0.60088,0.60128,0.60084,0.60096,483.0,Interval.in_30_minute,44947800.0
49,2023-06-05 06:00:00,OANDA:AUDCHF,0.60096,0.60112,0.60074,0.60091,379.0,Interval.in_30_minute,44949600.0
50,2023-06-05 06:30:00,OANDA:AUDCHF,0.60091,0.60112,0.60078,0.60097,417.0,Interval.in_30_minute,44951400.0
51,2023-06-05 07:00:00,OANDA:AUDCHF,0.60097,0.60098,0.60041,0.60047,354.0,Interval.in_30_minute,44953200.0
52,2023-06-05 07:30:00,OANDA:AUDCHF,0.60047,0.601,0.60044,0.60093,413.0,Interval.in_30_minute,44955000.0
53,2023-06-05 08:00:00,OANDA:AUDCHF,0.60093,0.60106,0.60075,0.60078,411.0,Interval.in_30_minute,44956800.0
54,2023-06-05 08:30:00,OANDA:AUDCHF,0.60078,0.60181,0.60076,0.6016,616.0,Interval.in_30_minute,44958600.0
55,2023-06-05 09:00:00,OANDA:AUDCHF,0.6016,0.60218,0.60098,0.60103,1205.0,Interval.in_30_minute,44960400.0
56,2023-06-05 09:30:00,OANDA:AUDCHF,0.60103,0.60132,0.60014,0.60023,1186.0,Interval.in_30_minute,44962200.0
57,2023-06-05 10:00:00,OANDA:AUDCHF,0.60023,0.6013,0.59998,0.60127,2120.0,Interval.in_30_minute,44964000.0
58,2023-06-05 10:30:00,OANDA:AUDCHF,0.60127,0.6014,0.60058,0.60058,1765.0,Interval.in_30_minute,44965800.0
59,2023-06-05 11:00:00,OANDA:AUDCHF,0.60058,0.60096,0.6005,0.60082,1489.0,Interval.in_30_minute,44967600.0
60,2023-06-05 11:30:00,OANDA:AUDCHF,0.60082,0.60116,0.60058,0.60065,1273.0,Interval.in_30_minute,44969400.0
61,2023-06-05 12:00:00,OANDA:AUDCHF,0.60065,0.60073,0.59992,0.59998,1147.0,Interval.in_30_minute,44971200.0
62,2023-06-05 12:30:00,OANDA:AUDCHF,0.59998,0.60003,0.59964,0.59981,960.0,Interval.in_30_minute,44973000.0
63,2023-06-05 13:00:00,OANDA:AUDCHF,0.59981,0.60024,0.59966,0.60022,812.0,Interval.in_30_minute,44974800.0
64,2023-06-05 13:30:00,OANDA:AUDCHF,0.60022,0.60058,0.60004,0.60025,1036.0,Interval.in_30_minute,44976600.0
65,2023-06-05 14:00:00,OANDA:AUDCHF,0.60025,0.60029,0.59986,0.60009,969.0,Interval.in_30_minute,44978400.0
66,2023-06-05 14:30:00,OANDA:AUDCHF,0.60009,0.6001,0.59958,0.59973,951.0,Interval.in_30_minute,44980200.0
67,2023-06-05 15:00:00,OANDA:AUDCHF,0.59973,0.60084,0.5994,0.60084,944.0,Interval.in_30_minute,44982000.0
68,2023-06-05 15:30:00,OANDA:AUDCHF,0.60084,0.60175,0.60071,0.60168,1087.0,Interval.in_30_minute,44983800.0
69,2023-06-05 16:00:00,OANDA:AUDCHF,0.60168,0.60221,0.60155,0.60205,1198.0,Interval.in_30_minute,44985600.0
70,2023-06-05 16:30:00,OANDA:AUDCHF,0.60205,0.6024,0.60144,0.60161,1814.0,Interval.in_30_minute,44987400.0
71,2023-06-05 17:00:00,OANDA:AUDCHF,0.60161,0.602,0.5995,0.60007,4624.0,Interval.in_30_minute,44989200.0
72,2023-06-05 17:30:00,OANDA:AUDCHF,0.60007,0.6004,0.59954,0.60001,1982.0,Interval.in_30_minute,44991000.0
73,2023-06-05 18:00:00,OANDA:AUDCHF,0.60001,0.60016,0.5993,0.60005,1223.0,Interval.in_30_minute,44992800.0
74,2023-06-05 18:30:00,OANDA:AUDCHF,0.60005,0.60036,0.59961,0.6001,1099.0,Interval.in_30_minute,44994600.0
75,2023-06-05 19:00:00,OANDA:AUDCHF,0.6001,0.60032,0.59994,0.60006,849.0,Interval.in_30_minute,44996400.0
76,2023-06-05 19:30:00,OANDA:AUDCHF,0.60006,0.60018,0.59974,0.59988,634.0,Interval.in_30_minute,44998200.0
77,2023-06-05 20:00:00,OANDA:AUDCHF,0.59988,0.59988,0.59942,0.59946,813.0,Interval.in_30_minute,45000000.0
78,2023-06-05 20:30:00,OANDA:AUDCHF,0.59946,0.59962,0.59926,0.59949,618.0,Interval.in_30_minute,45001800.0
79,2023-06-05 21:00:00,OANDA:AUDCHF,0.59949,0.59964,0.59929,0.59948,636.0,Interval.in_30_minute,45003600.0
80,2023-06-05 21:30:00,OANDA:AUDCHF,0.59948,0.5995,0.599,0.59928,830.0,Interval.in_30_minute,45005400.0
81,2023-06-05 22:00:00,OANDA:AUDCHF,0.59928,0.59966,0.59914,0.59946,904.0,Interval.in_30_minute,45007200.0
82,2023-06-05 22:30:00,OANDA:AUDCHF,0.59946,0.59948,0.5992,0.59935,732.0,Interval.in_30_minute,45009000.0
83,2023-06-05 23:00:00,OANDA:AUDCHF,0.59935,0.59964,0.59928,0.59948,330.0,Interval.in_30_minute,45010800.0
84,2023-06-05 23:30:00,OANDA:AUDCHF,0.59948,0.5998,0.59944,0.59966,293.0,Interval.in_30_minute,45012600.0
85,2023-06-06 00:00:00,OANDA:AUDCHF,0.59966,0.60009,0.59932,0.59953,221.0,Interval.in_30_minute,45014400.0
86,2023-06-06 00:30:00,OANDA:AUDCHF,0.59953,0.59973,0.59931,0.59964,600.0,Interval.in_30_minute,45016200.0
87,2023-06-06 01:00:00,OANDA:AUDCHF,0.59964,0.59988,0.59946,0.59976,882.0,Interval.in_30_minute,45018000.0
88,2023-06-06 01:30:00,OANDA:AUDCHF,0.59976,0.59978,0.59954,0.59972,588.0,Interval.in_30_minute,45019800.0
89,2023-06-06 02:00:00,OANDA:AUDCHF,0.59972,0.59994,0.59966,0.5997,515.0,Interval.in_30_minute,45021600.0
90,2023-06-06 02:30:00,OANDA:AUDCHF,0.5997,0.59977,0.59908,0.59916,341.0,Interval.in_30_minute,45023400.0
91,2023-06-06 03:00:00,OANDA:AUDCHF,0.59916,0.59953,0.59903,0.59947,359.0,Interval.in_30_minute,45025200.0
92,2023-06-06 03:30:00,OANDA:AUDCHF,0.59947,0.59955,0.5991,0.59912,375.0,Interval.in_30_minute,45027000.0
93,2023-06-06 04:00:00,OANDA:AUDCHF,0.59912,0.59935,0.59905,0.59919,522.0,Interval.in_30_minute,45028800.0
94,2023-06-06 04:30:00,OANDA:AUDCHF,0.59919,0.59928,0.5988,0.59906,927.0,Interval.in_30_minute,45030600.0
95,2023-06-06 05:00:00,OANDA:AUDCHF,0.59906,0.59952,0.59893,0.59942,833.0,Interval.in_30_minute,45032400.0
96,2023-06-06 05:30:00,OANDA:AUDCHF,0.59942,0.59947,0.599,0.59926,550.0,Interval.in_30_minute,45034200.0
97,2023-06-06 06:00:00,OANDA:AUDCHF,0.59926,0.59935,0.59902,0.5993,483.0,Interval.in_30_minute,45036000.0
98,2023-06-06 06:30:00,OANDA:AUDCHF,0.5993,0.59939,0.59893,0.59934,434.0,Interval.in_30_minute,45037800.0
99,2023-06-06 07:00:00,OANDA:AUDCHF,0.59934,0.60023,0.59921,0.60004,487.0,Interval.in_30_minute,45039600.0
100,2023-06-06 07:30:00,OANDA:AUDCHF,0.60004,0.60417,0.6,0.60314,2667.0,Interval.in_30_minute,45041400.0
101,2023-06-06 08:00:00,OANDA:AUDCHF,0.60314,0.60436,0.60314,0.6034,949.0,Interval.in_30_minute,45043200.0
102,2023-06-06 08:30:00,OANDA:AUDCHF,0.6034,0.60359,0.60235,0.60244,650.0,Interval.in_30_minute,45045000.0
103,2023-06-06 09:00:00,OANDA:AUDCHF,0.60244,0.60402,0.60207,0.60332,1370.0,Interval.in_30_minute,45046800.0
104,2023-06-06 09:30:00,OANDA:AUDCHF,0.60332,0.60344,0.6022,0.60295,1265.0,Interval.in_30_minute,45048600.0
105,2023-06-06 10:00:00,OANDA:AUDCHF,0.60295,0.60453,0.60278,0.60293,2559.0,Interval.in_30_minute,45050400.0
106,2023-06-06 10:30:00,OANDA:AUDCHF,0.60293,0.60399,0.60289,0.60374,2424.0,Interval.in_30_minute,45052200.0
107,2023-06-06 11:00:00,OANDA:AUDCHF,0.60374,0.60419,0.6034,0.6037,1773.0,Interval.in_30_minute,45054000.0
108,2023-06-06 11:30:00,OANDA:AUDCHF,0.6037,0.60404,0.60317,0.60317,1005.0,Interval.in_30_minute,45055800.0
109,2023-06-06 12:00:00,OANDA:AUDCHF,0.60317,0.60388,0.60317,0.60386,888.0,Interval.in_30_minute,45057600.0
110,2023-06-06 12:30:00,OANDA:AUDCHF,0.60386,0.60405,0.60354,0.60358,878.0,Interval.in_30_minute,45059400.0
111,2023-06-06 13:00:00,OANDA:AUDCHF,0.60358,0.60448,0.60351,0.60446,816.0,Interval.in_30_minute,45061200.0
112,2023-06-06 13:30:00,OANDA:AUDCHF,0.60446,0.60483,0.60406,0.60417,838.0,Interval.in_30_minute,45063000.0
113,2023-06-06 14:00:00,OANDA:AUDCHF,0.60417,0.60457,0.60399,0.60426,796.0,Interval.in_30_minute,45064800.0
114,2023-06-06 14:30:00,OANDA:AUDCHF,0.60426,0.60536,0.60419,0.6051,949.0,Interval.in_30_minute,45066600.0
115,2023-06-06 15:00:00,OANDA:AUDCHF,0.6051,0.60546,0.60441,0.60443,1263.0,Interval.in_30_minute,45068400.0
116,2023-06-06 15:30:00,OANDA:AUDCHF,0.60443,0.60467,0.6042,0.60452,1057.0,Interval.in_30_minute,45070200.0
117,2023-06-06 16:00:00,OANDA:AUDCHF,0.60452,0.60467,0.60424,0.60454,920.0,Interval.in_30_minute,45072000.0
118,2023-06-06 16:30:00,OANDA:AUDCHF,0.60454,0.60484,0.60422,0.60448,1384.0,Interval.in_30_minute,45073800.0
119,2023-06-06 17:00:00,OANDA:AUDCHF,0.60448,0.60493,0.60386,0.60458,1390.0,Interval.in_30_minute,45075600.0
120,2023-06-06 17:30:00,OANDA:AUDCHF,0.60458,0.60572,0.60458,0.60535,1340.0,Interval.in_30_minute,45077400.0
121,2023-06-06 18:00:00,OANDA:AUDCHF,0.60535,0.60552,0.60502,0.60535,979.0,Interval.in_30_minute,45079200.0
122,2023-06-06 18:30:00,OANDA:AUDCHF,0.60535,0.60613,0.60534,0.60572,690.0,Interval.in_30_minute,45081000.0
123,2023-06-06 19:00:00,OANDA:AUDCHF,0.60572,0.60601,0.60569,0.60576,931.0,Interval.in_30_minute,45082800.0
124,2023-06-06 19:30:00,OANDA:AUDCHF,0.60576,0.60596,0.6056,0.60568,588.0,Interval.in_30_minute,45084600.0
125,2023-06-06 20:00:00,OANDA:AUDCHF,0.60568,0.60586,0.60546,0.60568,563.0,Interval.in_30_minute,45086400.0
126,2023-06-06 20:30:00,OANDA:AUDCHF,0.60568,0.60584,0.60546,0.60552,434.0,Interval.in_30_minute,45088200.0
127,2023-06-06 21:00:00,OANDA:AUDCHF,0.60552,0.60578,0.60531,0.6057,416.0,Interval.in_30_minute,45090000.0
128,2023-06-06 21:30:00,OANDA:AUDCHF,0.6057,0.60587,0.60562,0.60569,333.0,Interval.in_30_minute,45091800.0
129,2023-06-06 22:00:00,OANDA:AUDCHF,0.60569,0.60602,0.60566,0.60596,309.0,Interval.in_30_minute,45093600.0
130,2023-06-06 22:30:00,OANDA:AUDCHF,0.60596,0.60608,0.60568,0.60573,368.0,Interval.in_30_minute,45095400.0
131,2023-06-06 23:00:00,OANDA:AUDCHF,0.60573,0.60575,0.60552,0.6057,221.0,Interval.in_30_minute,45097200.0
132,2023-06-06 23:30:00,OANDA:AUDCHF,0.6057,0.60574,0.60548,0.60557,178.0,Interval.in_30_minute,45099000.0
133,2023-06-07 00:00:00,OANDA:AUDCHF,0.60557,0.60572,0.60464,0.60532,185.0,Interval.in_30_minute,45100800.0
134,2023-06-07 00:30:00,OANDA:AUDCHF,0.60532,0.60566,0.60512,0.60548,521.0,Interval.in_30_minute,45102600.0
135,2023-06-07 01:00:00,OANDA:AUDCHF,0.60548,0.60552,0.60528,0.60535,375.0,Interval.in_30_minute,45104400.0
136,2023-06-07 01:30:00,OANDA:AUDCHF,0.60535,0.60556,0.6053,0.60542,391.0,Interval.in_30_minute,45106200.0
137,2023-06-07 02:00:00,OANDA:AUDCHF,0.60542,0.60589,0.60536,0.60589,363.0,Interval.in_30_minute,45108000.0
138,2023-06-07 02:30:00,OANDA:AUDCHF,0.60589,0.60604,0.60577,0.606,363.0,Interval.in_30_minute,45109800.0
139,2023-06-07 03:00:00,OANDA:AUDCHF,0.606,0.60623,0.60576,0.60606,624.0,Interval.in_30_minute,45111600.0
140,2023-06-07 03:30:00,OANDA:AUDCHF,0.60606,0.60636,0.60574,0.60585,715.0,Interval.in_30_minute,45113400.0
141,2023-06-07 04:00:00,OANDA:AUDCHF,0.60585,0.60598,0.60527,0.60556,913.0,Interval.in_30_minute,45115200.0
142,2023-06-07 04:30:00,OANDA:AUDCHF,0.60556,0.6061,0.60498,0.60574,1446.0,Interval.in_30_minute,45117000.0
143,2023-06-07 05:00:00,OANDA:AUDCHF,0.60574,0.60578,0.60495,0.60528,843.0,Interval.in_30_minute,45118800.0
144,2023-06-07 05:30:00,OANDA:AUDCHF,0.60528,0.60557,0.60507,0.60518,1057.0,Interval.in_30_minute,45120600.0
145,2023-06-07 06:00:00,OANDA:AUDCHF,0.60518,0.60536,0.6047,0.60519,667.0,Interval.in_30_minute,45122400.0
146,2023-06-07 06:30:00,OANDA:AUDCHF,0.60519,0.60546,0.6051,0.60536,322.0,Interval.in_30_minute,45124200.0
147,2023-06-07 07:00:00,OANDA:AUDCHF,0.60536,0.60594,0.60536,0.60582,316.0,Interval.in_30_minute,45126000.0
148,2023-06-07 07:30:00,OANDA:AUDCHF,0.60582,0.60616,0.60579,0.60589,286.0,Interval.in_30_minute,45127800.0
149,2023-06-07 08:00:00,OANDA:AUDCHF,0.60589,0.60611,0.60568,0.606,557.0,Interval.in_30_minute,45129600.0
150,2023-06-07 08:30:00,OANDA:AUDCHF,0.606,0.60635,0.60592,0.60595,660.0,Interval.in_30_minute,45131400.0
151,2023-06-07 09:00:00,OANDA:AUDCHF,0.60595,0.60649,0.60579,0.60583,961.0,Interval.in_30_minute,45133200.0
152,2023-06-07 09:30:00,OANDA:AUDCHF,0.60583,0.60583,0.60522,0.6054,1123.0,Interval.in_30_minute,45135000.0
153,2023-06-07 10:00:00,OANDA:AUDCHF,0.6054,0.60594,0.6052,0.60535,1175.0,Interval.in_30_minute,45136800.0
154,2023-06-07 10:30:00,OANDA:AUDCHF,0.60535,0.6059,0.60499,0.60578,985.0,Interval.in_30_minute,45138600.0
155,2023-06-07 11:00:00,OANDA:AUDCHF,0.60578,0.60629,0.60565,0.60621,909.0,Interval.in_30_minute,45140400.0
156,2023-06-07 11:30:00,OANDA:AUDCHF,0.60621,0.60694,0.60608,0.60643,813.0,Interval.in_30_minute,45142200.0
157,2023-06-07 12:00:00,OANDA:AUDCHF,0.60643,0.60662,0.60607,0.60638,720.0,Interval.in_30_minute,45144000.0
