,has_signal,signal_type,msg,date,open_price,interval,indicators_count,sob_signals_count,symbol,exchange
0,False,neutral,"NoneETHUSD Нет сигнала 3мин

Проверка сигнала:
            	Валютная пара: COINBASE:BTCUSD"" таймфрейм: Interval.in_1_minute время свечи: 2023-10-08 04:58:00
            	Есть ли сигнал: False
            	Показания индикаторов: {'LONG ⬆': [2, ['uma', 'sp']], 'SHORT ⬇': [1, ['nw']], 'Нет сигнала': [2, ['sob', 'volume']]})

            ",2023-10-08 04:58:00,28026.75,0 days 00:01:00,0,0,ETHUSD,COINBASE
