,has_signal,signal_type,msg,date,open_price,interval,indicators_count,sob_signals_count,symbol,exchange,deal_time
0,False,neutral,"NoneEUR/JPY Нет сигнала 4мин


Проверка сигнала:
            	Валютная пара: OANDA:EURJPY"" таймфрейм: Interval.in_1_minute время свечи: 2023-10-17 20:53:00
            	Есть ли сигнал: False
            	Показания индикаторов: {'LONG ⬆': [1, ['nw']], 'SHORT ⬇': [1, ['uma']], 'Нет сигнала': [1, ['sob']]})

            
 SuperOrderBlock на інших таймфреймах: [<Interval.in_1_minute: '1'>]",2023-10-17 20:53:00,158.322,Interval.in_1_minute,0,0,EURJPY,OANDA,4
