,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time,debug,start_analize_time
0,False,neutral,NoneAUD/JPY Нет сигнала 32{},2023-12-06 22:30:00,96.537,Interval.in_5_minute,AUDJPY,OANDA,32,"

Проверка сигнала:
                            	Валютная пара: AUDJPY"" таймфрейми: [<Interval.in_5_minute: '5'>, <Interval.in_15_minute: '15'>, <Interval.in_45_minute: '45'>] время свеч: [Timestamp('2023-12-06 22:30:00'), Timestamp('2023-12-06 22:15:00'), Timestamp('2023-12-06 21:45:00')]
                            	Есть ли сигнал: False
                            	Показания индикаторов: long_sob_count0 short_sob_count0 long_vob_count1 short_vob_count0
                            		 * SOB -> long [] short []
                            		 * VOB -> long [<Interval.in_45_minute: '45'>] short []
                            
 vob debugs['none bull : 1 | bear: 2count: 5\n first bar index 997', 'none bull : 1 | bear: 2count: 3\n first bar index 327', 'oposite bull : 0 | bear: 3count: 3\n first bar index 326']",2023-12-06 22:35:30
