,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time,debug,start_analize_time
0,False,neutral,NoneAUD/USD Нет сигнала 25{},2023-11-22 21:25:00,0.6543,Interval.in_5_minute,AUDUSD,OANDA,25,"

Проверка сигнала:
                    	Валютная пара: AUDUSD"" таймфрейми: [<Interval.in_5_minute: '5'>, <Interval.in_15_minute: '15'>, <Interval.in_30_minute: '30'>] время свеч: [Timestamp('2023-11-22 21:25:00'), Timestamp('2023-11-22 21:15:00'), Timestamp('2023-11-22 21:00:00')]
                    	Есть ли сигнал: False
                    	Показания индикаторов: long_sob_count0 short_sob_count0
                    		 * SOB -> long [] short []
                     time_now 2023-11-22 21:30:55.037441+02:00",2023-11-22 21:30:45
