,currency,interval,open_time,close_time,signal_type,open_price,close_price,is_profit
233,EURJPY,Interval.in_1_minute,2023-12-04 11:10:30,2023-12-04 11:14:38,short,159.472,159.504,False
234,AUDJPY,Interval.in_1_minute,2023-12-04 11:20:35,2023-12-04 11:24:43,short,97.49,97.476,True
235,GBPAUD,Interval.in_5_minute,2023-12-04 11:31:03,2023-12-04 11:56:12,short,1.9062,1.90475,True
236,GBPAUD,Interval.in_5_minute,2023-12-04 11:35:37,2023-12-04 12:00:43,short,1.90568,1.90523,True
237,AUDJPY,Interval.in_1_minute,2023-12-04 11:58:21,2023-12-04 12:02:27,long,97.535,97.546,True
238,GBPAUD,Interval.in_5_minute,2023-12-04 11:40:34,2023-12-04 12:05:41,short,1.90568,1.90498,True
239,EURCAD,Interval.in_5_minute,2023-12-04 11:45:54,2023-12-04 12:11:01,long,1.47248,1.47207,False
240,EURCAD,Interval.in_5_minute,2023-12-04 11:50:36,2023-12-04 12:15:43,long,1.47266,1.47164,False
241,EURCAD,Interval.in_5_minute,2023-12-04 11:55:30,2023-12-04 12:20:38,long,1.47236,1.47093,False
242,EURUSD,Interval.in_1_minute,2023-12-04 12:25:28,2023-12-04 12:29:36,short,1.08614,1.08626,False
243,EURUSD,Interval.in_1_minute,2023-12-04 12:29:22,2023-12-04 12:33:29,short,1.08626,1.08622,True
244,AUDUSD,Interval.in_1_minute,2023-12-04 12:33:31,2023-12-04 12:37:38,short,0.665,0.66504,False
245,EURUSD,Interval.in_3_minute,2023-12-04 12:27:34,2023-12-04 12:39:40,short,1.08611,1.08672,False
246,GBPUSD,Interval.in_1_minute,2023-12-04 12:36:31,2023-12-04 12:40:37,short,1.26692,1.26706,False
247,GBPUSD,Interval.in_1_minute,2023-12-04 12:38:22,2023-12-04 12:42:28,short,1.2671,1.26696,True
248,AUDUSD,Interval.in_1_minute,2023-12-04 12:53:24,2023-12-04 12:57:31,short,0.66498,0.66508,False
249,AUDCHF,Interval.in_1_minute,2023-12-04 12:57:34,2023-12-04 13:01:40,short,0.58067,0.58082,False
250,AUDJPY,Interval.in_1_minute,2023-12-04 13:09:36,2023-12-04 13:13:42,long,97.504,97.526,True
251,GBPAUD,Interval.in_3_minute,2023-12-04 13:06:36,2023-12-04 13:18:44,long,1.9044,1.90581,True
252,EURJPY,Interval.in_1_minute,2023-12-04 13:26:20,2023-12-04 13:30:28,short,159.508,159.428,True
253,AUDJPY,Interval.in_3_minute,2023-12-04 14:21:36,2023-12-04 14:33:43,short,97.496,97.495,True
254,GBPAUD,Interval.in_1_minute,2023-12-04 14:31:23,2023-12-04 14:35:30,short,1.90587,1.90618,False
255,AUDJPY,Interval.in_3_minute,2023-12-04 14:27:32,2023-12-04 14:39:39,short,97.503,97.484,True
256,AUDJPY,Interval.in_5_minute,2023-12-04 14:25:52,2023-12-04 14:50:58,short,97.473,97.498,False
257,EURUSD,Interval.in_1_minute,2023-12-04 15:01:15,2023-12-04 15:05:22,short,1.08684,1.08666,True
258,GBPUSD,Interval.in_3_minute,2023-12-04 14:57:33,2023-12-04 15:09:40,long,1.26748,1.26677,False
259,AUDCAD,Interval.in_3_minute,2023-12-04 15:09:32,2023-12-04 15:21:39,short,0.90008,0.90016,False
260,AUDCHF,Interval.in_3_minute,2023-12-04 15:18:36,2023-12-04 15:30:43,short,0.5799,0.58016,False
261,AUDJPY,Interval.in_1_minute,2023-12-04 15:35:34,2023-12-04 15:39:41,long,97.52,97.485,False
262,AUDUSD,Interval.in_1_minute,2023-12-04 15:38:18,2023-12-04 15:42:25,long,0.66468,0.66478,True
263,AUDJPY,Interval.in_1_minute,2023-12-04 15:39:34,2023-12-04 15:43:40,long,97.485,97.491,True
264,AUDUSD,Interval.in_1_minute,2023-12-04 16:05:31,2023-12-04 16:09:39,long,0.66404,0.66384,False
265,AUDCAD,Interval.in_1_minute,2023-12-04 16:31:18,2023-12-04 16:35:26,short,0.89784,0.89803,False
266,AUDCAD,Interval.in_3_minute,2023-12-04 16:33:30,2023-12-04 16:45:37,short,0.89748,0.89748,True
267,EURCAD,Interval.in_1_minute,2023-12-04 16:59:19,2023-12-04 17:03:26,short,1.46742,1.46728,True
268,EURJPY,Interval.in_3_minute,2023-12-04 16:51:33,2023-12-04 17:03:40,short,159.135,158.856,True
269,EURCAD,Interval.in_3_minute,2023-12-04 16:57:38,2023-12-04 17:09:50,short,1.46716,1.46626,True
270,EURCAD,Interval.in_1_minute,2023-12-04 17:08:25,2023-12-04 17:12:32,long,1.46682,1.46506,False
271,AUDJPY,Interval.in_1_minute,2023-12-04 17:18:35,2023-12-04 17:22:42,short,97.268,97.278,False
272,AUDJPY,Interval.in_1_minute,2023-12-04 17:27:35,2023-12-04 17:31:43,short,97.238,97.254,False
273,EURJPY,Interval.in_1_minute,2023-12-04 17:30:50,2023-12-04 17:34:57,short,158.907,158.924,False
274,EURJPY,Interval.in_1_minute,2023-12-04 17:32:23,2023-12-04 17:36:30,short,158.91,159.012,False
275,EURCAD,Interval.in_1_minute,2023-12-04 17:53:21,2023-12-04 17:57:28,short,1.46372,1.46388,False
276,AUDJPY,Interval.in_3_minute,2023-12-04 17:45:56,2023-12-04 17:58:04,short,97.256,97.26,False
277,EURUSD,Interval.in_5_minute,2023-12-04 17:35:28,2023-12-04 18:00:36,short,1.0812,1.08149,False
278,AUDJPY,Interval.in_3_minute,2023-12-04 17:51:37,2023-12-04 18:03:45,short,97.258,97.326,False
279,AUDCAD,Interval.in_5_minute,2023-12-04 17:40:30,2023-12-04 18:05:38,short,0.89507,0.8956,False
280,AUDJPY,Interval.in_3_minute,2023-12-04 17:54:30,2023-12-04 18:06:37,short,97.248,97.336,False
281,AUDJPY,Interval.in_5_minute,2023-12-04 17:50:33,2023-12-04 18:15:39,short,97.238,97.328,False
282,EURUSD,Interval.in_1_minute,2023-12-04 18:14:19,2023-12-04 18:18:27,short,1.08178,1.0818,False
283,EURUSD,Interval.in_3_minute,2023-12-04 18:15:45,2023-12-04 18:27:52,short,1.08186,1.08188,False
284,EURUSD,Interval.in_3_minute,2023-12-04 18:18:34,2023-12-04 18:30:41,short,1.0818,1.08216,False
285,AUDCHF,Interval.in_1_minute,2023-12-04 18:34:20,2023-12-04 18:38:27,short,0.57796,0.57784,True
286,EURCAD,Interval.in_3_minute,2023-12-04 18:27:33,2023-12-04 18:39:40,short,1.4654,1.46594,False
287,EURUSD,Interval.in_1_minute,2023-12-04 18:50:32,2023-12-04 18:54:39,short,1.08182,1.0818,True
288,AUDUSD,Interval.in_5_minute,2023-12-04 18:30:57,2023-12-04 18:56:03,short,0.66191,0.66144,True
289,GBPUSD,Interval.in_1_minute,2023-12-04 18:52:20,2023-12-04 18:56:26,long,1.26265,1.26236,False
290,AUDUSD,Interval.in_5_minute,2023-12-04 18:35:31,2023-12-04 19:00:38,short,0.66164,0.6619,False
291,AUDUSD,Interval.in_5_minute,2023-12-04 18:40:31,2023-12-04 19:05:38,short,0.66152,0.6619,False
292,AUDCAD,Interval.in_3_minute,2023-12-04 18:54:39,2023-12-04 19:06:45,long,0.89633,0.8961,False
293,GBPUSD,Interval.in_1_minute,2023-12-04 19:06:35,2023-12-04 19:10:43,long,1.26293,1.26326,True
294,AUDUSD,Interval.in_1_minute,2023-12-04 19:15:45,2023-12-04 19:19:53,short,0.66238,0.6623,True
295,AUDUSD,Interval.in_1_minute,2023-12-04 19:17:20,2023-12-04 19:21:27,short,0.66246,0.66215,True
296,EURCAD,Interval.in_1_minute,2023-12-04 19:35:33,2023-12-04 19:39:41,short,1.46448,1.46485,False
297,EURUSD,Interval.in_5_minute,2023-12-04 19:25:31,2023-12-04 19:50:39,long,1.0819,1.08258,True
298,EURCAD,Interval.in_3_minute,2023-12-04 19:39:31,2023-12-04 19:51:37,short,1.46485,1.4649,False
299,AUDCAD,Interval.in_3_minute,2023-12-04 20:12:31,2023-12-04 20:24:38,short,0.89562,0.89531,True
300,EURJPY,Interval.in_1_minute,2023-12-04 20:25:40,2023-12-04 20:29:47,long,159.448,159.458,True
301,AUDUSD,Interval.in_1_minute,2023-12-04 20:30:45,2023-12-04 20:34:53,short,0.66068,0.66074,False
302,AUDCAD,Interval.in_5_minute,2023-12-04 20:10:41,2023-12-04 20:35:48,short,0.8956,0.89506,True
303,AUDUSD,Interval.in_1_minute,2023-12-04 20:32:23,2023-12-04 20:36:30,short,0.66086,0.66067,True
304,EURJPY,Interval.in_1_minute,2023-12-04 20:40:35,2023-12-04 20:44:42,long,159.489,159.476,False
305,EURUSD,Interval.in_1_minute,2023-12-04 20:48:36,2023-12-04 20:52:43,long,1.08175,1.08192,True
306,AUDJPY,Interval.in_5_minute,2023-12-04 20:50:35,2023-12-04 21:15:42,short,97.394,97.399,False
307,EURUSD,Interval.in_1_minute,2023-12-04 21:22:31,2023-12-04 21:26:38,short,1.08214,1.0824,False
308,EURJPY,Interval.in_1_minute,2023-12-04 22:01:06,2023-12-04 22:05:14,long,159.527,159.519,False
309,EURUSD,Interval.in_5_minute,2023-12-04 21:40:44,2023-12-04 22:05:51,short,1.08236,1.08299,False
310,EURJPY,Interval.in_1_minute,2023-12-04 22:02:23,2023-12-04 22:06:29,long,159.53,159.495,False
311,AUDUSD,Interval.in_1_minute,2023-12-04 22:09:34,2023-12-04 22:13:41,short,0.66166,0.66159,True
312,GBPUSD,Interval.in_5_minute,2023-12-04 22:20:32,2023-12-04 22:45:39,long,1.26268,1.26267,False
313,EURCAD,Interval.in_1_minute,2023-12-05 10:14:27,2023-12-05 10:18:34,short,1.46564,1.46528,True
314,GBPAUD,Interval.in_1_minute,2023-12-05 10:20:35,2023-12-05 10:24:43,long,1.91856,1.91878,True
315,AUDCAD,Interval.in_3_minute,2023-12-05 10:15:50,2023-12-05 10:27:56,short,0.8917,0.89194,False
316,AUDJPY,Interval.in_1_minute,2023-12-05 10:24:33,2023-12-05 10:28:39,long,96.516,96.549,True
317,AUDCAD,Interval.in_1_minute,2023-12-05 10:38:21,2023-12-05 10:42:29,short,0.89218,0.89185,True
318,AUDUSD,Interval.in_3_minute,2023-12-05 10:39:29,2023-12-05 10:51:35,long,0.65829,0.65746,False
319,EURJPY,Interval.in_1_minute,2023-12-05 10:52:21,2023-12-05 10:56:27,short,159.204,159.206,False
320,EURJPY,Interval.in_1_minute,2023-12-05 10:54:34,2023-12-05 10:58:40,short,159.263,159.232,True
321,EURJPY,Interval.in_1_minute,2023-12-05 10:56:23,2023-12-05 11:00:31,short,159.206,159.282,False
322,EURUSD,Interval.in_1_minute,2023-12-05 10:57:29,2023-12-05 11:01:35,short,1.08283,1.08369,False
323,EURUSD,Interval.in_1_minute,2023-12-05 10:59:20,2023-12-05 11:03:27,short,1.08325,1.08336,False
324,GBPUSD,Interval.in_1_minute,2023-12-05 11:06:36,2023-12-05 11:10:42,long,1.26252,1.26232,False
325,AUDCHF,Interval.in_1_minute,2023-12-05 11:10:36,2023-12-05 11:14:43,short,0.5741,0.574,True
326,AUDUSD,Interval.in_1_minute,2023-12-05 11:15:41,2023-12-05 11:19:48,short,0.65746,0.65788,False
327,AUDUSD,Interval.in_1_minute,2023-12-05 11:17:20,2023-12-05 11:21:26,short,0.65774,0.65784,False
328,EURUSD,Interval.in_1_minute,2023-12-05 11:25:29,2023-12-05 11:29:35,short,1.08402,1.0841,False
329,EURJPY,Interval.in_5_minute,2023-12-05 11:05:31,2023-12-05 11:30:38,short,159.387,159.464,False
330,AUDUSD,Interval.in_3_minute,2023-12-05 11:18:32,2023-12-05 11:30:38,short,0.65791,0.65795,False
331,EURUSD,Interval.in_1_minute,2023-12-05 11:27:27,2023-12-05 11:31:35,short,1.08406,1.08414,False
332,EURUSD,Interval.in_1_minute,2023-12-05 11:29:21,2023-12-05 11:33:28,short,1.0841,1.08416,False
333,AUDJPY,Interval.in_3_minute,2023-12-05 11:21:34,2023-12-05 11:33:41,short,96.762,96.78,False
334,AUDCHF,Interval.in_3_minute,2023-12-05 11:39:35,2023-12-05 11:51:41,short,0.57414,0.57435,False
335,AUDCHF,Interval.in_3_minute,2023-12-05 11:42:34,2023-12-05 11:54:41,short,0.57424,0.57444,False
336,GBPAUD,Interval.in_1_minute,2023-12-05 11:50:42,2023-12-05 11:54:49,long,1.92031,1.91982,False
337,AUDCHF,Interval.in_5_minute,2023-12-05 11:30:57,2023-12-05 11:56:04,short,0.57428,0.57448,False
338,AUDUSD,Interval.in_1_minute,2023-12-05 11:54:36,2023-12-05 11:58:42,short,0.65771,0.65782,False
339,AUDCHF,Interval.in_5_minute,2023-12-05 11:35:34,2023-12-05 12:00:42,short,0.57428,0.57455,False
340,GBPUSD,Interval.in_1_minute,2023-12-05 12:06:37,2023-12-05 12:10:44,long,1.26326,1.26344,True
341,GBPAUD,Interval.in_3_minute,2023-12-05 12:12:46,2023-12-05 12:24:53,long,1.92114,1.92086,False
342,EURJPY,Interval.in_5_minute,2023-12-05 12:00:56,2023-12-05 12:26:03,long,159.297,159.354,True
343,EURUSD,Interval.in_5_minute,2023-12-05 12:05:30,2023-12-05 12:30:36,long,1.08316,1.08396,True
344,EURUSD,Interval.in_5_minute,2023-12-05 12:10:32,2023-12-05 12:35:38,long,1.08312,1.08358,True
345,EURJPY,Interval.in_1_minute,2023-12-05 12:32:26,2023-12-05 12:36:33,long,159.467,159.404,False
346,EURUSD,Interval.in_3_minute,2023-12-05 12:24:30,2023-12-05 12:36:36,long,1.08328,1.08359,True
347,EURJPY,Interval.in_1_minute,2023-12-05 12:36:30,2023-12-05 12:40:37,long,159.404,159.374,False
348,EURUSD,Interval.in_5_minute,2023-12-05 12:20:29,2023-12-05 12:45:37,long,1.08339,1.08356,True
349,EURJPY,Interval.in_1_minute,2023-12-05 12:43:20,2023-12-05 12:47:27,long,159.372,159.262,False
350,GBPUSD,Interval.in_1_minute,2023-12-05 12:55:33,2023-12-05 12:59:40,short,1.26352,1.26326,True
351,GBPUSD,Interval.in_1_minute,2023-12-05 12:58:24,2023-12-05 13:02:30,short,1.26325,1.26394,False
352,EURCAD,Interval.in_1_minute,2023-12-05 13:04:29,2023-12-05 13:08:36,long,1.4692,1.46907,False
353,AUDCHF,Interval.in_1_minute,2023-12-05 13:05:33,2023-12-05 13:09:40,short,0.57406,0.57407,False
354,EURCAD,Interval.in_1_minute,2023-12-05 13:15:49,2023-12-05 13:19:57,short,1.46858,1.46906,False
355,EURCAD,Interval.in_5_minute,2023-12-05 13:25:34,2023-12-05 13:50:41,long,1.46954,1.468,False
356,AUDUSD,Interval.in_1_minute,2023-12-05 13:59:22,2023-12-05 14:03:29,short,0.65612,0.65625,False
357,EURUSD,Interval.in_1_minute,2023-12-05 14:05:30,2023-12-05 14:09:38,short,1.08194,1.08188,True
358,EURUSD,Interval.in_1_minute,2023-12-05 14:08:22,2023-12-05 14:12:28,short,1.0819,1.08198,False
359,AUDUSD,Interval.in_3_minute,2023-12-05 14:00:54,2023-12-05 14:13:00,short,0.65614,0.656,True
360,AUDUSD,Interval.in_3_minute,2023-12-05 14:12:27,2023-12-05 14:24:35,short,0.656,0.65603,False
361,GBPAUD,Interval.in_1_minute,2023-12-05 14:32:28,2023-12-05 14:36:35,short,1.92386,1.92435,False
362,EURJPY,Interval.in_1_minute,2023-12-05 14:40:31,2023-12-05 14:44:39,short,159.121,159.122,False
363,AUDCHF,Interval.in_3_minute,2023-12-05 14:33:36,2023-12-05 14:45:43,short,0.5734,0.57323,True
364,AUDCHF,Interval.in_1_minute,2023-12-05 14:45:46,2023-12-05 14:49:54,short,0.57323,0.57354,False
365,AUDCHF,Interval.in_1_minute,2023-12-05 14:47:25,2023-12-05 14:51:31,short,0.57342,0.57357,False
366,AUDUSD,Interval.in_1_minute,2023-12-05 15:01:22,2023-12-05 15:05:29,short,0.65606,0.65613,False
367,AUDUSD,Interval.in_1_minute,2023-12-05 15:08:21,2023-12-05 15:12:27,long,0.65608,0.65622,True
368,AUDCAD,Interval.in_3_minute,2023-12-05 15:06:27,2023-12-05 15:18:35,long,0.8914,0.89139,False
369,AUDCAD,Interval.in_3_minute,2023-12-05 15:09:30,2023-12-05 15:21:36,long,0.89146,0.8913,False
370,EURJPY,Interval.in_1_minute,2023-12-05 15:20:31,2023-12-05 15:24:38,short,159.037,159.07,False
371,EURCAD,Interval.in_3_minute,2023-12-05 15:12:32,2023-12-05 15:24:40,long,1.47016,1.47006,False
372,EURJPY,Interval.in_1_minute,2023-12-05 15:29:21,2023-12-05 15:33:29,long,159.062,159.066,True
373,GBPUSD,Interval.in_1_minute,2023-12-05 15:36:31,2023-12-05 15:40:38,short,1.26352,1.26306,True
374,AUDCHF,Interval.in_1_minute,2023-12-05 15:47:22,2023-12-05 15:51:29,short,0.57292,0.57288,True
375,AUDUSD,Interval.in_1_minute,2023-12-05 16:09:32,2023-12-05 16:13:39,short,0.65586,0.65568,True
376,EURUSD,Interval.in_1_minute,2023-12-05 16:23:20,2023-12-05 16:27:26,long,1.08196,1.0819,False
377,GBPAUD,Interval.in_3_minute,2023-12-05 16:21:38,2023-12-05 16:33:44,long,1.92532,1.92489,False
378,GBPAUD,Interval.in_3_minute,2023-12-05 16:24:35,2023-12-05 16:36:41,long,1.92466,1.9243,False
379,AUDUSD,Interval.in_1_minute,2023-12-05 16:35:29,2023-12-05 16:39:35,short,0.65574,0.65547,True
380,AUDUSD,Interval.in_3_minute,2023-12-05 16:33:32,2023-12-05 16:45:41,short,0.65555,0.6553,True
381,GBPAUD,Interval.in_5_minute,2023-12-05 16:20:36,2023-12-05 16:45:43,long,1.92524,1.92544,True
382,AUDUSD,Interval.in_1_minute,2023-12-05 16:44:21,2023-12-05 16:48:29,short,0.65542,0.65566,False
383,AUDUSD,Interval.in_3_minute,2023-12-05 16:42:31,2023-12-05 16:54:38,short,0.65538,0.65547,False
384,GBPAUD,Interval.in_1_minute,2023-12-05 17:00:53,2023-12-05 17:05:00,short,1.92498,1.92282,True
385,GBPAUD,Interval.in_1_minute,2023-12-05 17:02:25,2023-12-05 17:06:31,short,1.92328,1.92396,False
386,EURJPY,Interval.in_3_minute,2023-12-05 16:54:31,2023-12-05 17:06:39,long,158.989,159.004,True
387,GBPUSD,Interval.in_1_minute,2023-12-05 17:05:32,2023-12-05 17:09:38,short,1.26451,1.26334,True
388,EURCAD,Interval.in_1_minute,2023-12-05 17:21:31,2023-12-05 17:25:38,short,1.46916,1.46922,False
389,EURJPY,Interval.in_3_minute,2023-12-05 17:27:34,2023-12-05 17:39:41,short,158.976,159.192,False
390,GBPUSD,Interval.in_3_minute,2023-12-05 17:30:58,2023-12-05 17:43:05,long,1.26235,1.261,False
391,GBPUSD,Interval.in_3_minute,2023-12-05 17:33:34,2023-12-05 17:45:42,long,1.26198,1.26153,False
392,AUDCHF,Interval.in_1_minute,2023-12-05 17:42:36,2023-12-05 17:46:43,short,0.5732,0.57322,False
393,EURJPY,Interval.in_1_minute,2023-12-05 17:45:48,2023-12-05 17:49:54,long,159.12,159.088,False
394,EURJPY,Interval.in_1_minute,2023-12-05 17:47:21,2023-12-05 17:51:28,long,159.092,159.104,True
395,AUDCAD,Interval.in_1_minute,2023-12-05 17:49:23,2023-12-05 17:53:31,short,0.89002,0.8897,True
396,AUDCAD,Interval.in_1_minute,2023-12-05 17:50:28,2023-12-05 17:54:34,short,0.88974,0.8899,False
397,GBPUSD,Interval.in_1_minute,2023-12-05 17:54:31,2023-12-05 17:58:38,short,1.26148,1.26134,True
398,GBPAUD,Interval.in_1_minute,2023-12-05 17:56:25,2023-12-05 18:00:31,short,1.92245,1.9218,True
399,EURCAD,Interval.in_3_minute,2023-12-05 17:57:34,2023-12-05 18:09:40,long,1.46572,1.46596,True
400,EURCAD,Interval.in_1_minute,2023-12-05 18:10:37,2023-12-05 18:14:45,short,1.46563,1.46544,True
401,EURCAD,Interval.in_1_minute,2023-12-05 18:14:22,2023-12-05 18:18:29,short,1.46544,1.46542,True
402,AUDCAD,Interval.in_1_minute,2023-12-05 18:19:21,2023-12-05 18:23:28,short,0.88956,0.88952,True
403,EURCAD,Interval.in_1_minute,2023-12-05 18:22:23,2023-12-05 18:26:30,short,1.46496,1.46524,False
404,EURCAD,Interval.in_1_minute,2023-12-05 18:24:35,2023-12-05 18:28:41,short,1.46494,1.46468,True
405,EURUSD,Interval.in_1_minute,2023-12-05 18:33:30,2023-12-05 18:37:37,short,1.079,1.07899,True
406,GBPAUD,Interval.in_5_minute,2023-12-05 18:15:57,2023-12-05 18:41:10,short,1.92232,1.92168,True
407,EURUSD,Interval.in_1_minute,2023-12-05 18:39:27,2023-12-05 18:43:33,short,1.07888,1.07865,True
408,GBPAUD,Interval.in_5_minute,2023-12-05 18:20:34,2023-12-05 18:45:40,short,1.92209,1.92186,True
409,GBPUSD,Interval.in_1_minute,2023-12-05 18:44:24,2023-12-05 18:48:32,short,1.25924,1.25932,False
410,AUDCAD,Interval.in_3_minute,2023-12-05 18:36:30,2023-12-05 18:48:37,short,0.88954,0.88974,False
411,EURUSD,Interval.in_5_minute,2023-12-05 18:30:58,2023-12-05 18:56:08,short,1.07943,1.07826,True
412,EURCAD,Interval.in_1_minute,2023-12-05 18:52:23,2023-12-05 18:56:30,long,1.4653,1.4647,False
413,AUDCAD,Interval.in_1_minute,2023-12-05 19:01:19,2023-12-05 19:05:27,short,0.88932,0.88948,False
414,AUDCHF,Interval.in_1_minute,2023-12-05 19:28:24,2023-12-05 19:32:31,short,0.57398,0.57396,True
415,AUDCHF,Interval.in_1_minute,2023-12-05 19:34:21,2023-12-05 19:38:29,short,0.57388,0.57398,False
416,EURJPY,Interval.in_1_minute,2023-12-05 19:36:30,2023-12-05 19:40:36,short,158.809,158.794,True
417,AUDUSD,Interval.in_3_minute,2023-12-05 20:06:32,2023-12-05 20:18:39,short,0.65558,0.65564,False
418,AUDUSD,Interval.in_1_minute,2023-12-05 20:16:25,2023-12-05 20:20:33,short,0.65562,0.6557,False
419,AUDUSD,Interval.in_3_minute,2023-12-05 20:09:29,2023-12-05 20:21:35,short,0.65565,0.65574,False
420,GBPAUD,Interval.in_1_minute,2023-12-05 20:25:33,2023-12-05 20:29:40,long,1.91922,1.91936,True
421,EURCAD,Interval.in_1_minute,2023-12-05 21:33:40,2023-12-05 21:37:47,short,1.46476,1.46477,False
422,AUDJPY,Interval.in_1_minute,2023-12-05 21:41:26,2023-12-05 21:45:34,short,96.525,96.512,True
423,AUDUSD,Interval.in_1_minute,2023-12-05 22:08:22,2023-12-05 22:12:30,short,0.65514,0.65542,False
424,GBPAUD,Interval.in_1_minute,2023-12-05 22:20:49,2023-12-05 22:24:55,long,1.92065,1.92052,False
425,GBPAUD,Interval.in_3_minute,2023-12-05 22:18:38,2023-12-05 22:30:45,long,1.92054,1.92076,True
426,GBPUSD,Interval.in_1_minute,2023-12-06 10:05:35,2023-12-06 10:09:42,long,1.26035,1.26024,False
427,GBPUSD,Interval.in_1_minute,2023-12-06 10:08:19,2023-12-06 10:12:26,long,1.26036,1.26024,False
428,AUDJPY,Interval.in_1_minute,2023-12-06 10:32:26,2023-12-06 10:36:33,short,96.817,96.841,False
429,GBPAUD,Interval.in_3_minute,2023-12-06 10:39:35,2023-12-06 10:51:42,short,1.91366,1.91434,False
430,GBPAUD,Interval.in_3_minute,2023-12-06 10:42:36,2023-12-06 10:54:42,short,1.91436,1.91446,False
431,EURJPY,Interval.in_1_minute,2023-12-06 10:50:35,2023-12-06 10:54:42,long,158.614,158.721,True
432,GBPAUD,Interval.in_5_minute,2023-12-06 10:35:35,2023-12-06 11:00:42,short,1.91308,1.91474,False
433,AUDCAD,Interval.in_1_minute,2023-12-06 11:05:32,2023-12-06 11:09:39,short,0.8933,0.89351,False
434,AUDJPY,Interval.in_1_minute,2023-12-06 11:07:22,2023-12-06 11:11:28,short,96.832,96.846,False
435,AUDJPY,Interval.in_1_minute,2023-12-06 11:09:32,2023-12-06 11:13:39,short,96.848,96.854,False
436,AUDJPY,Interval.in_1_minute,2023-12-06 11:27:36,2023-12-06 11:31:43,short,96.796,96.792,True
437,GBPAUD,Interval.in_1_minute,2023-12-06 11:36:35,2023-12-06 11:40:41,long,1.91745,1.9168,False
438,AUDJPY,Interval.in_5_minute,2023-12-06 11:25:34,2023-12-06 11:50:42,short,96.776,96.812,False
439,GBPUSD,Interval.in_3_minute,2023-12-06 11:39:33,2023-12-06 11:51:39,long,1.25995,1.26007,True
440,GBPUSD,Interval.in_3_minute,2023-12-06 11:42:43,2023-12-06 11:54:49,long,1.26006,1.26008,True
441,GBPUSD,Interval.in_5_minute,2023-12-06 11:35:33,2023-12-06 12:00:40,long,1.26014,1.26,False
442,GBPUSD,Interval.in_5_minute,2023-12-06 11:40:37,2023-12-06 12:05:44,long,1.25992,1.25976,False
443,GBPAUD,Interval.in_1_minute,2023-12-06 12:52:25,2023-12-06 12:56:32,long,1.91758,1.91777,True
444,AUDCHF,Interval.in_1_minute,2023-12-06 19:59:24,2023-12-06 20:03:31,short,0.57394,0.574,False
445,AUDUSD,Interval.in_1_minute,2023-12-06 20:01:24,2023-12-06 20:05:30,short,0.65619,0.65629,False
446,AUDUSD,Interval.in_1_minute,2023-12-06 20:02:30,2023-12-06 20:06:36,short,0.65632,0.6561,True
447,AUDCAD,Interval.in_1_minute,2023-12-06 20:43:21,2023-12-06 20:47:27,short,0.89091,0.891,False
448,EURCAD,Interval.in_1_minute,2023-12-06 20:47:24,2023-12-06 20:51:31,short,1.46302,1.46306,False
449,EURCAD,Interval.in_1_minute,2023-12-06 20:50:56,2023-12-06 20:55:03,short,1.46322,1.46293,True
450,GBPAUD,Interval.in_5_minute,2023-12-06 20:31:01,2023-12-06 20:56:09,long,1.91618,1.91561,False
451,AUDCAD,Interval.in_1_minute,2023-12-06 20:52:43,2023-12-06 20:56:50,short,0.89109,0.89103,True
452,GBPAUD,Interval.in_5_minute,2023-12-06 20:35:35,2023-12-06 21:00:42,long,1.9161,1.91574,False
453,EURCAD,Interval.in_3_minute,2023-12-06 20:48:44,2023-12-06 21:00:50,short,1.46317,1.46288,True
454,GBPAUD,Interval.in_5_minute,2023-12-06 20:40:42,2023-12-06 21:05:49,long,1.91578,1.91548,False
455,AUDCAD,Interval.in_1_minute,2023-12-06 21:41:30,2023-12-06 21:45:37,short,0.89041,0.89048,False
456,EURCAD,Interval.in_1_minute,2023-12-06 22:03:30,2023-12-06 22:07:38,short,1.46301,1.46262,True
457,AUDUSD,Interval.in_3_minute,2023-12-06 22:12:34,2023-12-06 22:24:43,short,0.65502,0.65493,True
458,AUDCHF,Interval.in_1_minute,2023-12-07 10:02:30,2023-12-07 10:06:38,long,0.57337,0.57352,True
459,AUDCAD,Interval.in_1_minute,2023-12-07 10:10:30,2023-12-07 10:14:37,long,0.89165,0.89186,True
460,EURJPY,Interval.in_1_minute,2023-12-07 10:12:29,2023-12-07 10:16:35,short,156.88,156.811,True
461,AUDJPY,Interval.in_3_minute,2023-12-07 10:06:30,2023-12-07 10:18:37,short,95.518,95.512,True
462,EURCAD,Interval.in_1_minute,2023-12-07 10:17:23,2023-12-07 10:21:30,long,1.46426,1.46427,True
463,AUDUSD,Interval.in_1_minute,2023-12-07 10:21:30,2023-12-07 10:25:36,short,0.65634,0.6562,True
464,AUDUSD,Interval.in_1_minute,2023-12-07 10:32:22,2023-12-07 10:36:29,long,0.6559,0.65611,True
465,AUDJPY,Interval.in_1_minute,2023-12-07 10:36:37,2023-12-07 10:40:44,short,95.345,95.288,True
466,AUDCAD,Interval.in_3_minute,2023-12-07 10:30:53,2023-12-07 10:43:00,long,0.89194,0.89202,True
467,AUDCAD,Interval.in_1_minute,2023-12-07 10:49:22,2023-12-07 10:53:29,long,0.89151,0.8917,True
468,EURUSD,Interval.in_1_minute,2023-12-07 11:08:20,2023-12-07 11:12:27,long,1.07807,1.07781,False
