,has_signal,signal_type,msg,date,open_price,interval,indicators_count,symbol,exchange
0,False,neutral,NoneAUD/USD Нет сигнала 45мин,2023-10-04 15:15:00,0.63289,0 days 00:15:00,0,AUDUSD,OANDA
