,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneEUR/JPY Нет сигнала 12мин,2023-10-23 23:00:00,159.576,Interval.in_3_minute,EURJPY,OANDA,12
