,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneAUD/JPY Нет сигнала 4мин,2023-10-23 23:03:00,94.774,Interval.in_1_minute,AUDJPY,OANDA,4
