,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneEUR/CAD Нет сигнала 25мин,2023-11-01 01:55:00,1.46809,Interval.in_5_minute,EURCAD,OANDA,25
