,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneGBP/USD Нет сигнала 4мин,2023-10-25 02:58:00,1.21613,Interval.in_1_minute,GBPUSD,OANDA,4
