,has_signal,signal_type,msg,date,open_price,interval,indicators_count,sob_signals_count,symbol,exchange
0,False,neutral,NoneAUD/CHF Нет сигнала 18мин,2023-10-11 00:57:00,0.58166,Interval.in_3_minute,0,0,AUDCHF,OANDA
