,has_signal,signal_type,msg,date,open_price,interval,indicators_count,sob_signals_count,symbol,exchange
0,False,neutral,NoneEUR/CAD Нет сигнала 18мин,2023-10-10 13:39:00,1.44082,Interval.in_3_minute,0,0,EURCAD,OANDA
