,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time,debug,start_analize_time
0,False,neutral,NoneEUR/CAD Нет сигнала 4{},2023-11-20 00:42:00,1.49622,Interval.in_1_minute,EURCAD,OANDA,4,"

Проверка сигнала:
                    	Валютная пара: EURCAD"" таймфрейми: [<Interval.in_1_minute: '1'>, <Interval.in_3_minute: '3'>, <Interval.in_5_minute: '5'>] время свеч: [Timestamp('2023-11-20 00:42:00'), Timestamp('2023-11-20 00:39:00'), Timestamp('2023-11-20 00:35:00')]
                    	Есть ли сигнал: False
                    	Показания индикаторов: long_sob_count0 short_sob_count0
                    		 * SOB -> long [] short []
                     time_now 2023-11-20 00:42:39.016470+02:00",2023-11-20 00:42:27
