,has_signal,signal_type,msg,date,open_price,interval,indicators_count,sob_signals_count,symbol,exchange,deal_time
0,False,neutral,"NoneGBP/AUD Нет сигнала 12мин


Проверка сигнала:
            	Валютная пара: OANDA:GBPAUD"" таймфрейм: Interval.in_3_minute время свечи: 2023-10-17 20:51:00
            	Есть ли сигнал: False
            	Показания индикаторов: {'LONG ⬆': [1, ['uma']], 'SHORT ⬇': [1, ['nw']], 'Нет сигнала': [1, ['sob']]})

            
 SuperOrderBlock на інших таймфреймах: [<Interval.in_3_minute: '3'>]",2023-10-17 20:51:00,1.91522,Interval.in_3_minute,0,0,GBPAUD,OANDA,12
