,has_signal,signal_type,msg,date,open_price,interval,symbol,exchange,deal_time
0,False,neutral,NoneAUD/CHF Нет сигнала 4мин,2023-10-25 01:31:00,0.56754,Interval.in_1_minute,AUDCHF,OANDA,4
