,has_signal,signal_type,msg,date,open_price,interval,indicators_count,sob_signals_count,symbol,exchange,deal_time
0,False,neutral,NoneAUD/USD Нет сигнала 3мин,2023-10-16 23:27:00,0.6343,Interval.in_3_minute,0,0,AUDUSD,OANDA,1.0
